,136_APAR_213.1,144_APAR_214.2,148_APAR_215.3,152_APAR_216.4,156_APAR_217.5,160_APAR_218.6,164_APAR_219.7,168_APAR_220.8,172_APAR_221.9,176_APAR_222.10,180_APAR_223.11,184_APAR_224.12,188_APAR_225.13,192_APAR_226.14,196_APAR_227.15,200_APAR_228.16,204_APAR_229.17,208_APAR_230.18,212_APAR_231.19,216_APAR_232.20,220_APAR_233.21,224_APAR_234.22,228_APAR_235.23,232_APAR_236.24,236_APAR_237.25,240_APAR_238.26,244_APAR_239.27,248_APAR_240.28,3808_APAR_16.16,3812_APAR_17.17,3816_APAR_18.18,656_FIF_203.3,658_FIF_204.4,660_FIF_205.5,662_FIF_206.6,664_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31 23:45:36,26.0,26.0,29.9,40.0,50.5,27.0,29.2,32.5,40.8,51.6,25.3,28.7,36.9,29.5,39.1,45.9,25.6,36.0,55.5,,,,,,,,,,54.6,100.0,47.2,28.0,30.0,27.0,28.241379,27.0
2019-01-31 23:52:48,26.0,26.0,29.9,40.0,50.5,27.0,29.2,32.5,40.8,51.6,25.5,28.7,36.8,29.5,39.2,45.9,25.6,36.0,55.6,,,,,,,,,,54.5,100.0,47.2,28.0,30.0,27.0,28.535714,27.0
2019-02-01 00:00:00,26.0,26.0,29.9,40.0,50.5,27.0,29.2,32.5,40.8,51.6,25.5,28.7,36.8,29.5,39.2,45.9,25.6,36.0,55.6,,,,,,,,,,54.5,100.0,47.2,28.0,30.0,27.0,28.535714,27.0
2019-02-01 00:07:12,26.0,26.0,29.9,40.0,50.5,27.0,29.2,32.5,40.8,51.6,25.7,28.7,36.8,29.4,39.2,45.9,25.6,36.0,55.6,,,,,,,,,,54.5,100.0,47.2,28.0,30.0,27.0,28.607143,27.0
2019-02-01 00:14:24,26.0,26.0,29.9,40.0,50.5,27.0,29.2,32.5,40.8,51.6,25.7,28.7,36.8,29.4,39.2,45.9,25.6,36.0,55.6,,,,,,,,,,54.5,100.0,47.2,28.0,30.0,27.0,28.607143,27.0
2019-02-01 00:21:36,26.0,26.0,29.9,40.0,50.5,27.0,29.2,32.5,40.8,51.6,25.8,28.8,36.9,29.4,39.2,45.9,25.5,36.0,55.6,,,,,,,,,,54.6,100.0,47.3,28.0,30.0,27.0,28.607143,27.0
2019-02-01 00:28:48,26.0,26.0,29.9,40.0,50.5,27.0,29.2,32.5,40.8,51.6,25.8,28.8,36.9,29.4,39.2,45.9,25.5,36.0,55.6,,,,,,,,,,54.6,100.0,47.3,28.0,30.0,27.0,28.607143,27.0
2019-02-01 00:36:00,26.0,26.0,29.9,40.0,50.5,27.0,29.2,32.5,40.8,51.6,26.0,28.9,36.9,29.4,39.1,45.9,25.5,36.0,55.6,,,,,,,,,,54.6,100.0,47.3,28.0,30.0,27.0,28.714286,27.0
