,4340_POG_26.26,4348_POG_27.27,4356_POG_28.28,4364_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-01-31 23:45:36,0.52,0.42,0.32,
2019-01-31 23:52:48,0.62,0.33,0.31,0.25
2019-02-01 00:00:00,0.62,0.33,0.31,0.28
2019-02-01 00:07:12,0.6,0.28,0.2,0.36
2019-02-01 00:14:24,0.6,0.28,0.2,0.36
2019-02-01 00:21:36,0.53,0.3,0.16,0.37
2019-02-01 00:28:48,0.53,0.3,0.16,0.37
2019-02-01 00:36:00,0.5,0.25,0.22,0.33
2019-02-01 00:43:12,0.5,0.25,0.22,0.33
2019-02-01 00:50:24,0.58,0.25,0.21,0.29
2019-02-01 00:57:36,0.58,0.25,0.21,0.29
2019-02-01 01:04:48,0.58,0.26,0.16,0.35
2019-02-01 01:12:00,0.58,0.26,0.16,0.35
2019-02-01 01:19:12,0.59,0.24,0.16,0.43
2019-02-01 01:26:24,0.59,0.24,0.16,0.43
2019-02-01 01:33:36,0.55,0.24,0.18,0.43
2019-02-01 01:40:48,0.55,0.24,0.18,0.43
2019-02-01 01:48:00,0.52,0.19,0.13,0.34
2019-02-01 01:55:12,0.52,0.19,0.13,0.34
2019-02-01 02:02:24,0.24,0.18,0.06,0.38
2019-02-01 02:09:36,0.24,0.18,0.06,0.38
2019-02-01 02:16:48,0.05,0.23,-0.01,0.34
2019-02-01 02:24:00,0.05,0.23,-0.01,0.34
2019-02-01 02:31:12,0.08,0.17,-0.03,0.3
2019-02-01 02:38:24,0.08,0.17,-0.03,0.3
2019-02-01 02:45:36,0.08,0.17,-0.03,0.3
2019-02-01 02:52:48,0.04,0.12,-0.05,0.29
2019-02-01 03:00:00,0.04,0.12,-0.05,0.29
2019-02-01 03:07:12,0.01,0.06,-0.07,0.27
2019-02-01 03:14:24,0.01,0.06,-0.07,0.27
2019-02-01 03:21:36,-0.03,0.04,-0.18,0.26
2019-02-01 03:28:48,-0.03,0.04,-0.18,0.26
2019-02-01 03:36:00,-0.01,0.01,-0.16,0.25
2019-02-01 03:43:12,-0.01,0.01,-0.16,0.25
2019-02-01 03:50:24,0.06,0.02,-0.02,0.25
2019-02-01 03:57:36,0.06,0.02,-0.02,0.25
2019-02-01 04:04:48,0.32,-0.05,0.02,0.1
2019-02-01 04:12:00,0.32,-0.05,0.02,0.1
2019-02-01 04:19:12,0.33,0.04,0.05,0.11
2019-02-01 04:26:24,0.33,0.04,0.05,0.11
2019-02-01 04:33:36,0.31,0.03,0.03,0.07
2019-02-01 04:40:48,0.31,0.03,0.03,0.07
2019-02-01 04:48:00,0.32,0.02,0.03,0.01
2019-02-01 04:55:12,0.32,0.02,0.03,0.01
2019-02-01 05:02:24,0.41,0.04,0.03,0.07
2019-02-01 05:09:36,0.41,0.04,0.03,0.07
2019-02-01 05:16:48,0.33,0.17,0.0,0.04
2019-02-01 05:24:00,0.33,0.17,0.0,0.04
2019-02-01 05:31:12,0.21,0.17,-0.03,-0.07
2019-02-01 05:38:24,0.21,0.17,-0.03,-0.07
2019-02-01 05:45:36,0.21,0.17,-0.03,-0.07
2019-02-01 05:52:48,0.19,0.07,-0.06,0.04
2019-02-01 06:00:00,0.19,0.07,-0.06,0.04
2019-02-01 06:07:12,0.17,0.05,-0.08,0.06
2019-02-01 06:14:24,0.17,0.05,-0.08,0.06
2019-02-01 06:21:36,0.3,0.11,-0.09,0.08
2019-02-01 06:28:48,0.3,0.11,-0.09,0.08
2019-02-01 06:36:00,0.22,0.17,-0.09,0.1
2019-02-01 06:43:12,0.22,0.17,-0.09,0.1
2019-02-01 06:50:24,0.3,0.42,0.03,0.13
2019-02-01 06:57:36,0.3,0.42,0.03,0.13
2019-02-01 07:04:48,0.49,0.44,0.07,0.18
2019-02-01 07:12:00,0.49,0.44,0.07,0.18
2019-02-01 07:19:12,0.45,0.38,0.06,0.32
2019-02-01 07:26:24,0.45,0.38,0.06,0.32
2019-02-01 07:33:36,0.37,0.42,0.03,0.32
2019-02-01 07:40:48,0.37,0.42,0.03,0.32
2019-02-01 07:48:00,0.51,0.4,0.08,0.52
2019-02-01 07:55:12,0.51,0.4,0.08,0.52
2019-02-01 08:02:24,0.54,0.44,0.15,0.54
2019-02-01 08:09:36,0.54,0.44,0.15,0.54
2019-02-01 08:16:48,0.46,0.51,0.17,0.6
2019-02-01 08:24:00,0.46,0.51,0.17,0.6
2019-02-01 08:31:12,0.68,0.72,0.41,0.71
2019-02-01 08:38:24,0.68,0.72,0.41,0.71
2019-02-01 08:45:36,0.68,0.72,0.41,0.71
2019-02-01 08:52:48,0.79,0.8,0.37,0.73
2019-02-01 09:00:00,0.79,0.8,0.37,0.73
2019-02-01 09:07:12,0.92,0.89,0.5,0.98
2019-02-01 09:14:24,0.92,0.89,0.5,0.98
2019-02-01 09:21:36,0.97,1.11,0.53,0.87
2019-02-01 09:28:48,0.97,1.11,0.53,0.87
2019-02-01 09:36:00,0.94,1.07,0.44,0.91
2019-02-01 09:43:12,0.94,1.07,0.44,0.91
2019-02-01 09:50:24,1.16,1.63,0.85,1.2
2019-02-01 09:57:36,1.16,1.63,0.85,1.2
2019-02-01 10:04:48,1.27,1.77,0.79,0.82
2019-02-01 10:12:00,1.27,1.77,0.79,0.82
2019-02-01 10:19:12,1.04,1.62,0.72,0.72
2019-02-01 10:26:24,1.04,1.62,0.72,0.72
2019-02-01 10:33:36,1.1,1.65,0.61,0.58
2019-02-01 10:40:48,1.1,1.65,0.61,0.58
2019-02-01 10:48:00,1.17,1.69,0.61,0.93
2019-02-01 10:55:12,1.17,1.69,0.61,0.93
2019-02-01 11:02:24,1.24,1.92,0.77,0.96
2019-02-01 11:09:36,1.24,1.92,0.77,0.96
2019-02-01 11:16:48,0.91,1.62,0.6,0.57
2019-02-01 11:24:00,0.91,1.62,0.6,0.57
2019-02-01 11:31:12,1.12,1.58,0.67,0.72
2019-02-01 11:38:24,1.12,1.58,0.67,0.72
2019-02-01 11:45:36,1.12,1.58,0.67,0.72
2019-02-01 11:52:48,1.21,1.78,0.85,0.75
2019-02-01 12:00:00,1.21,1.78,0.85,0.75
2019-02-01 12:07:12,1.35,1.95,1.03,0.8
2019-02-01 12:14:24,1.35,1.95,1.03,0.8
2019-02-01 12:21:36,1.02,1.49,0.75,0.74
2019-02-01 12:28:48,1.02,1.49,0.75,0.74
2019-02-01 12:36:00,1.02,1.52,0.8,0.6
2019-02-01 12:43:12,1.02,1.52,0.8,0.6
2019-02-01 12:50:24,1.07,1.48,0.83,0.7
2019-02-01 12:57:36,1.07,1.48,0.83,0.7
2019-02-01 13:04:48,0.97,1.24,0.89,0.6
2019-02-01 13:12:00,0.97,1.24,0.89,0.6
2019-02-01 13:19:12,0.78,0.9,0.64,0.54
2019-02-01 13:26:24,0.78,0.9,0.64,0.54
2019-02-01 13:33:36,0.36,0.42,0.34,0.23
2019-02-01 13:40:48,0.36,0.42,0.34,0.23
2019-02-01 13:48:00,0.1,0.03,0.14,-0.02
2019-02-01 13:55:12,0.1,0.03,0.14,-0.02
2019-02-01 14:02:24,-0.08,-0.15,0.01,-0.15
2019-02-01 14:09:36,-0.08,-0.15,0.01,-0.15
2019-02-01 14:16:48,-0.02,-0.03,0.0,-0.1
2019-02-01 14:24:00,-0.02,-0.03,0.0,-0.1
2019-02-01 14:31:12,-0.02,0.04,-0.01,-0.08
2019-02-01 14:38:24,-0.02,0.04,-0.01,-0.08
2019-02-01 14:45:36,-0.02,0.04,-0.01,-0.08
2019-02-01 14:52:48,0.01,0.05,-0.01,-0.07
2019-02-01 15:00:00,0.01,0.05,-0.01,-0.07
2019-02-01 15:07:12,0.11,0.23,0.06,-0.0
2019-02-01 15:14:24,0.11,0.23,0.06,-0.0
2019-02-01 15:21:36,0.06,0.29,0.05,0.04
2019-02-01 15:28:48,0.06,0.29,0.05,0.04
2019-02-01 15:36:00,0.11,0.27,0.01,0.05
2019-02-01 15:43:12,0.11,0.27,0.01,0.05
2019-02-01 15:50:24,0.05,0.21,-0.0,0.01
2019-02-01 15:57:36,0.05,0.21,-0.0,0.01
2019-02-01 16:04:48,0.08,0.24,0.01,0.03
2019-02-01 16:12:00,0.08,0.24,0.01,0.03
2019-02-01 16:19:12,0.04,0.3,0.03,0.04
2019-02-01 16:26:24,0.04,0.3,0.03,0.04
2019-02-01 16:33:36,0.05,0.33,0.07,0.09
2019-02-01 16:40:48,0.05,0.33,0.07,0.09
2019-02-01 16:48:00,0.11,0.39,0.16,0.08
2019-02-01 16:55:12,0.11,0.39,0.16,0.08
2019-02-01 17:02:24,0.24,0.42,0.18,0.06
2019-02-01 17:09:36,0.24,0.42,0.18,0.06
2019-02-01 17:16:48,0.22,0.45,0.22,0.16
2019-02-01 17:24:00,0.22,0.45,0.22,0.16
2019-02-01 17:31:12,0.23,0.47,0.24,0.21
2019-02-01 17:38:24,0.23,0.47,0.24,0.21
2019-02-01 17:45:36,0.23,0.47,0.24,0.21
2019-02-01 17:52:48,0.28,0.5,0.31,0.2
2019-02-01 18:00:00,0.28,0.5,0.31,0.2
2019-02-01 18:07:12,0.32,0.51,0.31,0.25
2019-02-01 18:14:24,0.32,0.51,0.31,0.25
2019-02-01 18:21:36,0.28,0.51,0.3,0.25
2019-02-01 18:28:48,0.28,0.51,0.3,0.25
2019-02-01 18:36:00,0.24,0.51,0.31,0.25
2019-02-01 18:43:12,0.24,0.51,0.31,0.25
