,3863_FIF_38.9,3865_FIF_39.10,3867_FIF_40.11,3869_FIF_41.12
,avg,avg,avg,avg
Time,,,,
2019-01-31 23:45:36,90.344828,100.0,94.965517,100.0
2019-01-31 23:52:48,91.0,100.0,94.428571,100.0
2019-02-01 00:00:00,91.0,100.0,94.428571,100.0
2019-02-01 00:07:12,90.714286,100.0,94.035714,100.0
2019-02-01 00:14:24,90.714286,100.0,94.035714,100.0
2019-02-01 00:21:36,90.25,100.0,94.0,100.0
2019-02-01 00:28:48,90.25,100.0,94.0,100.0
2019-02-01 00:36:00,90.035714,100.0,94.0,100.0
2019-02-01 00:43:12,90.035714,100.0,94.0,100.0
2019-02-01 00:50:24,90.0,100.0,94.0,100.0
2019-02-01 00:57:36,90.0,100.0,94.0,100.0
2019-02-01 01:04:48,90.0,100.0,94.0,100.0
2019-02-01 01:12:00,90.0,100.0,94.0,100.0
2019-02-01 01:19:12,90.0,100.0,94.0,100.0
2019-02-01 01:26:24,90.0,100.0,94.0,100.0
2019-02-01 01:33:36,90.0,100.0,94.0,100.0
2019-02-01 01:40:48,90.0,100.0,94.0,100.0
2019-02-01 01:48:00,90.0,100.0,94.0,100.0
2019-02-01 01:55:12,90.0,100.0,94.0,100.0
2019-02-01 02:02:24,90.0,100.0,94.0,100.0
2019-02-01 02:09:36,90.0,100.0,94.0,100.0
2019-02-01 02:16:48,90.0,100.0,94.0,100.0
2019-02-01 02:24:00,90.0,100.0,94.0,100.0
2019-02-01 02:31:12,89.761905,100.0,94.0,100.0
2019-02-01 02:38:24,89.761905,100.0,94.0,100.0
2019-02-01 02:45:36,89.642857,100.0,94.0,100.0
2019-02-01 02:52:48,89.642857,100.0,94.0,100.0
2019-02-01 03:00:00,89.642857,100.0,94.0,100.0
2019-02-01 03:07:12,89.62963,100.0,94.0,100.0
2019-02-01 03:14:24,89.62963,100.0,94.0,100.0
2019-02-01 03:21:36,89.925926,100.0,94.0,100.0
2019-02-01 03:28:48,89.925926,100.0,94.0,100.0
2019-02-01 03:36:00,90.0,100.0,94.0,100.0
2019-02-01 03:43:12,90.0,100.0,94.0,100.0
2019-02-01 03:50:24,90.0,100.0,94.0,100.0
2019-02-01 03:57:36,90.0,100.0,94.0,100.0
2019-02-01 04:04:48,90.0,100.0,94.0,100.0
2019-02-01 04:12:00,90.0,100.0,94.0,100.0
2019-02-01 04:19:12,89.0,100.0,94.0,100.0
2019-02-01 04:26:24,89.0,100.0,94.0,100.0
2019-02-01 04:33:36,89.0,100.0,94.0,100.0
2019-02-01 04:40:48,89.0,100.0,94.0,100.0
2019-02-01 04:48:00,89.0,100.0,94.0,100.0
2019-02-01 04:55:12,89.0,100.0,94.0,100.0
2019-02-01 05:02:24,89.074074,100.0,94.0,100.0
2019-02-01 05:09:36,89.074074,100.0,94.0,100.0
2019-02-01 05:16:48,89.0,100.0,94.0,100.0
2019-02-01 05:24:00,89.0,100.0,94.0,100.0
2019-02-01 05:31:12,89.0,100.0,93.964286,100.0
2019-02-01 05:38:24,89.0,100.0,93.964286,100.0
2019-02-01 05:45:36,89.0,100.0,93.964286,100.0
2019-02-01 05:52:48,89.0,100.0,94.0,100.0
2019-02-01 06:00:00,89.0,100.0,94.0,100.0
2019-02-01 06:07:12,89.041667,100.0,94.0,100.0
2019-02-01 06:14:24,89.041667,100.0,94.0,100.0
2019-02-01 06:21:36,89.0,100.0,94.0,100.0
2019-02-01 06:28:48,89.0,100.0,94.0,100.0
2019-02-01 06:36:00,89.0,100.0,94.0,100.0
2019-02-01 06:43:12,89.0,100.0,94.0,100.0
2019-02-01 06:50:24,88.666667,100.0,94.0,100.0
2019-02-01 06:57:36,88.666667,100.0,94.0,100.0
2019-02-01 07:04:48,88.384615,100.0,94.0,100.0
2019-02-01 07:12:00,88.384615,100.0,94.0,100.0
2019-02-01 07:19:12,88.48,100.0,94.0,100.0
2019-02-01 07:26:24,88.48,100.0,94.0,100.0
2019-02-01 07:33:36,88.884615,100.0,93.884615,100.0
2019-02-01 07:40:48,88.884615,100.0,93.884615,100.0
2019-02-01 07:48:00,88.12,100.0,93.0,100.0
2019-02-01 07:55:12,88.12,100.0,93.0,100.0
2019-02-01 08:02:24,87.32,100.0,92.36,100.0
2019-02-01 08:09:36,87.32,100.0,92.36,100.0
2019-02-01 08:16:48,86.208333,99.75,91.458333,100.0
2019-02-01 08:24:00,86.208333,99.75,91.458333,100.0
2019-02-01 08:31:12,85.423077,98.961538,90.923077,100.0
2019-02-01 08:38:24,85.423077,98.961538,90.923077,100.0
2019-02-01 08:45:36,85.423077,98.961538,90.923077,100.0
2019-02-01 08:52:48,83.68,96.92,89.24,100.0
2019-02-01 09:00:00,83.68,96.92,89.24,100.0
2019-02-01 09:07:12,83.416667,96.416667,89.041667,100.0
2019-02-01 09:14:24,83.416667,96.416667,89.041667,100.0
2019-02-01 09:21:36,82.791667,95.916667,89.0,100.0
2019-02-01 09:28:48,82.791667,95.916667,89.0,100.0
2019-02-01 09:36:00,81.346154,94.5,87.615385,100.0
2019-02-01 09:43:12,81.346154,94.5,87.615385,100.0
2019-02-01 09:50:24,80.576923,92.961538,86.538462,99.192308
2019-02-01 09:57:36,80.576923,92.961538,86.538462,99.192308
2019-02-01 10:04:48,80.384615,92.961538,86.769231,99.730769
2019-02-01 10:12:00,80.384615,92.961538,86.769231,99.730769
2019-02-01 10:19:12,79.56,91.92,86.0,99.04
2019-02-01 10:26:24,79.56,91.92,86.0,99.04
2019-02-01 10:33:36,79.833333,91.458333,85.916667,98.875
2019-02-01 10:40:48,79.833333,91.458333,85.916667,98.875
2019-02-01 10:48:00,78.692308,90.307692,85.0,98.0
2019-02-01 10:55:12,78.692308,90.307692,85.0,98.0
2019-02-01 11:02:24,78.96,90.2,85.08,98.36
2019-02-01 11:09:36,78.96,90.2,85.08,98.36
2019-02-01 11:16:48,78.64,90.08,85.04,98.28
2019-02-01 11:24:00,78.64,90.08,85.04,98.28
2019-02-01 11:31:12,79.0,90.791667,84.833333,98.416667
2019-02-01 11:38:24,79.0,90.791667,84.833333,98.416667
2019-02-01 11:45:36,79.0,90.791667,84.833333,98.416667
2019-02-01 11:52:48,79.363636,91.090909,85.772727,99.363636
2019-02-01 12:00:00,79.363636,91.090909,85.772727,99.363636
2019-02-01 12:07:12,79.75,91.6,85.95,99.75
2019-02-01 12:14:24,79.75,91.6,85.95,99.75
2019-02-01 12:21:36,80.0,93.0,86.818182,100.0
2019-02-01 12:28:48,80.0,93.0,86.818182,100.0
2019-02-01 12:36:00,81.0,93.25,87.0,100.0
2019-02-01 12:43:12,81.0,93.25,87.0,100.0
2019-02-01 12:50:24,81.0,93.666667,87.0,100.0
2019-02-01 12:57:36,81.0,93.666667,87.0,100.0
2019-02-01 13:04:48,81.642857,94.464286,87.0,100.0
2019-02-01 13:12:00,81.642857,94.464286,87.0,100.0
2019-02-01 13:19:12,82.285714,95.321429,87.428571,100.0
2019-02-01 13:26:24,82.285714,95.321429,87.428571,100.0
2019-02-01 13:33:36,82.655172,96.793103,88.0,100.0
2019-02-01 13:40:48,82.655172,96.793103,88.0,100.0
2019-02-01 13:48:00,83.0,97.758621,88.0,100.0
2019-02-01 13:55:12,83.0,97.758621,88.0,100.0
2019-02-01 14:02:24,83.714286,98.285714,88.75,100.0
2019-02-01 14:09:36,83.714286,98.285714,88.75,100.0
2019-02-01 14:16:48,84.0,99.214286,89.0,100.0
2019-02-01 14:24:00,84.0,99.214286,89.0,100.0
2019-02-01 14:31:12,84.433333,99.466667,89.566667,100.0
2019-02-01 14:38:24,84.433333,99.466667,89.566667,100.0
2019-02-01 14:45:36,84.433333,99.466667,89.566667,100.0
2019-02-01 14:52:48,85.464286,100.0,90.107143,100.0
2019-02-01 15:00:00,85.464286,100.0,90.107143,100.0
2019-02-01 15:07:12,86.0,100.0,91.0,100.0
2019-02-01 15:14:24,86.0,100.0,91.0,100.0
2019-02-01 15:21:36,86.0,100.0,91.0,100.0
2019-02-01 15:28:48,86.0,100.0,91.0,100.0
2019-02-01 15:36:00,86.689655,100.0,91.0,100.0
2019-02-01 15:43:12,86.689655,100.0,91.0,100.0
2019-02-01 15:50:24,86.714286,100.0,91.0,100.0
2019-02-01 15:57:36,86.714286,100.0,91.0,100.0
2019-02-01 16:04:48,86.896552,100.0,91.0,100.0
2019-02-01 16:12:00,86.896552,100.0,91.0,100.0
2019-02-01 16:19:12,87.0,100.0,91.0,100.0
2019-02-01 16:26:24,87.0,100.0,91.0,100.0
2019-02-01 16:33:36,87.0,100.0,91.0,100.0
2019-02-01 16:40:48,87.0,100.0,91.0,100.0
2019-02-01 16:48:00,87.0,100.0,91.047619,100.0
2019-02-01 16:55:12,87.0,100.0,91.047619,100.0
2019-02-01 17:02:24,87.0,100.0,91.0,100.0
2019-02-01 17:09:36,87.0,100.0,91.0,100.0
2019-02-01 17:16:48,87.0,100.0,91.0,100.0
2019-02-01 17:24:00,87.0,100.0,91.0,100.0
2019-02-01 17:31:12,87.034483,100.0,91.0,100.0
2019-02-01 17:38:24,87.034483,100.0,91.0,100.0
2019-02-01 17:45:36,87.034483,100.0,91.0,100.0
2019-02-01 17:52:48,87.0,100.0,91.0,100.0
2019-02-01 18:00:00,87.0,100.0,91.0,100.0
2019-02-01 18:07:12,87.0,100.0,91.0,100.0
2019-02-01 18:14:24,87.0,100.0,91.0,100.0
