,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-31 23:45:36,12.1,5.7,1.4,13.8,13.3,16.2
2019-01-31 23:52:48,12.1,5.7,1.4,13.8,13.4,16.2
2019-02-01 00:00:00,12.1,5.7,1.4,13.8,13.4,16.2
2019-02-01 00:07:12,12.1,5.7,1.4,13.9,13.4,16.2
2019-02-01 00:14:24,12.1,5.7,1.4,13.9,13.4,16.2
2019-02-01 00:21:36,12.1,5.7,1.4,13.8,13.4,16.1
2019-02-01 00:28:48,12.1,5.7,1.4,13.8,13.4,16.1
2019-02-01 00:36:00,12.1,5.7,1.4,13.8,13.3,16.1
2019-02-01 00:43:12,12.1,5.7,1.4,13.8,13.3,16.1
2019-02-01 00:50:24,12.1,5.7,1.4,13.8,13.4,16.1
2019-02-01 00:57:36,12.1,5.7,1.4,13.8,13.4,16.1
2019-02-01 01:04:48,12.1,5.7,1.4,13.8,13.4,16.1
2019-02-01 01:12:00,12.1,5.7,1.4,13.8,13.4,16.1
2019-02-01 01:19:12,12.1,5.7,1.4,13.8,13.4,16.1
2019-02-01 01:26:24,12.1,5.7,1.4,13.8,13.4,16.1
2019-02-01 01:33:36,12.1,5.8,1.4,13.8,13.4,16.0
2019-02-01 01:40:48,12.1,5.8,1.4,13.8,13.4,16.0
2019-02-01 01:48:00,12.1,5.8,1.4,13.8,13.3,16.0
2019-02-01 01:55:12,12.1,5.8,1.4,13.8,13.3,16.0
2019-02-01 02:02:24,12.1,5.8,1.4,13.8,13.3,16.0
2019-02-01 02:09:36,12.1,5.8,1.4,13.8,13.3,16.0
2019-02-01 02:16:48,12.1,5.8,1.4,13.8,13.3,16.1
2019-02-01 02:24:00,12.1,5.8,1.4,13.8,13.3,16.1
2019-02-01 02:31:12,12.1,5.8,1.5,13.8,13.4,16.1
2019-02-01 02:38:24,12.1,5.8,1.5,13.8,13.4,16.1
2019-02-01 02:45:36,12.1,5.8,1.5,13.9,13.4,16.0
2019-02-01 02:52:48,12.1,5.8,1.5,13.9,13.4,16.0
2019-02-01 03:00:00,12.1,5.8,1.5,13.9,13.4,16.0
2019-02-01 03:07:12,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 03:14:24,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 03:21:36,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 03:28:48,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 03:36:00,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 03:43:12,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 03:50:24,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 03:57:36,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 04:04:48,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 04:12:00,12.2,5.8,1.5,13.8,13.4,16.0
2019-02-01 04:19:12,12.2,5.8,1.4,13.8,13.4,15.9
2019-02-01 04:26:24,12.2,5.8,1.4,13.8,13.4,15.9
2019-02-01 04:33:36,12.2,5.8,1.4,13.8,13.3,15.9
2019-02-01 04:40:48,12.2,5.8,1.4,13.8,13.3,15.9
2019-02-01 04:48:00,12.2,5.8,1.4,13.8,13.3,16.0
2019-02-01 04:55:12,12.2,5.8,1.4,13.8,13.3,16.0
2019-02-01 05:02:24,12.1,5.8,1.3,13.8,13.3,16.0
2019-02-01 05:09:36,12.1,5.8,1.3,13.8,13.3,16.0
2019-02-01 05:16:48,12.1,5.8,1.3,13.7,13.3,16.1
2019-02-01 05:24:00,12.1,5.8,1.3,13.7,13.3,16.1
