,304_APAR_411.11,308_APAR_412.12,312_APAR_413.13,316_APAR_414.14,320_APAR_415.15,324_APAR_416.16,328_APAR_417.17,332_APAR_418.18,336_APAR_419.19,340_APAR_420.20,344_APAR_421.21,348_APAR_422.22,352_APAR_423.23,356_APAR_424.24,360_APAR_425.25,680_FIF_402.2,682_FIF_403.3,684_FIF_404.4,686_FIF_405.5,688_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-31 23:45:36,27.6,29.3,30.4,44.0,49.3,24.6,25.7,29.8,39.7,55.2,25.7,26.6,26.6,49.7,80.9,26.0,23.0,27.0,27.0,28.965517
2019-01-31 23:52:48,27.7,29.3,30.4,44.0,49.3,24.6,25.6,29.8,39.7,55.2,25.7,26.6,26.6,49.7,80.9,26.0,23.0,27.0,27.0,29.0
2019-02-01 00:00:00,27.7,29.3,30.4,44.0,49.3,24.6,25.6,29.8,39.7,55.2,25.7,26.6,26.6,49.7,80.9,26.0,23.0,27.0,27.0,29.0
2019-02-01 00:07:12,27.7,29.3,30.4,44.0,49.4,24.6,25.6,29.8,39.7,55.2,25.7,26.6,26.6,49.7,80.9,26.0,23.0,27.0,27.0,29.0
2019-02-01 00:14:24,27.7,29.3,30.4,44.0,49.4,24.6,25.6,29.8,39.7,55.2,25.7,26.6,26.6,49.7,80.9,26.0,23.0,27.0,27.0,29.0
2019-02-01 00:21:36,27.6,29.3,30.4,44.0,49.4,24.6,25.6,29.8,39.7,55.2,25.7,26.6,26.6,49.7,80.9,26.0,23.0,27.0,27.0,29.0
2019-02-01 00:28:48,27.6,29.3,30.4,44.0,49.4,24.6,25.6,29.8,39.7,55.2,25.7,26.6,26.6,49.7,80.9,26.0,23.0,27.0,27.0,29.0
2019-02-01 00:36:00,27.6,29.3,30.4,44.0,49.4,24.6,25.6,29.8,39.8,55.2,25.7,26.6,26.6,49.7,80.9,26.0,23.0,27.0,27.0,29.0
2019-02-01 00:43:12,27.6,29.3,30.4,44.0,49.4,24.6,25.6,29.8,39.8,55.2,25.7,26.6,26.6,49.7,80.9,26.0,23.0,27.0,27.0,29.0
2019-02-01 00:50:24,27.6,29.3,30.4,44.1,49.4,24.5,25.6,29.8,39.7,55.3,25.7,26.6,26.6,49.8,81.0,26.0,23.0,27.0,27.0,29.0
