,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-31 23:45:36,25.0,25.7,26.5,41.8,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.5,39.6,30.0,26.689655,26.0,,,48.241379,26.0
2019-01-31 23:52:48,25.0,25.7,26.5,41.8,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.5,39.6,30.0,26.75,26.0,,,48.357143,26.0
2019-02-01 00:00:00,25.0,25.7,26.5,41.8,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.5,39.6,30.0,26.75,26.0,,,48.357143,26.0
2019-02-01 00:07:12,25.1,25.7,26.5,41.8,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.5,39.6,30.0,26.821429,26.0,,,48.321429,26.0
2019-02-01 00:14:24,25.1,25.7,26.5,41.8,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.5,39.6,30.0,26.821429,26.0,,,48.321429,26.0
2019-02-01 00:21:36,25.1,25.7,26.5,41.9,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.5,39.6,30.0,26.892857,26.0,,,48.607143,26.0
2019-02-01 00:28:48,25.1,25.7,26.5,41.9,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.5,39.6,30.0,26.892857,26.0,,,48.607143,26.0
2019-02-01 00:36:00,25.1,25.7,26.5,41.9,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.6,39.6,30.0,26.892857,26.0,,,48.714286,26.0
2019-02-01 00:43:12,25.1,25.7,26.5,41.9,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.6,39.6,30.0,26.892857,26.0,,,48.714286,26.0
2019-02-01 00:50:24,25.1,25.7,26.5,41.9,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.6,39.6,30.0,26.928571,26.0,,,48.464286,26.0
2019-02-01 00:57:36,25.1,25.7,26.5,41.9,83.3,35.9,37.9,40.4,49.9,26.5,27.1,32.6,39.6,30.0,26.928571,26.0,,,48.464286,26.0
