,305_APAR_411.11,309_APAR_412.12,313_APAR_413.13,317_APAR_414.14,321_APAR_415.15,325_APAR_416.16,329_APAR_417.17,333_APAR_418.18,337_APAR_419.19,341_APAR_420.20,345_APAR_421.21,349_APAR_422.22,353_APAR_423.23,357_APAR_424.24,361_APAR_425.25,681_FIF_402.2,683_FIF_403.3,685_FIF_404.4,687_FIF_405.5,689_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-31 23:45:36,22.5,22.0,20.1,14.9,11.4,23.0,22.6,21.1,16.1,10.4,21.1,20.6,19.5,9.5,2.4,23.5,25.8,24.3,25.0,23.4
2019-01-31 23:52:48,22.5,22.1,20.1,14.9,11.4,23.0,22.6,21.1,16.1,10.5,21.1,20.6,19.5,9.5,2.4,23.6,25.9,24.4,25.0,23.5
2019-02-01 00:00:00,22.5,22.1,20.1,14.9,11.4,23.0,22.6,21.1,16.1,10.5,21.1,20.6,19.5,9.5,2.4,23.6,25.9,24.4,25.0,23.5
2019-02-01 00:07:12,22.5,22.1,20.1,14.9,11.5,23.1,22.7,21.2,16.2,10.5,21.1,20.7,19.5,9.5,2.4,23.6,25.8,24.4,25.0,23.4
2019-02-01 00:14:24,22.5,22.1,20.1,14.9,11.5,23.1,22.7,21.2,16.2,10.5,21.1,20.7,19.5,9.5,2.4,23.6,25.8,24.4,25.0,23.4
2019-02-01 00:21:36,22.5,22.1,20.1,15.0,11.5,23.1,22.7,21.2,16.2,10.5,21.2,20.7,19.6,9.5,2.4,23.6,25.7,24.3,25.0,23.4
2019-02-01 00:28:48,22.5,22.1,20.1,15.0,11.5,23.1,22.7,21.2,16.2,10.5,21.2,20.7,19.6,9.5,2.4,23.6,25.7,24.3,25.0,23.4
2019-02-01 00:36:00,22.6,22.1,20.2,15.0,11.5,23.1,22.7,21.2,16.2,10.5,21.2,20.7,19.6,9.6,2.4,23.6,25.8,24.4,25.0,23.4
2019-02-01 00:43:12,22.6,22.1,20.2,15.0,11.5,23.1,22.7,21.2,16.2,10.5,21.2,20.7,19.6,9.6,2.4,23.6,25.8,24.4,25.0,23.4
2019-02-01 00:50:24,22.6,22.2,20.2,15.0,11.5,23.1,22.7,21.2,16.3,10.6,21.2,20.7,19.6,9.6,2.4,23.6,25.9,24.4,25.0,23.5
