,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-31 23:45:36,38.1,62.4,84.7,39.4,40.0,40.8
2019-01-31 23:52:48,38.1,62.4,84.7,39.4,40.0,40.8
2019-02-01 00:00:00,38.1,62.4,84.7,39.4,40.0,40.8
2019-02-01 00:07:12,38.1,62.4,84.8,39.4,40.0,40.8
2019-02-01 00:14:24,38.1,62.4,84.8,39.4,40.0,40.8
2019-02-01 00:21:36,38.1,62.4,84.8,39.4,40.0,40.8
2019-02-01 00:28:48,38.1,62.4,84.8,39.4,40.0,40.8
2019-02-01 00:36:00,38.1,62.4,84.8,39.4,40.0,40.8
2019-02-01 00:43:12,38.1,62.4,84.8,39.4,40.0,40.8
2019-02-01 00:50:24,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 00:57:36,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 01:04:48,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 01:12:00,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 01:19:12,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 01:26:24,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 01:33:36,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 01:40:48,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 01:48:00,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 01:55:12,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 02:02:24,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 02:09:36,38.1,62.5,84.8,39.4,40.0,40.8
2019-02-01 02:16:48,38.2,62.5,84.8,39.4,40.0,40.8
2019-02-01 02:24:00,38.2,62.5,84.8,39.4,40.0,40.8
2019-02-01 02:31:12,38.2,62.5,84.9,39.4,40.0,40.8
2019-02-01 02:38:24,38.2,62.5,84.9,39.4,40.0,40.8
2019-02-01 02:45:36,38.2,62.5,84.9,39.5,40.0,40.9
2019-02-01 02:52:48,38.2,62.5,84.9,39.5,40.0,40.9
2019-02-01 03:00:00,38.2,62.5,84.9,39.5,40.0,40.9
2019-02-01 03:07:12,38.1,62.5,84.9,39.4,40.0,40.9
2019-02-01 03:14:24,38.1,62.5,84.9,39.4,40.0,40.9
2019-02-01 03:21:36,38.2,62.5,84.9,39.4,40.0,40.9
2019-02-01 03:28:48,38.2,62.5,84.9,39.4,40.0,40.9
2019-02-01 03:36:00,38.2,62.5,84.9,39.5,40.0,40.9
2019-02-01 03:43:12,38.2,62.5,84.9,39.5,40.0,40.9
2019-02-01 03:50:24,38.2,62.5,84.9,39.5,40.0,40.9
2019-02-01 03:57:36,38.2,62.5,84.9,39.5,40.0,40.9
2019-02-01 04:04:48,38.2,62.5,84.9,39.5,40.0,40.9
2019-02-01 04:12:00,38.2,62.5,84.9,39.5,40.0,40.9
2019-02-01 04:19:12,38.2,62.5,84.9,39.4,40.0,40.9
2019-02-01 04:26:24,38.2,62.5,84.9,39.4,40.0,40.9
2019-02-01 04:33:36,38.1,62.5,84.9,39.4,40.0,40.9
2019-02-01 04:40:48,38.1,62.5,84.9,39.4,40.0,40.9
2019-02-01 04:48:00,38.2,62.5,84.9,39.4,40.0,40.9
2019-02-01 04:55:12,38.2,62.5,84.9,39.4,40.0,40.9
2019-02-01 05:02:24,38.2,62.5,84.9,39.4,40.0,40.9
2019-02-01 05:09:36,38.2,62.5,84.9,39.4,40.0,40.9
2019-02-01 05:16:48,38.1,62.5,84.9,39.4,40.0,40.9
2019-02-01 05:24:00,38.1,62.5,84.9,39.4,40.0,40.9
