,253_APAR_314.14,257_APAR_315.15,261_APAR_316.16,265_APAR_317.17,269_APAR_318.18,273_APAR_319.19,277_APAR_320.20,281_APAR_321.21,285_APAR_322.22,289_APAR_323.23,293_APAR_324.24,297_APAR_325.25,301_APAR_326.26,667_FIF_304.4,669_FIF_305.5,671_FIF_306.6,673_FIF_310.10,675_FIF_311.11,677_FIF_312.12,679_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-31 23:45:36,23.4,22.5,21.7,14.2,3.3,22.7,21.7,20.8,17.4,22.5,22.1,21.3,18.1,23.0,27.3,22.3,,,14.9,26.9
2019-01-31 23:52:48,23.4,22.5,21.7,14.2,3.4,22.7,21.7,20.8,17.4,22.5,22.1,21.2,18.1,23.0,27.3,22.3,,,14.9,26.9
2019-02-01 00:00:00,23.4,22.5,21.7,14.2,3.4,22.7,21.7,20.8,17.4,22.5,22.1,21.2,18.1,23.0,27.3,22.3,,,14.9,26.9
2019-02-01 00:07:12,23.4,22.5,21.8,14.2,3.4,22.7,21.7,20.8,17.4,22.5,22.1,21.2,18.0,23.0,27.3,22.2,,,14.9,26.8
2019-02-01 00:14:24,23.4,22.5,21.8,14.2,3.4,22.7,21.7,20.8,17.4,22.5,22.1,21.2,18.0,23.0,27.3,22.2,,,14.9,26.8
2019-02-01 00:21:36,23.4,22.5,21.8,14.2,3.4,22.7,21.7,20.9,17.4,22.5,22.1,21.2,18.0,23.0,27.3,22.3,,,14.6,26.9
2019-02-01 00:28:48,23.4,22.5,21.8,14.2,3.4,22.7,21.7,20.9,17.4,22.5,22.1,21.2,18.0,23.0,27.3,22.3,,,14.6,26.9
2019-02-01 00:36:00,23.4,22.5,21.8,14.2,3.4,22.7,21.7,20.9,17.4,22.5,22.1,21.2,18.0,23.0,27.3,22.2,,,14.7,26.9
2019-02-01 00:43:12,23.4,22.5,21.8,14.2,3.4,22.7,21.7,20.9,17.4,22.5,22.1,21.2,18.0,23.0,27.3,22.2,,,14.7,26.9
2019-02-01 00:50:24,23.4,22.5,21.8,14.2,3.4,22.7,21.8,20.9,17.4,22.4,22.1,21.2,18.0,23.0,27.3,22.2,,,14.8,26.8
2019-02-01 00:57:36,23.4,22.5,21.8,14.2,3.4,22.7,21.8,20.9,17.4,22.4,22.1,21.2,18.0,23.0,27.3,22.2,,,14.8,26.8
