,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-06 23:45:36,12.2,6.1,1.8,13.9,13.4,16.1
2019-02-06 23:52:48,12.2,6.1,1.8,13.9,13.5,16.1
2019-02-07 00:00:00,12.2,6.1,1.8,13.9,13.5,16.1
2019-02-07 00:07:12,12.2,6.1,1.7,13.9,13.5,16.1
2019-02-07 00:14:24,12.2,6.1,1.7,13.9,13.5,16.1
2019-02-07 00:21:36,12.2,6.1,1.7,13.9,13.5,16.1
2019-02-07 00:28:48,12.2,6.1,1.7,13.9,13.5,16.1
2019-02-07 00:36:00,12.3,6.1,1.7,14.0,13.5,16.1
2019-02-07 00:43:12,12.3,6.1,1.7,14.0,13.5,16.1
2019-02-07 00:50:24,12.3,6.1,1.6,14.0,13.5,16.1
2019-02-07 00:57:36,12.3,6.1,1.6,14.0,13.5,16.1
2019-02-07 01:04:48,12.3,6.1,1.6,13.9,13.5,16.0
2019-02-07 01:12:00,12.3,6.1,1.6,13.9,13.5,16.0
2019-02-07 01:19:12,12.3,6.1,1.6,13.9,13.5,16.0
2019-02-07 01:26:24,12.3,6.1,1.6,13.9,13.5,16.0
2019-02-07 01:33:36,12.3,6.1,1.6,13.9,13.4,16.0
2019-02-07 01:40:48,12.3,6.1,1.6,13.9,13.4,16.0
2019-02-07 01:48:00,12.3,6.1,1.6,13.9,13.4,15.9
2019-02-07 01:55:12,12.3,6.1,1.6,13.9,13.4,15.9
2019-02-07 02:02:24,12.3,6.1,1.5,13.9,13.4,15.9
2019-02-07 02:09:36,12.3,6.1,1.5,13.9,13.4,15.9
2019-02-07 02:16:48,12.2,6.1,1.5,13.9,13.4,15.8
2019-02-07 02:24:00,12.2,6.1,1.5,13.9,13.4,15.8
2019-02-07 02:31:12,12.2,6.0,1.4,13.8,13.4,15.8
2019-02-07 02:38:24,12.2,6.0,1.4,13.8,13.4,15.8
2019-02-07 02:45:36,12.2,6.0,1.4,13.8,13.4,15.7
2019-02-07 02:52:48,12.2,6.0,1.4,13.8,13.4,15.7
2019-02-07 03:00:00,12.2,6.0,1.4,13.8,13.4,15.7
2019-02-07 03:07:12,12.2,6.0,1.3,13.8,13.4,15.6
2019-02-07 03:14:24,12.2,6.0,1.3,13.8,13.4,15.6
2019-02-07 03:21:36,12.2,6.0,1.2,13.8,13.4,15.6
2019-02-07 03:28:48,12.2,6.0,1.2,13.8,13.4,15.6
2019-02-07 03:36:00,12.2,6.0,1.2,13.8,13.4,15.6
2019-02-07 03:43:12,12.2,6.0,1.2,13.8,13.4,15.6
2019-02-07 03:50:24,12.2,6.0,1.1,13.8,13.3,15.5
2019-02-07 03:57:36,12.2,6.0,1.1,13.8,13.3,15.5
2019-02-07 04:04:48,12.2,5.9,1.1,13.7,13.3,15.5
2019-02-07 04:12:00,12.2,5.9,1.1,13.7,13.3,15.5
2019-02-07 04:19:12,12.2,5.9,1.0,13.7,13.3,15.4
2019-02-07 04:26:24,12.2,5.9,1.0,13.7,13.3,15.4
2019-02-07 04:33:36,12.2,5.9,1.0,13.7,13.3,15.5
2019-02-07 04:40:48,12.2,5.9,1.0,13.7,13.3,15.5
2019-02-07 04:48:00,12.1,5.9,0.9,13.7,13.3,15.6
2019-02-07 04:55:12,12.1,5.9,0.9,13.7,13.3,15.6
2019-02-07 05:02:24,12.1,5.8,0.9,13.7,13.3,15.6
2019-02-07 05:09:36,12.1,5.8,0.9,13.7,13.3,15.6
2019-02-07 05:16:48,12.1,5.8,0.9,13.7,13.2,15.6
2019-02-07 05:24:00,12.1,5.8,0.9,13.7,13.2,15.6
