,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-06 23:45:36,25.7,26.3,27.0,42.0,81.8,36.0,37.9,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.5,,,43.916667,25.166667
2019-02-06 23:52:48,25.7,26.3,27.0,42.0,81.8,36.0,37.9,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.173913,,,43.73913,25.0
2019-02-07 00:00:00,25.7,26.3,27.0,42.0,81.8,36.0,37.9,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.173913,,,43.73913,25.0
2019-02-07 00:07:12,25.7,26.3,27.0,41.9,81.8,36.0,37.9,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.0,,,43.296296,25.0
2019-02-07 00:14:24,25.7,26.3,27.0,41.9,81.8,36.0,37.9,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.0,,,43.296296,25.0
2019-02-07 00:21:36,25.7,26.3,27.0,41.9,81.8,36.0,37.9,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.0,,,43.296296,25.0
2019-02-07 00:28:48,25.7,26.3,27.0,41.9,81.8,36.0,37.9,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.0,,,43.296296,25.0
2019-02-07 00:36:00,25.7,26.3,26.9,41.8,81.8,36.0,37.9,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.0,,,43.153846,25.0
2019-02-07 00:43:12,25.7,26.3,26.9,41.8,81.8,36.0,37.9,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.0,,,43.153846,25.0
2019-02-07 00:50:24,25.7,26.3,26.9,41.8,81.8,36.0,37.8,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.0,,,43.72,25.0
2019-02-07 00:57:36,25.7,26.3,26.9,41.8,81.8,36.0,37.8,40.1,49.1,27.2,27.8,32.6,39.5,30.0,26.0,26.0,,,43.72,25.0
