,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-06 23:45:36,39.0,62.8,83.5,40.2,37.0,41.8
2019-02-06 23:52:48,39.0,62.8,83.5,40.2,37.0,41.8
2019-02-07 00:00:00,39.0,62.8,83.5,40.2,37.0,41.8
2019-02-07 00:07:12,39.1,62.8,83.5,40.2,37.0,41.8
2019-02-07 00:14:24,39.1,62.8,83.5,40.2,37.0,41.8
2019-02-07 00:21:36,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 00:28:48,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 00:36:00,39.0,62.7,83.5,40.3,37.0,41.8
2019-02-07 00:43:12,39.0,62.7,83.5,40.3,37.0,41.8
2019-02-07 00:50:24,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 00:57:36,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 01:04:48,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 01:12:00,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 01:19:12,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 01:26:24,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 01:33:36,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 01:40:48,39.0,62.7,83.5,40.2,37.0,41.8
2019-02-07 01:48:00,39.0,62.6,83.5,40.2,37.0,41.8
2019-02-07 01:55:12,39.0,62.6,83.5,40.2,37.0,41.8
2019-02-07 02:02:24,39.0,62.6,83.5,40.2,37.0,41.8
2019-02-07 02:09:36,39.0,62.6,83.5,40.2,37.0,41.8
2019-02-07 02:16:48,38.9,62.6,83.4,40.2,36.961538,41.8
2019-02-07 02:24:00,38.9,62.6,83.4,40.2,36.961538,41.8
2019-02-07 02:31:12,38.9,62.6,83.4,40.2,36.56,41.8
2019-02-07 02:38:24,38.9,62.6,83.4,40.2,36.56,41.8
2019-02-07 02:45:36,38.9,62.6,83.4,40.2,36.0,41.8
2019-02-07 02:52:48,38.9,62.6,83.4,40.2,36.0,41.8
2019-02-07 03:00:00,38.9,62.6,83.4,40.2,36.0,41.8
2019-02-07 03:07:12,38.9,62.6,83.4,40.1,36.0,41.8
2019-02-07 03:14:24,38.9,62.6,83.4,40.1,36.0,41.8
2019-02-07 03:21:36,38.9,62.5,83.4,40.1,36.0,41.7
2019-02-07 03:28:48,38.9,62.5,83.4,40.1,36.0,41.7
2019-02-07 03:36:00,39.0,62.5,83.4,40.2,36.0,41.7
2019-02-07 03:43:12,39.0,62.5,83.4,40.2,36.0,41.7
2019-02-07 03:50:24,38.9,62.5,83.4,40.2,36.0,41.7
2019-02-07 03:57:36,38.9,62.5,83.4,40.2,36.0,41.7
2019-02-07 04:04:48,38.9,62.5,83.4,40.1,36.0,41.7
2019-02-07 04:12:00,38.9,62.5,83.4,40.1,36.0,41.7
2019-02-07 04:19:12,38.9,62.4,83.4,40.1,36.0,41.7
2019-02-07 04:26:24,38.9,62.4,83.4,40.1,36.0,41.7
2019-02-07 04:33:36,38.9,62.4,83.3,40.1,36.0,41.7
2019-02-07 04:40:48,38.9,62.4,83.3,40.1,36.0,41.7
2019-02-07 04:48:00,38.9,62.4,83.3,40.1,36.0,41.7
2019-02-07 04:55:12,38.9,62.4,83.3,40.1,36.0,41.7
2019-02-07 05:02:24,38.9,62.3,83.3,40.1,36.0,41.7
2019-02-07 05:09:36,38.9,62.3,83.3,40.1,36.0,41.7
2019-02-07 05:16:48,38.8,62.3,83.4,40.1,36.0,41.6
2019-02-07 05:24:00,38.8,62.3,83.4,40.1,36.0,41.6
