,416_APAR_611.11,420_APAR_612.12,424_APAR_613.13,428_APAR_614.14,432_APAR_615.15,436_APAR_616.16,440_APAR_617.17,444_APAR_618.18,448_APAR_619.19,452_APAR_620.20,456_APAR_621.21,460_APAR_622.22,464_APAR_623.23,468_APAR_624.24,472_APAR_625.25,696_FIF_602.2,698_FIF_603.3,700_FIF_604.4,702_FIF_605.5,704_FIF_606.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-19 23:45:36,24.3,24.7,27.8,36.2,48.1,26.9,27.4,34.1,39.2,46.0,23.2,23.5,24.4,49.1,75.5,23.125,27.0,25.0,27.71875,22.0
2019-01-19 23:52:48,24.3,24.7,27.8,36.2,48.1,26.9,27.3,34.1,39.2,46.0,23.1,23.5,24.4,49.1,75.6,23.121212,26.969697,25.0,27.363636,22.0
2019-01-20 00:00:00,24.3,24.7,27.8,36.2,48.1,26.9,27.3,34.1,39.2,46.0,23.1,23.5,24.4,49.1,75.6,23.121212,26.969697,25.0,27.363636,22.0
2019-01-20 00:07:12,24.3,24.7,27.8,36.2,48.1,26.9,27.3,34.1,39.2,46.0,23.1,23.4,24.4,49.1,75.6,23.0,27.0,25.0,27.121212,22.0
2019-01-20 00:14:24,24.3,24.7,27.8,36.2,48.1,26.9,27.3,34.1,39.2,46.0,23.1,23.4,24.4,49.1,75.6,23.0,27.0,25.0,27.121212,22.0
2019-01-20 00:21:36,24.3,24.7,27.8,36.2,48.1,26.9,27.3,34.1,39.2,46.0,23.1,23.4,24.4,49.1,75.6,23.03125,27.0,25.0,27.15625,22.0
2019-01-20 00:28:48,24.3,24.7,27.8,36.2,48.1,26.9,27.3,34.1,39.2,46.0,23.1,23.4,24.4,49.1,75.6,23.03125,27.0,25.0,27.15625,22.0
2019-01-20 00:36:00,24.3,24.7,27.8,36.2,48.1,26.9,27.3,34.1,39.2,46.0,23.1,23.4,24.4,49.1,75.6,23.0,27.0,25.0,27.060606,22.0
2019-01-20 00:43:12,24.3,24.7,27.8,36.2,48.1,26.9,27.3,34.1,39.2,46.0,23.1,23.4,24.4,49.1,75.6,23.0,27.0,25.0,27.060606,22.0
2019-01-20 00:50:24,24.3,24.6,27.8,36.2,48.1,26.9,27.3,34.1,39.2,46.0,23.0,23.4,24.3,49.0,75.6,23.0,26.9375,24.9375,27.0,22.0
