,4345_POG_26.26,4353_POG_27.27,4361_POG_28.28,4369_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-01-19 23:45:36,0.75,0.95,1.2,1.26
2019-01-19 23:52:48,0.54,0.53,0.59,0.81
2019-01-20 00:00:00,0.54,0.53,0.59,0.81
2019-01-20 00:07:12,0.48,0.77,0.81,0.85
2019-01-20 00:14:24,0.48,0.77,0.81,0.85
2019-01-20 00:21:36,0.43,0.68,0.68,0.76
2019-01-20 00:28:48,0.43,0.68,0.68,0.76
2019-01-20 00:36:00,0.55,0.66,0.95,1.07
2019-01-20 00:43:12,0.55,0.66,0.95,1.07
2019-01-20 00:50:24,0.19,0.44,0.51,0.64
2019-01-20 00:57:36,0.19,0.44,0.51,0.64
2019-01-20 01:04:48,0.49,0.55,0.75,0.83
2019-01-20 01:12:00,0.49,0.55,0.75,0.83
2019-01-20 01:19:12,0.54,0.82,0.84,0.99
2019-01-20 01:26:24,0.54,0.82,0.84,0.99
2019-01-20 01:33:36,0.6,0.84,0.99,1.08
2019-01-20 01:40:48,0.6,0.84,0.99,1.08
2019-01-20 01:48:00,0.25,0.47,0.39,0.51
2019-01-20 01:55:12,0.25,0.47,0.39,0.51
2019-01-20 02:02:24,0.13,0.13,0.28,0.37
2019-01-20 02:09:36,0.13,0.13,0.28,0.37
2019-01-20 02:16:48,0.18,0.34,0.35,0.38
2019-01-20 02:24:00,0.18,0.34,0.35,0.38
2019-01-20 02:31:12,0.1,0.33,0.33,0.36
2019-01-20 02:38:24,0.1,0.33,0.33,0.36
2019-01-20 02:45:36,0.1,0.33,0.33,0.36
2019-01-20 02:52:48,0.26,0.59,0.54,0.6
2019-01-20 03:00:00,0.26,0.59,0.54,0.6
2019-01-20 03:07:12,0.5,0.61,0.59,0.71
2019-01-20 03:14:24,0.5,0.61,0.59,0.71
2019-01-20 03:21:36,0.49,0.63,0.57,0.63
2019-01-20 03:28:48,0.49,0.63,0.57,0.63
2019-01-20 03:36:00,0.13,0.27,0.37,0.41
2019-01-20 03:43:12,0.13,0.27,0.37,0.41
2019-01-20 03:50:24,0.26,0.55,0.54,0.55
2019-01-20 03:57:36,0.26,0.55,0.54,0.55
2019-01-20 04:04:48,0.23,0.25,0.61,0.67
2019-01-20 04:12:00,0.23,0.25,0.61,0.67
2019-01-20 04:19:12,0.27,0.61,0.67,0.68
2019-01-20 04:26:24,0.27,0.61,0.67,0.68
2019-01-20 04:33:36,0.38,0.51,0.47,0.58
2019-01-20 04:40:48,0.38,0.51,0.47,0.58
2019-01-20 04:48:00,0.22,0.5,0.65,0.61
2019-01-20 04:55:12,0.22,0.5,0.65,0.61
2019-01-20 05:02:24,0.24,0.33,0.43,0.54
2019-01-20 05:09:36,0.24,0.33,0.43,0.54
2019-01-20 05:16:48,0.32,0.41,0.53,0.68
2019-01-20 05:24:00,0.32,0.41,0.53,0.68
2019-01-20 05:31:12,0.26,0.43,0.38,0.49
2019-01-20 05:38:24,0.26,0.43,0.38,0.49
2019-01-20 05:45:36,0.26,0.43,0.38,0.49
2019-01-20 05:52:48,0.27,0.18,0.64,0.69
2019-01-20 06:00:00,0.27,0.18,0.64,0.69
2019-01-20 06:07:12,0.38,0.12,0.32,0.48
2019-01-20 06:14:24,0.38,0.12,0.32,0.48
2019-01-20 06:21:36,0.72,0.24,0.41,0.72
2019-01-20 06:28:48,0.72,0.24,0.41,0.72
2019-01-20 06:36:00,1.05,0.38,0.78,0.97
2019-01-20 06:43:12,1.05,0.38,0.78,0.97
2019-01-20 06:50:24,0.6,0.79,0.93,1.06
2019-01-20 06:57:36,0.6,0.79,0.93,1.06
2019-01-20 07:04:48,0.71,1.13,1.03,1.01
2019-01-20 07:12:00,0.71,1.13,1.03,1.01
2019-01-20 07:19:12,0.58,0.9,0.88,0.94
2019-01-20 07:26:24,0.58,0.9,0.88,0.94
2019-01-20 07:33:36,0.76,0.98,1.01,0.95
2019-01-20 07:40:48,0.76,0.98,1.01,0.95
2019-01-20 07:48:00,0.7,1.09,1.21,1.1
2019-01-20 07:55:12,0.7,1.09,1.21,1.1
2019-01-20 08:02:24,0.77,1.04,1.13,1.1
2019-01-20 08:09:36,0.77,1.04,1.13,1.1
2019-01-20 08:16:48,0.68,1.05,0.97,1.02
2019-01-20 08:24:00,0.68,1.05,0.97,1.02
2019-01-20 08:31:12,0.61,0.59,1.11,1.2
2019-01-20 08:38:24,0.61,0.59,1.11,1.2
2019-01-20 08:45:36,0.61,0.59,1.11,1.2
2019-01-20 08:52:48,0.74,0.82,0.99,1.17
2019-01-20 09:00:00,0.74,0.82,0.99,1.17
2019-01-20 09:07:12,0.75,0.79,1.25,1.28
2019-01-20 09:14:24,0.75,0.79,1.25,1.28
2019-01-20 09:21:36,0.74,0.74,1.03,1.07
2019-01-20 09:28:48,0.74,0.74,1.03,1.07
2019-01-20 09:36:00,0.64,0.91,0.96,1.0
2019-01-20 09:43:12,0.64,0.91,0.96,1.0
2019-01-20 09:50:24,0.77,1.01,1.09,1.08
2019-01-20 09:57:36,0.77,1.01,1.09,1.08
2019-01-20 10:04:48,1.03,0.93,1.23,1.22
2019-01-20 10:12:00,1.03,0.93,1.23,1.22
2019-01-20 10:19:12,0.59,0.77,1.06,1.1
2019-01-20 10:26:24,0.59,0.77,1.06,1.1
2019-01-20 10:33:36,0.86,0.52,1.21,1.35
2019-01-20 10:40:48,0.86,0.52,1.21,1.35
2019-01-20 10:48:00,1.02,0.89,1.31,1.37
2019-01-20 10:55:12,1.02,0.89,1.31,1.37
2019-01-20 11:02:24,0.75,0.68,1.19,1.25
2019-01-20 11:09:36,0.75,0.68,1.19,1.25
2019-01-20 11:16:48,0.87,0.42,0.63,0.78
2019-01-20 11:24:00,0.87,0.42,0.63,0.78
2019-01-20 11:31:12,0.86,0.41,0.85,0.95
2019-01-20 11:38:24,0.86,0.41,0.85,0.95
2019-01-20 11:45:36,0.86,0.41,0.85,0.95
2019-01-20 11:52:48,1.65,0.42,0.78,1.22
2019-01-20 12:00:00,1.65,0.42,0.78,1.22
2019-01-20 12:07:12,1.72,0.68,0.99,1.36
2019-01-20 12:14:24,1.72,0.68,0.99,1.36
2019-01-20 12:21:36,1.42,0.59,0.8,1.18
2019-01-20 12:28:48,1.42,0.59,0.8,1.18
2019-01-20 12:36:00,1.32,0.58,0.9,1.17
2019-01-20 12:43:12,1.32,0.58,0.9,1.17
2019-01-20 12:50:24,1.37,0.6,0.84,1.27
2019-01-20 12:57:36,1.37,0.6,0.84,1.27
2019-01-20 13:04:48,1.87,0.9,1.2,1.49
2019-01-20 13:12:00,1.87,0.9,1.2,1.49
2019-01-20 13:19:12,1.99,0.92,1.11,1.55
2019-01-20 13:26:24,1.99,0.92,1.11,1.55
2019-01-20 13:33:36,1.72,0.79,1.06,1.37
2019-01-20 13:40:48,1.72,0.79,1.06,1.37
2019-01-20 13:48:00,2.05,0.81,1.16,1.66
2019-01-20 13:55:12,2.05,0.81,1.16,1.66
2019-01-20 14:02:24,2.31,0.77,1.34,1.81
2019-01-20 14:09:36,2.31,0.77,1.34,1.81
2019-01-20 14:16:48,2.39,1.08,1.43,1.9
2019-01-20 14:24:00,2.39,1.08,1.43,1.9
2019-01-20 14:31:12,2.46,1.14,1.41,1.88
2019-01-20 14:38:24,2.46,1.14,1.41,1.88
2019-01-20 14:45:36,2.46,1.14,1.41,1.88
2019-01-20 14:52:48,2.49,1.11,1.5,1.86
2019-01-20 15:00:00,2.49,1.11,1.5,1.86
2019-01-20 15:07:12,1.44,0.62,0.95,1.2
2019-01-20 15:14:24,1.44,0.62,0.95,1.2
2019-01-20 15:21:36,0.75,0.51,0.92,1.03
2019-01-20 15:28:48,0.75,0.51,0.92,1.03
2019-01-20 15:36:00,0.66,0.52,0.86,1.05
2019-01-20 15:43:12,0.66,0.52,0.86,1.05
2019-01-20 15:50:24,0.84,0.55,0.87,1.09
2019-01-20 15:57:36,0.84,0.55,0.87,1.09
2019-01-20 16:04:48,0.71,0.93,1.23,1.31
2019-01-20 16:12:00,0.71,0.93,1.23,1.31
2019-01-20 16:19:12,0.81,0.38,0.75,0.93
2019-01-20 16:26:24,0.81,0.38,0.75,0.93
2019-01-20 16:33:36,0.67,0.53,1.02,1.13
2019-01-20 16:40:48,0.67,0.53,1.02,1.13
2019-01-20 16:48:00,0.81,0.45,0.83,0.95
2019-01-20 16:55:12,0.81,0.45,0.83,0.95
2019-01-20 17:02:24,1.19,0.51,0.72,0.97
2019-01-20 17:09:36,1.19,0.51,0.72,0.97
2019-01-20 17:16:48,1.42,0.44,0.7,1.14
2019-01-20 17:24:00,1.42,0.44,0.7,1.14
2019-01-20 17:31:12,0.91,0.45,0.68,1.0
2019-01-20 17:38:24,0.91,0.45,0.68,1.0
2019-01-20 17:45:36,0.91,0.45,0.68,1.0
2019-01-20 17:52:48,0.8,0.62,0.79,0.94
2019-01-20 18:00:00,0.8,0.62,0.79,0.94
2019-01-20 18:07:12,0.77,0.58,0.75,1.06
2019-01-20 18:14:24,0.77,0.58,0.75,1.06
2019-01-20 18:21:36,0.82,0.77,1.27,1.44
2019-01-20 18:28:48,0.82,0.77,1.27,1.44
2019-01-20 18:36:00,1.89,0.71,0.97,1.4
2019-01-20 18:43:12,1.89,0.71,0.97,1.4
2019-01-20 18:50:24,1.68,0.78,1.01,1.29
2019-01-20 18:57:36,1.68,0.78,1.01,1.29
