,4244_Mbus Apators,4255_Mbus Apators,4266_Mbus Apators,4277_Mbus Apators,4288_Mbus Apators,4299_Mbus Apators,4310_Mbus Apators,4321_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-19 23:45:36,195.211908,383.988002,389.352498,336.053405,0.05,1049.432663,0.047,0.0
2019-01-19 23:52:48,195.356514,384.080876,389.428545,336.089913,0.05,1049.655266,0.047,0.0
2019-01-20 00:00:00,195.356514,384.080876,389.428545,336.089913,0.05,1049.655266,0.047,0.0
2019-01-20 00:07:12,195.503694,384.174002,389.504761,336.126699,0.05,1049.771632,0.047,0.0
2019-01-20 00:14:24,195.503694,384.174002,389.504761,336.126699,0.05,1049.771632,0.047,0.0
2019-01-20 00:21:36,195.64575,384.266249,389.580311,336.163373,0.05,1049.942516,0.047,0.0
2019-01-20 00:28:48,195.64575,384.266249,389.580311,336.163373,0.05,1049.942516,0.047,0.0
2019-01-20 00:36:00,195.782241,384.358937,389.656305,336.200179,0.05,1050.192176,0.047,0.0
2019-01-20 00:43:12,195.782241,384.358937,389.656305,336.200179,0.05,1050.192176,0.047,0.0
2019-01-20 00:50:24,195.917752,384.452437,389.732598,336.237158,0.05,1050.437267,0.047,0.0
2019-01-20 00:57:36,195.917752,384.452437,389.732598,336.237158,0.05,1050.437267,0.047,0.0
2019-01-20 01:04:48,196.053936,384.546031,389.809154,336.273467,0.05,1050.569916,0.047,0.0
2019-01-20 01:12:00,196.053936,384.546031,389.809154,336.273467,0.05,1050.569916,0.047,0.0
2019-01-20 01:19:12,196.189562,384.638437,389.884811,336.310248,0.05,1050.698689,0.047,0.0
2019-01-20 01:26:24,196.189562,384.638437,389.884811,336.310248,0.05,1050.698689,0.047,0.0
2019-01-20 01:33:36,196.335657,384.732499,389.961748,336.347719,0.05,1050.93457,0.047,0.0
2019-01-20 01:40:48,196.335657,384.732499,389.961748,336.347719,0.05,1050.93457,0.047,0.0
2019-01-20 01:48:00,196.482159,384.826596,390.038748,336.384502,0.05,1051.192371,0.047,0.0
2019-01-20 01:55:12,196.482159,384.826596,390.038748,336.384502,0.05,1051.192371,0.047,0.0
2019-01-20 02:02:24,196.624751,384.918122,390.113502,336.420191,0.05,1051.444073,0.047,0.0
2019-01-20 02:09:36,196.624751,384.918122,390.113502,336.420191,0.05,1051.444073,0.047,0.0
2019-01-20 02:16:48,196.769565,385.010905,390.189528,336.455971,0.05,1051.698597,0.047,0.0
2019-01-20 02:24:00,196.769565,385.010905,390.189528,336.455971,0.05,1051.698597,0.047,0.0
2019-01-20 02:31:12,196.912811,385.104218,390.265371,336.491841,0.05,1051.880939,0.047,0.0
2019-01-20 02:38:24,196.912811,385.104218,390.265371,336.491841,0.05,1051.880939,0.047,0.0
2019-01-20 02:45:36,196.912811,385.104218,390.265371,336.491841,0.05,1051.880939,0.047,0.0
2019-01-20 02:52:48,197.054969,385.197614,390.34171,336.527713,0.05,1051.989663,0.047,0.0
2019-01-20 03:00:00,197.054969,385.197614,390.34171,336.527713,0.05,1051.989663,0.047,0.0
2019-01-20 03:07:12,197.193467,385.290249,390.416785,336.56319,0.05,1052.181511,0.047,0.0
2019-01-20 03:14:24,197.193467,385.290249,390.416785,336.56319,0.05,1052.181511,0.047,0.0
2019-01-20 03:21:36,197.329281,385.383566,390.493905,336.599374,0.05,1052.435978,0.047,0.0
2019-01-20 03:28:48,197.329281,385.383566,390.493905,336.599374,0.05,1052.435978,0.047,0.0
2019-01-20 03:36:00,197.463655,385.476655,390.569814,336.636372,0.05,1052.619148,0.047,0.0
2019-01-20 03:43:12,197.463655,385.476655,390.569814,336.636372,0.05,1052.619148,0.047,0.0
2019-01-20 03:50:24,197.601501,385.571813,390.647529,336.674129,0.05,1052.735081,0.047,0.0
2019-01-20 03:57:36,197.601501,385.571813,390.647529,336.674129,0.05,1052.735081,0.047,0.0
2019-01-20 04:04:48,197.747029,385.665562,390.723968,336.711502,0.05,1052.944782,0.047,0.0
2019-01-20 04:12:00,197.747029,385.665562,390.723968,336.711502,0.05,1052.944782,0.047,0.0
2019-01-20 04:19:12,197.88845,385.756971,390.79858,336.747646,0.05,1053.196297,0.047,0.0
2019-01-20 04:26:24,197.88845,385.756971,390.79858,336.747646,0.05,1053.196297,0.047,0.0
2019-01-20 04:33:36,198.032218,385.848778,390.873595,336.783778,0.05,1053.396114,0.047,0.0
2019-01-20 04:40:48,198.032218,385.848778,390.873595,336.783778,0.05,1053.396114,0.047,0.0
2019-01-20 04:48:00,198.177872,385.943196,390.950676,336.821165,0.05,1053.509222,0.047,0.0
2019-01-20 04:55:12,198.177872,385.943196,390.950676,336.821165,0.05,1053.509222,0.047,0.0
2019-01-20 05:02:24,198.319252,386.0365,391.027032,336.85831,0.05,1053.695278,0.047,0.0
2019-01-20 05:09:36,198.319252,386.0365,391.027032,336.85831,0.05,1053.695278,0.047,0.0
2019-01-20 05:16:48,198.463501,386.131666,391.103833,336.894999,0.05,1053.944808,0.047,0.0
2019-01-20 05:24:00,198.463501,386.131666,391.103833,336.894999,0.05,1053.944808,0.047,0.0
2019-01-20 05:31:12,198.602752,386.223561,391.178815,336.931282,0.05,1054.100098,0.047,0.0
2019-01-20 05:38:24,198.602752,386.223561,391.178815,336.931282,0.05,1054.100098,0.047,0.0
2019-01-20 05:45:36,198.602752,386.223561,391.178815,336.931282,0.05,1054.100098,0.047,0.0
2019-01-20 05:52:48,198.750192,386.318194,391.256128,336.968131,0.05,1054.276643,0.047,0.0
