,304_APAR_411.11,308_APAR_412.12,312_APAR_413.13,316_APAR_414.14,320_APAR_415.15,324_APAR_416.16,328_APAR_417.17,332_APAR_418.18,336_APAR_419.19,340_APAR_420.20,344_APAR_421.21,348_APAR_422.22,352_APAR_423.23,356_APAR_424.24,360_APAR_425.25,680_FIF_402.2,682_FIF_403.3,684_FIF_404.4,686_FIF_405.5,688_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-19 23:45:36,29.6,31.1,32.2,46.3,52.8,25.9,27.6,30.2,40.2,56.5,23.7,24.3,26.8,50.0,78.9,22.71875,20.96875,23.0,25.5625,23.0
2019-01-19 23:52:48,29.6,31.1,32.2,46.3,52.8,25.9,27.5,30.2,40.2,56.5,23.7,24.3,26.8,49.9,78.9,22.424242,20.969697,23.0,25.515152,23.0
2019-01-20 00:00:00,29.6,31.1,32.2,46.3,52.8,25.9,27.5,30.2,40.2,56.5,23.7,24.3,26.8,49.9,78.9,22.424242,20.969697,23.0,25.515152,23.0
2019-01-20 00:07:12,29.6,31.1,32.1,46.3,52.8,25.9,27.6,30.2,40.2,56.5,23.7,24.3,26.8,49.9,78.9,22.515152,21.0,23.0,25.212121,23.0
2019-01-20 00:14:24,29.6,31.1,32.1,46.3,52.8,25.9,27.6,30.2,40.2,56.5,23.7,24.3,26.8,49.9,78.9,22.515152,21.0,23.0,25.212121,23.0
2019-01-20 00:21:36,29.6,31.1,32.1,46.3,52.8,25.9,27.6,30.2,40.2,56.5,23.7,24.3,26.7,49.9,78.8,22.5625,21.0,23.0,25.0,23.0
2019-01-20 00:28:48,29.6,31.1,32.1,46.3,52.8,25.9,27.6,30.2,40.2,56.5,23.7,24.3,26.7,49.9,78.8,22.5625,21.0,23.0,25.0,23.0
2019-01-20 00:36:00,29.6,31.1,32.1,46.3,52.8,25.9,27.6,30.2,40.2,56.5,23.7,24.3,26.7,49.9,78.8,22.30303,20.818182,23.0,25.121212,23.0
2019-01-20 00:43:12,29.6,31.1,32.1,46.3,52.8,25.9,27.6,30.2,40.2,56.5,23.7,24.3,26.7,49.9,78.8,22.30303,20.818182,23.0,25.121212,23.0
2019-01-20 00:50:24,29.6,31.1,32.1,46.3,52.8,25.8,27.5,30.2,40.2,56.5,23.6,24.2,26.7,49.9,78.8,22.09375,20.53125,23.0,25.0,23.0
