,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-19 23:45:36,38.1,62.1,82.9,39.5,,40.1
2019-01-19 23:52:48,38.2,62.1,82.9,39.5,,40.1
2019-01-20 00:00:00,38.2,62.1,82.9,39.5,,40.1
2019-01-20 00:07:12,38.2,62.0,82.9,39.5,,40.1
2019-01-20 00:14:24,38.2,62.0,82.9,39.5,,40.1
2019-01-20 00:21:36,38.1,62.0,82.9,39.5,,40.1
2019-01-20 00:28:48,38.1,62.0,82.9,39.5,,40.1
2019-01-20 00:36:00,38.1,62.0,82.8,39.5,,40.1
2019-01-20 00:43:12,38.1,62.0,82.8,39.5,,40.1
2019-01-20 00:50:24,38.1,62.0,82.8,39.5,,40.1
2019-01-20 00:57:36,38.1,62.0,82.8,39.5,,40.1
2019-01-20 01:04:48,38.1,62.0,82.8,39.5,,40.1
2019-01-20 01:12:00,38.1,62.0,82.8,39.5,,40.1
2019-01-20 01:19:12,38.1,62.0,82.7,39.5,,40.1
2019-01-20 01:26:24,38.1,62.0,82.7,39.5,,40.1
2019-01-20 01:33:36,38.1,62.0,82.7,39.5,,40.1
2019-01-20 01:40:48,38.1,62.0,82.7,39.5,,40.1
2019-01-20 01:48:00,38.1,62.0,82.7,39.4,,40.1
2019-01-20 01:55:12,38.1,62.0,82.7,39.4,,40.1
2019-01-20 02:02:24,38.1,61.9,82.7,39.4,,40.1
2019-01-20 02:09:36,38.1,61.9,82.7,39.4,,40.1
2019-01-20 02:16:48,38.1,61.9,82.6,39.4,,40.1
2019-01-20 02:24:00,38.1,61.9,82.6,39.4,,40.1
2019-01-20 02:31:12,38.1,61.9,82.6,39.5,,40.1
2019-01-20 02:38:24,38.1,61.9,82.6,39.5,,40.1
2019-01-20 02:45:36,38.1,61.9,82.6,39.5,,40.1
2019-01-20 02:52:48,38.1,61.9,82.6,39.5,,40.1
2019-01-20 03:00:00,38.1,61.9,82.6,39.5,,40.1
2019-01-20 03:07:12,38.0,61.9,82.6,39.4,,40.1
2019-01-20 03:14:24,38.0,61.9,82.6,39.4,,40.1
2019-01-20 03:21:36,38.0,61.9,82.5,39.4,,40.1
2019-01-20 03:28:48,38.0,61.9,82.5,39.4,,40.1
2019-01-20 03:36:00,38.0,61.8,82.5,39.4,,40.1
2019-01-20 03:43:12,38.0,61.8,82.5,39.4,,40.1
2019-01-20 03:50:24,38.0,61.8,82.4,39.4,,40.1
2019-01-20 03:57:36,38.0,61.8,82.4,39.4,,40.1
2019-01-20 04:04:48,38.0,61.8,82.4,39.4,,40.1
2019-01-20 04:12:00,38.0,61.8,82.4,39.4,,40.1
2019-01-20 04:19:12,37.9,61.8,82.4,39.3,,40.1
2019-01-20 04:26:24,37.9,61.8,82.4,39.3,,40.1
2019-01-20 04:33:36,37.9,61.8,82.3,39.3,,40.1
2019-01-20 04:40:48,37.9,61.8,82.3,39.3,,40.1
2019-01-20 04:48:00,37.9,61.7,82.3,39.3,,40.1
2019-01-20 04:55:12,37.9,61.7,82.3,39.3,,40.1
2019-01-20 05:02:24,37.9,61.7,82.3,39.3,,40.1
2019-01-20 05:09:36,37.9,61.7,82.3,39.3,,40.1
2019-01-20 05:16:48,37.8,61.7,82.3,39.3,,40.1
2019-01-20 05:24:00,37.8,61.7,82.3,39.3,,40.1
2019-01-20 05:31:12,37.9,61.6,82.3,39.3,,40.1
2019-01-20 05:38:24,37.9,61.6,82.3,39.3,,40.1
2019-01-20 05:45:36,37.9,61.6,82.3,39.2,,40.0
2019-01-20 05:52:48,37.9,61.6,82.3,39.2,,40.0
