,4340_POG_26.26,4348_POG_27.27,4356_POG_28.28,4364_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-01-20 23:45:36,,,,
2019-01-20 23:52:48,-2.87,-2.92,-2.58,-2.75
2019-01-21 00:00:00,-3.34,-3.48,-2.9,-3.33
2019-01-21 00:07:12,-3.55,-3.9,-3.24,-3.68
2019-01-21 00:14:24,-3.55,-3.9,-3.24,-3.68
2019-01-21 00:21:36,-3.84,-4.18,-3.52,-4.0
2019-01-21 00:28:48,-3.84,-4.18,-3.52,-4.0
2019-01-21 00:36:00,-3.97,-4.33,-3.67,-4.2
2019-01-21 00:43:12,-3.97,-4.33,-3.67,-4.2
2019-01-21 00:50:24,-4.17,-4.7,-4.05,-4.52
2019-01-21 00:57:36,-4.17,-4.7,-4.05,-4.52
2019-01-21 01:04:48,-4.3,-5.06,-4.41,-4.83
2019-01-21 01:12:00,-4.3,-5.06,-4.41,-4.83
2019-01-21 01:19:12,-4.43,-5.27,-4.45,-5.07
2019-01-21 01:26:24,-4.43,-5.27,-4.45,-5.07
2019-01-21 01:33:36,-4.55,-5.37,-4.47,-5.24
2019-01-21 01:40:48,-4.55,-5.37,-4.47,-5.24
2019-01-21 01:48:00,-4.51,-5.52,-4.45,-5.35
2019-01-21 01:55:12,-4.51,-5.52,-4.45,-5.35
2019-01-21 02:02:24,-4.52,-5.79,-4.59,-5.56
2019-01-21 02:09:36,-4.52,-5.79,-4.59,-5.56
2019-01-21 02:16:48,-4.6,-5.86,-4.69,-5.59
2019-01-21 02:24:00,-4.6,-5.86,-4.69,-5.59
2019-01-21 02:31:12,-4.87,-6.07,-4.92,-5.71
2019-01-21 02:38:24,-4.87,-6.07,-4.92,-5.71
2019-01-21 02:45:36,-4.87,-6.07,-4.92,-5.71
2019-01-21 02:52:48,-4.83,-6.19,-4.99,-5.68
2019-01-21 03:00:00,-4.83,-6.19,-4.99,-5.68
2019-01-21 03:07:12,-4.95,-6.17,-5.03,-5.79
2019-01-21 03:14:24,-4.95,-6.17,-5.03,-5.79
2019-01-21 03:21:36,-5.31,-6.14,-5.09,-5.94
2019-01-21 03:28:48,-5.31,-6.14,-5.09,-5.94
2019-01-21 03:36:00,-5.54,-6.19,-5.26,-6.09
2019-01-21 03:43:12,-5.54,-6.19,-5.26,-6.09
2019-01-21 03:50:24,-5.44,-6.37,-5.46,-6.18
2019-01-21 03:57:36,-5.44,-6.37,-5.46,-6.18
2019-01-21 04:04:48,-5.16,-6.03,-5.38,-5.8
2019-01-21 04:12:00,-5.16,-6.03,-5.38,-5.8
2019-01-21 04:19:12,-5.03,-5.2,-5.09,-5.28
2019-01-21 04:26:24,-5.03,-5.2,-5.09,-5.28
2019-01-21 04:33:36,-5.02,-4.92,-4.98,-5.04
2019-01-21 04:40:48,-5.02,-4.92,-4.98,-5.04
2019-01-21 04:48:00,-4.81,-4.74,-4.8,-4.91
2019-01-21 04:55:12,-4.81,-4.74,-4.8,-4.91
2019-01-21 05:02:24,-4.67,-4.59,-4.71,-4.84
2019-01-21 05:09:36,-4.67,-4.59,-4.71,-4.84
2019-01-21 05:16:48,-4.73,-4.51,-4.57,-4.72
2019-01-21 05:24:00,-4.73,-4.51,-4.57,-4.72
2019-01-21 05:31:12,-4.62,-4.39,-4.51,-4.58
2019-01-21 05:38:24,-4.62,-4.39,-4.51,-4.58
2019-01-21 05:45:36,-4.46,-4.29,-4.45,-4.48
2019-01-21 05:52:48,-4.46,-4.29,-4.45,-4.48
2019-01-21 06:00:00,-4.46,-4.29,-4.45,-4.48
2019-01-21 06:07:12,-4.35,-4.26,-4.49,-4.46
2019-01-21 06:14:24,-4.35,-4.26,-4.49,-4.46
2019-01-21 06:21:36,-4.41,-4.22,-4.46,-4.45
2019-01-21 06:28:48,-4.41,-4.22,-4.46,-4.45
2019-01-21 06:36:00,-4.16,-4.05,-4.37,-4.18
2019-01-21 06:43:12,-4.16,-4.05,-4.37,-4.18
2019-01-21 06:50:24,-4.15,-4.04,-4.43,-4.2
2019-01-21 06:57:36,-4.15,-4.04,-4.43,-4.2
2019-01-21 07:04:48,-3.96,-3.83,-4.31,-4.07
2019-01-21 07:12:00,-3.96,-3.83,-4.31,-4.07
2019-01-21 07:19:12,-3.95,-3.73,-4.23,-3.96
2019-01-21 07:26:24,-3.95,-3.73,-4.23,-3.96
2019-01-21 07:33:36,-3.84,-3.56,-4.05,-3.75
2019-01-21 07:40:48,-3.84,-3.56,-4.05,-3.75
2019-01-21 07:48:00,-3.79,-3.43,-4.01,-3.67
2019-01-21 07:55:12,-3.79,-3.43,-4.01,-3.67
2019-01-21 08:02:24,-3.59,-3.11,-3.74,-3.52
2019-01-21 08:09:36,-3.59,-3.11,-3.74,-3.52
2019-01-21 08:16:48,-3.59,-3.11,-3.74,-3.52
2019-01-21 08:24:00,-3.59,-3.11,-3.74,-3.52
2019-01-21 08:31:12,-3.61,-3.03,-3.6,-3.38
2019-01-21 08:38:24,-3.61,-3.03,-3.6,-3.38
2019-01-21 08:45:36,-3.61,-3.03,-3.6,-3.38
2019-01-21 08:52:48,-3.5,-2.9,-3.46,-3.23
2019-01-21 09:00:00,-3.5,-2.9,-3.46,-3.23
2019-01-21 09:07:12,-3.31,-2.89,-3.53,-3.3
2019-01-21 09:14:24,-3.31,-2.89,-3.53,-3.3
2019-01-21 09:21:36,-3.22,-2.72,-3.45,-3.06
2019-01-21 09:28:48,-3.22,-2.72,-3.45,-3.06
2019-01-21 09:36:00,-3.11,-2.75,-3.5,-3.08
2019-01-21 09:43:12,-3.11,-2.75,-3.5,-3.08
2019-01-21 09:50:24,-3.03,-2.79,-3.52,-3.0
2019-01-21 09:57:36,-3.03,-2.79,-3.52,-3.0
2019-01-21 10:04:48,-2.92,-2.58,-3.36,-2.94
2019-01-21 10:12:00,-2.92,-2.58,-3.36,-2.94
2019-01-21 10:19:12,-2.86,-2.24,-3.0,-2.62
2019-01-21 10:26:24,-2.86,-2.24,-3.0,-2.62
2019-01-21 10:33:36,-3.01,-2.36,-3.0,-2.71
2019-01-21 10:40:48,-3.01,-2.36,-3.0,-2.71
2019-01-21 10:48:00,-2.95,-2.49,-2.98,-2.78
2019-01-21 10:55:12,-2.95,-2.49,-2.98,-2.78
2019-01-21 11:02:24,-2.98,-2.62,-3.25,-2.83
2019-01-21 11:09:36,-2.98,-2.62,-3.25,-2.83
2019-01-21 11:16:48,-3.05,-2.79,-3.41,-2.93
2019-01-21 11:24:00,-3.05,-2.79,-3.41,-2.93
2019-01-21 11:31:12,-3.09,-2.75,-3.31,-2.94
2019-01-21 11:38:24,-3.09,-2.75,-3.31,-2.94
2019-01-21 11:45:36,-3.09,-2.75,-3.31,-2.94
2019-01-21 11:52:48,-3.0,-2.69,-3.17,-2.76
2019-01-21 12:00:00,-3.0,-2.69,-3.17,-2.76
2019-01-21 12:07:12,-3.05,-2.6,-3.21,-2.82
2019-01-21 12:14:24,-3.05,-2.6,-3.21,-2.82
2019-01-21 12:21:36,-3.03,-2.62,-3.23,-2.81
2019-01-21 12:28:48,-3.03,-2.62,-3.23,-2.81
2019-01-21 12:36:00,-2.84,-2.52,-3.14,-2.75
2019-01-21 12:43:12,-2.84,-2.52,-3.14,-2.75
2019-01-21 12:50:24,-2.84,-2.64,-3.28,-2.77
2019-01-21 12:57:36,-2.84,-2.64,-3.28,-2.77
2019-01-21 13:04:48,-2.91,-2.65,-3.23,-2.77
2019-01-21 13:12:00,-2.91,-2.65,-3.23,-2.77
2019-01-21 13:19:12,-2.97,-2.72,-3.19,-2.78
2019-01-21 13:26:24,-2.97,-2.72,-3.19,-2.78
2019-01-21 13:33:36,-2.76,-2.6,-3.09,-2.68
2019-01-21 13:40:48,-2.76,-2.6,-3.09,-2.68
2019-01-21 13:48:00,-2.61,-2.55,-3.03,-2.59
2019-01-21 13:55:12,-2.61,-2.55,-3.03,-2.59
2019-01-21 14:02:24,-2.6,-2.58,-2.88,-2.52
2019-01-21 14:09:36,-2.6,-2.58,-2.88,-2.52
2019-01-21 14:16:48,-2.58,-2.52,-2.78,-2.41
2019-01-21 14:24:00,-2.58,-2.52,-2.78,-2.41
2019-01-21 14:31:12,-2.35,-2.5,-2.61,-2.32
2019-01-21 14:38:24,-2.35,-2.5,-2.61,-2.32
2019-01-21 14:45:36,-2.35,-2.5,-2.61,-2.32
2019-01-21 14:52:48,-2.31,-2.49,-2.61,-2.31
2019-01-21 15:00:00,-2.31,-2.49,-2.61,-2.31
2019-01-21 15:07:12,-2.36,-2.43,-2.61,-2.26
2019-01-21 15:14:24,-2.36,-2.43,-2.61,-2.26
2019-01-21 15:21:36,-2.33,-2.34,-2.55,-2.18
2019-01-21 15:28:48,-2.33,-2.34,-2.55,-2.18
2019-01-21 15:36:00,-2.24,-2.28,-2.51,-2.13
2019-01-21 15:43:12,-2.24,-2.28,-2.51,-2.13
2019-01-21 15:50:24,-2.17,-2.17,-2.47,-2.11
2019-01-21 15:57:36,-2.17,-2.17,-2.47,-2.11
2019-01-21 16:04:48,-2.16,-2.12,-2.38,-2.07
2019-01-21 16:12:00,-2.16,-2.12,-2.38,-2.07
2019-01-21 16:19:12,-2.14,-2.11,-2.3,-2.03
2019-01-21 16:26:24,-2.14,-2.11,-2.3,-2.03
2019-01-21 16:33:36,-2.06,-2.08,-2.3,-2.0
2019-01-21 16:40:48,-2.06,-2.08,-2.3,-2.0
