,4246_Mbus Apators,4257_Mbus Apators,4268_Mbus Apators,4279_Mbus Apators,4290_Mbus Apators,4301_Mbus Apators,4312_Mbus Apators,4323_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-20 23:45:36,,,,,,,,
2019-01-20 23:52:48,1.66,1.46,1.4,1.17,0.0,8.4,0.0,0.0
2019-01-21 00:00:00,2.73,1.32,1.42,1.48,0.0,8.09,0.0,0.0
2019-01-21 00:07:12,1.05,1.17,0.83,0.89,0.0,8.15,0.0,0.0
2019-01-21 00:14:24,1.05,1.17,0.83,0.89,0.0,8.15,0.0,0.0
2019-01-21 00:21:36,2.47,1.45,1.53,1.48,0.0,8.99,0.0,0.0
2019-01-21 00:28:48,2.47,1.45,1.53,1.48,0.0,8.99,0.0,0.0
2019-01-21 00:36:00,2.31,1.5,1.61,1.71,0.0,9.21,0.0,0.0
2019-01-21 00:43:12,2.31,1.5,1.61,1.71,0.0,9.21,0.0,0.0
2019-01-21 00:50:24,2.03,1.49,1.53,1.83,0.0,7.01,0.0,0.0
2019-01-21 00:57:36,2.03,1.49,1.53,1.83,0.0,7.01,0.0,0.0
2019-01-21 01:04:48,0.0,0.29,0.19,0.89,0.0,0.0,0.0,0.0
2019-01-21 01:12:00,0.0,0.29,0.19,0.89,0.0,0.0,0.0,0.0
2019-01-21 01:19:12,1.19,0.95,0.89,0.9,0.0,5.38,0.0,0.0
2019-01-21 01:26:24,1.19,0.95,0.89,0.9,0.0,5.38,0.0,0.0
2019-01-21 01:33:36,2.21,1.45,1.52,1.44,0.0,9.17,0.0,0.0
2019-01-21 01:40:48,2.21,1.45,1.52,1.44,0.0,9.17,0.0,0.0
2019-01-21 01:48:00,2.69,1.52,1.6,1.6,0.0,8.18,0.0,0.0
2019-01-21 01:55:12,2.69,1.52,1.6,1.6,0.0,8.18,0.0,0.0
2019-01-21 02:02:24,0.3,0.36,0.23,0.74,0.0,0.0,0.0,0.0
2019-01-21 02:09:36,0.3,0.36,0.23,0.74,0.0,0.0,0.0,0.0
2019-01-21 02:16:48,1.54,1.06,0.97,0.9,0.0,5.68,0.0,0.0
2019-01-21 02:24:00,1.54,1.06,0.97,0.9,0.0,5.68,0.0,0.0
2019-01-21 02:31:12,2.31,1.31,1.36,1.32,0.0,8.41,0.0,0.0
2019-01-21 02:38:24,2.31,1.31,1.36,1.32,0.0,8.41,0.0,0.0
2019-01-21 02:45:36,2.31,1.31,1.36,1.32,0.0,8.41,0.0,0.0
2019-01-21 02:52:48,2.46,1.49,1.53,1.54,0.0,8.49,0.0,0.0
2019-01-21 03:00:00,2.46,1.49,1.53,1.54,0.0,8.49,0.0,0.0
2019-01-21 03:07:12,1.32,0.99,1.11,0.84,0.0,8.77,0.0,0.0
2019-01-21 03:14:24,1.32,0.99,1.11,0.84,0.0,8.77,0.0,0.0
2019-01-21 03:21:36,2.49,1.7,1.74,1.55,0.0,9.99,0.0,0.0
2019-01-21 03:28:48,2.49,1.7,1.74,1.55,0.0,9.99,0.0,0.0
2019-01-21 03:36:00,2.6,1.64,1.76,1.88,0.0,8.33,0.0,0.0
2019-01-21 03:43:12,2.6,1.64,1.76,1.88,0.0,8.33,0.0,0.0
2019-01-21 03:50:24,0.07,0.41,0.25,0.98,0.0,0.0,0.0,0.0
2019-01-21 03:57:36,0.07,0.41,0.25,0.98,0.0,0.0,0.0,0.0
2019-01-21 04:04:48,1.57,0.95,0.84,0.89,0.0,5.1,0.0,0.0
2019-01-21 04:12:00,1.57,0.95,0.84,0.89,0.0,5.1,0.0,0.0
2019-01-21 04:19:12,2.3,1.49,1.55,1.47,0.0,9.57,0.0,0.0
2019-01-21 04:26:24,2.3,1.49,1.55,1.47,0.0,9.57,0.0,0.0
2019-01-21 04:33:36,2.97,1.44,1.58,1.64,0.0,8.13,0.0,0.0
2019-01-21 04:40:48,2.97,1.44,1.58,1.64,0.0,8.13,0.0,0.0
2019-01-21 04:48:00,0.5,1.03,0.49,0.9,0.0,0.22,0.0,0.0
2019-01-21 04:55:12,0.5,1.03,0.49,0.9,0.0,0.22,0.0,0.0
2019-01-21 05:02:24,0.09,0.35,0.28,0.54,0.0,1.24,0.0,0.0
2019-01-21 05:09:36,0.09,0.35,0.28,0.54,0.0,1.24,0.0,0.0
2019-01-21 05:16:48,1.69,1.4,1.36,1.15,0.0,8.37,0.0,0.0
2019-01-21 05:24:00,1.69,1.4,1.36,1.15,0.0,8.37,0.0,0.0
2019-01-21 05:31:12,2.09,1.44,1.49,1.44,0.0,8.17,0.0,0.0
2019-01-21 05:38:24,2.09,1.44,1.49,1.44,0.0,8.17,0.0,0.0
2019-01-21 05:45:36,1.54,1.13,1.29,1.43,0.0,7.75,0.0,0.0
2019-01-21 05:52:48,1.54,1.13,1.29,1.43,0.0,7.75,0.0,0.0
2019-01-21 06:00:00,1.54,1.13,1.29,1.43,0.0,7.75,0.0,0.0
2019-01-21 06:07:12,1.95,1.09,1.08,0.9,0.0,8.77,0.0,0.0
2019-01-21 06:14:24,1.95,1.09,1.08,0.9,0.0,8.77,0.0,0.0
2019-01-21 06:21:36,2.36,1.64,1.7,1.53,0.0,9.67,0.0,0.0
2019-01-21 06:28:48,2.36,1.64,1.7,1.53,0.0,9.67,0.0,0.0
2019-01-21 06:36:00,3.37,1.63,1.78,1.7,0.0,9.85,0.0,0.0
2019-01-21 06:43:12,3.37,1.63,1.78,1.7,0.0,9.85,0.0,0.0
2019-01-21 06:50:24,1.47,0.91,1.09,1.44,0.0,4.5,0.0,0.0
