,416_APAR_611.11,420_APAR_612.12,424_APAR_613.13,428_APAR_614.14,432_APAR_615.15,436_APAR_616.16,440_APAR_617.17,444_APAR_618.18,448_APAR_619.19,452_APAR_620.20,456_APAR_621.21,460_APAR_622.22,464_APAR_623.23,468_APAR_624.24,472_APAR_625.25,696_FIF_602.2,698_FIF_603.3,700_FIF_604.4,702_FIF_605.5,704_FIF_606.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-20 23:45:36,23.6,23.9,27.3,35.9,48.0,26.3,26.8,33.7,38.9,45.7,21.3,21.8,23.4,48.1,74.9,23.0,27.0,24.939394,27.454545,21.818182
2019-01-20 23:52:48,23.6,23.9,27.3,35.9,48.0,26.3,26.8,33.7,38.9,45.7,21.3,21.8,23.4,48.1,74.9,23.0,27.0,24.96875,27.34375,21.6875
2019-01-21 00:00:00,23.6,23.9,27.3,35.9,48.0,26.3,26.8,33.7,38.9,45.7,21.3,21.8,23.4,48.1,74.9,23.0,27.0,24.96875,27.34375,21.6875
2019-01-21 00:07:12,23.6,23.9,27.3,35.9,48.0,26.3,26.8,33.7,38.9,45.7,21.3,21.8,23.4,48.1,75.0,23.0,27.0,24.666667,27.393939,21.787879
2019-01-21 00:14:24,23.6,23.9,27.3,35.9,48.0,26.3,26.8,33.7,38.9,45.7,21.3,21.8,23.4,48.1,75.0,23.0,27.0,24.666667,27.393939,21.787879
2019-01-21 00:21:36,23.6,23.9,27.3,35.9,48.0,26.3,26.8,33.6,38.9,45.7,21.3,21.8,23.4,48.1,75.0,23.0,27.0,24.636364,27.333333,21.909091
2019-01-21 00:28:48,23.6,23.9,27.3,35.9,48.0,26.3,26.8,33.6,38.9,45.7,21.3,21.8,23.4,48.1,75.0,23.0,27.0,24.636364,27.333333,21.909091
2019-01-21 00:36:00,23.5,23.9,27.3,35.9,48.0,26.3,26.8,33.6,38.9,45.7,21.3,21.8,23.4,48.1,75.1,23.0,27.0,24.28125,27.28125,21.65625
2019-01-21 00:43:12,23.5,23.9,27.3,35.9,48.0,26.3,26.8,33.6,38.9,45.7,21.3,21.8,23.4,48.1,75.1,23.0,27.0,24.28125,27.28125,21.65625
2019-01-21 00:50:24,23.6,23.9,27.3,35.9,48.0,26.3,26.8,33.6,38.9,45.7,21.3,21.8,23.4,48.1,75.2,23.0,26.727273,24.060606,27.0,21.393939
