,2201_LE03_02.2,2268_LE03_03.3,2335_LE03_04.4,2402_LE03_05.5,2469_LE03_06.6,2536_LE03_07.7,2603_LE03_08.8,2670_LE03_09.9,3850_LE01_26.10,4036_LE03_27.26,4404_LE03_SUM
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,
2019-01-20 23:45:36,,,,,,,,,,,
2019-01-20 23:52:48,,,,,,,,,14.7,,
2019-01-21 00:00:00,,,,,,,,,14.7,,
2019-01-21 00:07:12,,,,,,,,,14.8,,
2019-01-21 00:14:24,,,,,,,,,14.8,,
2019-01-21 00:21:36,,,,,,,,,14.8,,
2019-01-21 00:28:48,,,,,,,,,14.8,,
2019-01-21 00:36:00,,,,,,,,,14.9,,
2019-01-21 00:43:12,,,,,,,,,14.9,,
2019-01-21 00:50:24,,,,,,,,,14.7,,
2019-01-21 00:57:36,,,,,,,,,14.7,,
2019-01-21 01:04:48,,,,,,,,,14.8,,
2019-01-21 01:12:00,,,,,,,,,14.8,,
2019-01-21 01:19:12,,,,,,,,,14.9,,
2019-01-21 01:26:24,,,,,,,,,14.9,,
2019-01-21 01:33:36,,,,,,,,,14.8,,
2019-01-21 01:40:48,,,,,,,,,14.8,,
2019-01-21 01:48:00,,,,,,,,,14.7,,
2019-01-21 01:55:12,,,,,,,,,14.7,,
2019-01-21 02:02:24,,,,,,,,,14.9,,
2019-01-21 02:09:36,,,,,,,,,14.9,,
2019-01-21 02:16:48,,,,,,,,,14.9,,
2019-01-21 02:24:00,,,,,,,,,14.9,,
2019-01-21 02:31:12,,,,,,,,,14.7,,
2019-01-21 02:38:24,,,,,,,,,14.7,,
2019-01-21 02:45:36,,,,,,,,,14.7,,
2019-01-21 02:52:48,,,,,,,,,15.2,,
2019-01-21 03:00:00,,,,,,,,,15.2,,
2019-01-21 03:07:12,,,,,,,,,15.0,,
2019-01-21 03:14:24,,,,,,,,,15.0,,
2019-01-21 03:21:36,,,,,,,,,15.1,,
2019-01-21 03:28:48,,,,,,,,,15.1,,
2019-01-21 03:36:00,,,,,,,,,15.0,,
2019-01-21 03:43:12,,,,,,,,,15.0,,
2019-01-21 03:50:24,,,,,,,,,15.0,,
2019-01-21 03:57:36,,,,,,,,,15.0,,
2019-01-21 04:04:48,,,,,,,,,15.1,,
2019-01-21 04:12:00,,,,,,,,,15.1,,
2019-01-21 04:19:12,,,,,,,,,15.2,,
2019-01-21 04:26:24,,,,,,,,,15.2,,
2019-01-21 04:33:36,,,,,,,,,15.3,,
2019-01-21 04:40:48,,,,,,,,,15.3,,
2019-01-21 04:48:00,,,,,,,,,15.0,,
2019-01-21 04:55:12,,,,,,,,,15.0,,
2019-01-21 05:02:24,,,,,,,,,15.1,,
2019-01-21 05:09:36,,,,,,,,,15.1,,
2019-01-21 05:16:48,,,,,,,,,15.1,,
2019-01-21 05:24:00,,,,,,,,,15.1,,
2019-01-21 05:31:12,,,,,,,,,15.1,,
2019-01-21 05:38:24,,,,,,,,,15.1,,
2019-01-21 05:45:36,,,,,,,,,14.8,,
2019-01-21 05:52:48,,,,,,,,,14.8,,
2019-01-21 06:00:00,,,,,,,,,14.8,,
2019-01-21 06:07:12,,,,,,,,,15.0,,
2019-01-21 06:14:24,,,,,,,,,15.0,,
2019-01-21 06:21:36,,,,,,,,,14.8,,
2019-01-21 06:28:48,,,,,,,,,14.8,,
2019-01-21 06:36:00,,,,,,,,,14.9,,
2019-01-21 06:43:12,,,,,,,,,14.9,,
