,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-20 23:45:36,27.4,28.0,28.2,43.7,83.5,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,48.848485,26.0
2019-01-20 23:52:48,27.4,28.0,28.2,43.7,83.4,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,48.875,26.0
2019-01-21 00:00:00,27.4,28.0,28.2,43.7,83.4,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,48.875,26.0
2019-01-21 00:07:12,27.4,28.0,28.2,43.7,83.4,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,49.333333,26.0
2019-01-21 00:14:24,27.4,28.0,28.2,43.7,83.4,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,49.333333,26.0
2019-01-21 00:21:36,27.4,28.0,28.2,43.7,83.3,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,49.636364,26.0
2019-01-21 00:28:48,27.4,28.0,28.2,43.7,83.3,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,49.636364,26.0
2019-01-21 00:36:00,27.4,28.0,28.2,43.7,83.3,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,50.15625,26.0
2019-01-21 00:43:12,27.4,28.0,28.2,43.7,83.3,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,50.15625,26.0
2019-01-21 00:50:24,27.4,28.0,28.2,43.7,83.3,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,50.727273,25.878788
2019-01-21 00:57:36,27.4,28.0,28.2,43.7,83.3,37.7,39.7,41.9,51.1,27.9,28.7,33.8,41.5,28.0,28.0,25.0,,,50.727273,25.878788
