,4345_POG_26.26,4353_POG_27.27,4361_POG_28.28,4369_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-01-30 23:45:36,0.97,1.01,0.63,0.74
2019-01-30 23:52:48,1.27,1.18,0.9,0.8
2019-01-31 00:00:00,1.27,1.18,0.9,0.8
2019-01-31 00:07:12,1.32,1.18,1.0,0.84
2019-01-31 00:14:24,1.32,1.18,1.0,0.84
2019-01-31 00:21:36,1.24,1.09,1.01,1.06
2019-01-31 00:28:48,1.24,1.09,1.01,1.06
2019-01-31 00:36:00,1.07,0.99,0.73,0.7
2019-01-31 00:43:12,1.07,0.99,0.73,0.7
2019-01-31 00:50:24,1.15,1.02,0.84,0.82
2019-01-31 00:57:36,1.15,1.02,0.84,0.82
2019-01-31 01:04:48,1.08,0.91,0.69,0.65
2019-01-31 01:12:00,1.08,0.91,0.69,0.65
2019-01-31 01:19:12,1.1,0.99,0.75,0.84
2019-01-31 01:26:24,1.1,0.99,0.75,0.84
2019-01-31 01:33:36,0.96,0.91,0.74,0.73
2019-01-31 01:40:48,0.96,0.91,0.74,0.73
2019-01-31 01:48:00,1.19,0.99,0.84,0.86
2019-01-31 01:55:12,1.19,0.99,0.84,0.86
2019-01-31 02:02:24,1.32,1.08,0.9,0.93
2019-01-31 02:09:36,1.32,1.08,0.9,0.93
2019-01-31 02:16:48,0.95,1.01,0.69,0.58
2019-01-31 02:24:00,0.95,1.01,0.69,0.58
2019-01-31 02:31:12,0.9,0.91,0.6,0.57
2019-01-31 02:38:24,0.9,0.91,0.6,0.57
2019-01-31 02:45:36,0.9,0.91,0.6,0.57
2019-01-31 02:52:48,0.51,0.67,0.54,0.44
2019-01-31 03:00:00,0.51,0.67,0.54,0.44
2019-01-31 03:07:12,0.85,0.68,0.38,0.64
2019-01-31 03:14:24,0.85,0.68,0.38,0.64
2019-01-31 03:21:36,1.14,1.03,0.85,0.79
2019-01-31 03:28:48,1.14,1.03,0.85,0.79
2019-01-31 03:36:00,1.03,1.01,0.97,0.94
2019-01-31 03:43:12,1.03,1.01,0.97,0.94
2019-01-31 03:50:24,1.15,0.95,0.71,0.69
2019-01-31 03:57:36,1.15,0.95,0.71,0.69
2019-01-31 04:04:48,1.16,1.01,0.76,0.87
2019-01-31 04:12:00,1.16,1.01,0.76,0.87
2019-01-31 04:19:12,1.28,1.17,0.9,0.99
2019-01-31 04:26:24,1.28,1.17,0.9,0.99
2019-01-31 04:33:36,1.36,1.24,0.94,1.11
2019-01-31 04:40:48,1.36,1.24,0.94,1.11
2019-01-31 04:48:00,1.12,1.21,0.64,0.59
2019-01-31 04:55:12,1.12,1.21,0.64,0.59
2019-01-31 05:02:24,1.13,1.1,0.69,0.71
2019-01-31 05:09:36,1.13,1.1,0.69,0.71
2019-01-31 05:16:48,1.31,1.21,0.82,0.89
2019-01-31 05:24:00,1.31,1.21,0.82,0.89
2019-01-31 05:31:12,1.64,1.61,1.12,0.92
2019-01-31 05:38:24,1.64,1.61,1.12,0.92
2019-01-31 05:45:36,1.64,1.61,1.12,0.92
2019-01-31 05:52:48,1.69,1.54,1.16,1.25
2019-01-31 06:00:00,1.69,1.54,1.16,1.25
2019-01-31 06:07:12,1.46,1.32,1.1,0.99
2019-01-31 06:14:24,1.46,1.32,1.1,0.99
2019-01-31 06:21:36,1.48,1.36,1.18,1.13
2019-01-31 06:28:48,1.48,1.36,1.18,1.13
2019-01-31 06:36:00,1.46,1.25,0.96,1.05
2019-01-31 06:43:12,1.46,1.25,0.96,1.05
2019-01-31 06:50:24,1.32,1.21,0.97,0.87
2019-01-31 06:57:36,1.32,1.21,0.97,0.87
2019-01-31 07:04:48,1.23,1.23,1.08,0.96
2019-01-31 07:12:00,1.23,1.23,1.08,0.96
2019-01-31 07:19:12,1.7,1.63,1.18,1.1
2019-01-31 07:26:24,1.7,1.63,1.18,1.1
2019-01-31 07:33:36,1.7,1.63,1.37,1.26
2019-01-31 07:40:48,1.7,1.63,1.37,1.26
2019-01-31 07:48:00,1.52,1.49,1.13,1.13
2019-01-31 07:55:12,1.52,1.49,1.13,1.13
2019-01-31 08:02:24,1.59,1.43,1.23,1.28
2019-01-31 08:09:36,1.59,1.43,1.23,1.28
2019-01-31 08:16:48,1.25,1.12,0.93,0.88
2019-01-31 08:24:00,1.25,1.12,0.93,0.88
2019-01-31 08:31:12,1.17,1.15,0.72,0.75
2019-01-31 08:38:24,1.17,1.15,0.72,0.75
2019-01-31 08:45:36,1.17,1.15,0.72,0.75
2019-01-31 08:52:48,1.15,1.15,0.76,0.8
2019-01-31 09:00:00,1.15,1.15,0.76,0.8
2019-01-31 09:07:12,1.06,1.09,0.85,0.79
2019-01-31 09:14:24,1.06,1.09,0.85,0.79
2019-01-31 09:21:36,1.24,1.1,0.77,0.73
2019-01-31 09:28:48,1.24,1.1,0.77,0.73
2019-01-31 09:36:00,1.73,1.67,1.05,1.0
2019-01-31 09:43:12,1.73,1.67,1.05,1.0
2019-01-31 09:50:24,1.61,1.43,1.09,1.17
2019-01-31 09:57:36,1.61,1.43,1.09,1.17
2019-01-31 10:04:48,1.45,1.4,0.8,0.79
2019-01-31 10:12:00,1.45,1.4,0.8,0.79
2019-01-31 10:19:12,1.28,1.29,1.02,0.88
2019-01-31 10:26:24,1.28,1.29,1.02,0.88
2019-01-31 10:33:36,1.37,1.37,0.78,0.82
2019-01-31 10:40:48,1.37,1.37,0.78,0.82
2019-01-31 10:48:00,1.38,1.44,0.96,0.91
2019-01-31 10:55:12,1.38,1.44,0.96,0.91
2019-01-31 11:02:24,1.55,1.4,0.99,1.08
2019-01-31 11:09:36,1.55,1.4,0.99,1.08
2019-01-31 11:16:48,1.46,1.36,1.13,1.04
2019-01-31 11:24:00,1.46,1.36,1.13,1.04
2019-01-31 11:31:12,1.2,1.22,0.88,0.97
2019-01-31 11:38:24,1.2,1.22,0.88,0.97
2019-01-31 11:45:36,1.2,1.22,0.88,0.97
2019-01-31 11:52:48,1.0,1.03,0.72,0.72
2019-01-31 12:00:00,1.0,1.03,0.72,0.72
2019-01-31 12:07:12,0.92,0.94,0.69,0.56
2019-01-31 12:14:24,0.92,0.94,0.69,0.56
2019-01-31 12:21:36,0.93,0.91,0.53,0.55
2019-01-31 12:28:48,0.93,0.91,0.53,0.55
2019-01-31 12:36:00,0.78,0.81,0.32,0.33
2019-01-31 12:43:12,0.78,0.81,0.32,0.33
2019-01-31 12:50:24,0.74,0.74,0.52,0.61
2019-01-31 12:57:36,0.74,0.74,0.52,0.61
2019-01-31 13:04:48,0.91,0.83,0.49,0.51
2019-01-31 13:12:00,0.91,0.83,0.49,0.51
2019-01-31 13:19:12,0.81,0.82,0.39,0.44
2019-01-31 13:26:24,0.81,0.82,0.39,0.44
2019-01-31 13:33:36,0.7,0.8,0.39,0.36
2019-01-31 13:40:48,0.7,0.8,0.39,0.36
2019-01-31 13:48:00,0.85,0.94,0.3,0.28
2019-01-31 13:55:12,0.85,0.94,0.3,0.28
2019-01-31 14:02:24,0.95,0.97,0.44,0.52
2019-01-31 14:09:36,0.95,0.97,0.44,0.52
2019-01-31 14:16:48,0.99,0.94,0.5,0.52
2019-01-31 14:24:00,0.99,0.94,0.5,0.52
2019-01-31 14:31:12,0.95,1.03,0.48,0.38
2019-01-31 14:38:24,0.95,1.03,0.48,0.38
2019-01-31 14:45:36,0.95,1.03,0.48,0.38
2019-01-31 14:52:48,0.84,0.98,0.42,0.34
2019-01-31 15:00:00,0.84,0.98,0.42,0.34
2019-01-31 15:07:12,0.98,1.06,0.44,0.52
2019-01-31 15:14:24,0.98,1.06,0.44,0.52
2019-01-31 15:21:36,0.92,1.11,0.31,0.49
2019-01-31 15:28:48,0.92,1.11,0.31,0.49
2019-01-31 15:36:00,0.93,1.07,0.37,0.33
2019-01-31 15:43:12,0.93,1.07,0.37,0.33
2019-01-31 15:50:24,0.85,0.94,0.33,0.49
2019-01-31 15:57:36,0.85,0.94,0.33,0.49
2019-01-31 16:04:48,0.94,1.03,0.32,0.44
2019-01-31 16:12:00,0.94,1.03,0.32,0.44
2019-01-31 16:19:12,0.91,0.94,0.37,0.44
2019-01-31 16:26:24,0.91,0.94,0.37,0.44
2019-01-31 16:33:36,0.97,1.07,0.5,0.45
2019-01-31 16:40:48,0.97,1.07,0.5,0.45
2019-01-31 16:48:00,1.12,1.18,0.42,0.64
2019-01-31 16:55:12,1.12,1.18,0.42,0.64
2019-01-31 17:02:24,1.22,1.37,0.56,0.63
2019-01-31 17:09:36,1.22,1.37,0.56,0.63
2019-01-31 17:16:48,1.25,1.22,0.78,0.78
2019-01-31 17:24:00,1.25,1.22,0.78,0.78
2019-01-31 17:31:12,0.94,0.84,0.62,0.53
2019-01-31 17:38:24,0.94,0.84,0.62,0.53
2019-01-31 17:45:36,0.94,0.84,0.62,0.53
2019-01-31 17:52:48,0.68,0.6,0.49,0.45
2019-01-31 18:00:00,0.68,0.6,0.49,0.45
2019-01-31 18:07:12,0.8,0.73,0.5,0.36
2019-01-31 18:14:24,0.8,0.73,0.5,0.36
2019-01-31 18:21:36,0.65,0.64,0.47,0.51
2019-01-31 18:28:48,0.65,0.64,0.47,0.51
2019-01-31 18:36:00,0.66,0.64,0.42,0.53
2019-01-31 18:43:12,0.66,0.64,0.42,0.53
2019-01-31 18:50:24,0.58,0.48,0.34,0.32
2019-01-31 18:57:36,0.58,0.48,0.34,0.32
