,305_APAR_411.11,309_APAR_412.12,313_APAR_413.13,317_APAR_414.14,321_APAR_415.15,325_APAR_416.16,329_APAR_417.17,333_APAR_418.18,337_APAR_419.19,341_APAR_420.20,345_APAR_421.21,349_APAR_422.22,353_APAR_423.23,357_APAR_424.24,361_APAR_425.25,681_FIF_402.2,683_FIF_403.3,685_FIF_404.4,687_FIF_405.5,689_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-30 23:45:36,20.3,20.1,18.5,14.1,10.9,19.7,19.3,18.2,14.0,9.2,19.4,19.1,18.1,8.9,1.6,20.5,24.9,21.5,21.3,19.9
2019-01-30 23:52:48,20.3,20.1,18.5,14.1,10.9,19.7,19.3,18.2,14.0,9.2,19.4,19.1,18.1,8.9,1.6,20.5,24.9,21.4,21.3,19.9
2019-01-31 00:00:00,20.3,20.1,18.5,14.1,10.9,19.7,19.3,18.2,14.0,9.2,19.4,19.1,18.1,8.9,1.6,20.5,24.9,21.4,21.3,19.9
2019-01-31 00:07:12,20.3,20.1,18.5,14.1,10.9,19.7,19.3,18.2,14.0,9.1,19.4,19.1,18.1,8.9,1.6,20.5,24.8,21.4,21.3,19.9
2019-01-31 00:14:24,20.3,20.1,18.5,14.1,10.9,19.7,19.3,18.2,14.0,9.1,19.4,19.1,18.1,8.9,1.6,20.5,24.8,21.4,21.3,19.9
2019-01-31 00:21:36,20.3,20.1,18.5,14.1,10.9,19.6,19.3,18.2,14.0,9.1,19.4,19.1,18.1,8.9,1.6,20.5,24.8,21.4,21.2,19.9
2019-01-31 00:28:48,20.3,20.1,18.5,14.1,10.9,19.6,19.3,18.2,14.0,9.1,19.4,19.1,18.1,8.9,1.6,20.5,24.8,21.4,21.2,19.9
2019-01-31 00:36:00,20.3,20.1,18.5,14.1,10.9,19.6,19.3,18.2,14.0,9.1,19.4,19.1,18.1,8.9,1.5,20.5,24.9,21.4,21.2,19.9
2019-01-31 00:43:12,20.3,20.1,18.5,14.1,10.9,19.6,19.3,18.2,14.0,9.1,19.4,19.1,18.1,8.9,1.5,20.5,24.9,21.4,21.2,19.9
2019-01-31 00:50:24,20.3,20.0,18.5,14.1,10.8,19.6,19.3,18.2,14.0,9.1,19.4,19.1,18.1,8.9,1.5,20.5,25.0,21.5,21.3,19.9
