,4243_Mbus Apators,4265_Mbus Apators,4276_Mbus Apators,4287_Mbus Apators,4298_Mbus Apators,4309_Mbus Apators,4320_Mbus Apators,4481_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-30 23:45:36,4.26,7.655,8.3,0.0,31.821,0.0,0.0,5.97
2019-01-30 23:52:48,4.26,7.655,8.303,0.0,31.828,0.0,0.0,5.97
2019-01-31 00:00:00,4.26,7.655,8.303,0.0,31.828,0.0,0.0,5.97
2019-01-31 00:07:12,4.26,7.655,8.303,0.0,31.834,0.0,0.0,5.97
2019-01-31 00:14:24,4.26,7.655,8.303,0.0,31.834,0.0,0.0,5.97
2019-01-31 00:21:36,4.26,7.655,8.303,0.0,31.841,0.0,0.0,5.97
2019-01-31 00:28:48,4.26,7.655,8.303,0.0,31.841,0.0,0.0,5.97
2019-01-31 00:36:00,4.263,7.655,8.303,0.0,31.847,0.0,0.0,5.973
2019-01-31 00:43:12,4.263,7.655,8.303,0.0,31.847,0.0,0.0,5.973
2019-01-31 00:50:24,4.266,7.655,8.306,0.0,31.853,0.0,0.0,5.977
2019-01-31 00:57:36,4.266,7.655,8.306,0.0,31.853,0.0,0.0,5.977
2019-01-31 01:04:48,4.266,7.658,8.31,0.0,31.86,0.0,0.0,5.977
2019-01-31 01:12:00,4.266,7.658,8.31,0.0,31.86,0.0,0.0,5.977
2019-01-31 01:19:12,4.266,7.661,8.31,0.0,31.864,0.0,0.0,5.977
2019-01-31 01:26:24,4.266,7.661,8.31,0.0,31.864,0.0,0.0,5.977
2019-01-31 01:33:36,4.266,7.661,8.31,0.0,31.864,0.0,0.0,5.977
2019-01-31 01:40:48,4.266,7.661,8.31,0.0,31.864,0.0,0.0,5.977
2019-01-31 01:48:00,4.266,7.661,8.31,0.0,31.866,0.0,0.0,5.977
2019-01-31 01:55:12,4.266,7.661,8.31,0.0,31.866,0.0,0.0,5.977
2019-01-31 02:02:24,4.266,7.661,8.31,0.0,31.87,0.0,0.0,5.977
2019-01-31 02:09:36,4.266,7.661,8.31,0.0,31.87,0.0,0.0,5.977
2019-01-31 02:16:48,4.269,7.661,8.31,0.0,31.872,0.0,0.0,5.977
2019-01-31 02:24:00,4.269,7.661,8.31,0.0,31.872,0.0,0.0,5.977
2019-01-31 02:31:12,4.273,7.661,8.31,0.0,31.881,0.0,0.0,5.979
2019-01-31 02:38:24,4.273,7.661,8.31,0.0,31.881,0.0,0.0,5.979
2019-01-31 02:45:36,4.273,7.661,8.31,0.0,31.881,0.0,0.0,5.979
2019-01-31 02:52:48,4.273,7.661,8.312,0.0,31.892,0.0,0.0,5.983
2019-01-31 03:00:00,4.273,7.661,8.312,0.0,31.892,0.0,0.0,5.983
2019-01-31 03:07:12,4.273,7.661,8.317,0.0,31.896,0.0,0.0,5.983
2019-01-31 03:14:24,4.273,7.661,8.317,0.0,31.896,0.0,0.0,5.983
2019-01-31 03:21:36,4.273,7.663,8.317,0.0,31.896,0.0,0.0,5.983
2019-01-31 03:28:48,4.273,7.663,8.317,0.0,31.896,0.0,0.0,5.983
2019-01-31 03:36:00,4.275,7.668,8.317,0.0,31.898,0.0,0.0,5.983
2019-01-31 03:43:12,4.275,7.668,8.317,0.0,31.898,0.0,0.0,5.983
2019-01-31 03:50:24,4.28,7.668,8.317,0.0,31.904,0.0,0.0,5.983
2019-01-31 03:57:36,4.28,7.668,8.317,0.0,31.904,0.0,0.0,5.983
2019-01-31 04:04:48,4.28,7.668,8.317,0.0,31.909,0.0,0.0,5.983
2019-01-31 04:12:00,4.28,7.668,8.317,0.0,31.909,0.0,0.0,5.983
2019-01-31 04:19:12,4.28,7.668,8.317,0.0,31.909,0.0,0.0,5.983
2019-01-31 04:26:24,4.28,7.668,8.317,0.0,31.909,0.0,0.0,5.983
2019-01-31 04:33:36,4.28,7.668,8.317,0.0,31.91,0.0,0.0,5.983
2019-01-31 04:40:48,4.28,7.668,8.317,0.0,31.91,0.0,0.0,5.983
2019-01-31 04:48:00,4.28,7.668,8.317,0.0,31.917,0.0,0.0,5.984
2019-01-31 04:55:12,4.28,7.668,8.317,0.0,31.917,0.0,0.0,5.984
2019-01-31 05:02:24,4.28,7.668,8.317,0.0,31.923,0.0,0.0,5.99
2019-01-31 05:09:36,4.28,7.668,8.317,0.0,31.923,0.0,0.0,5.99
2019-01-31 05:16:48,4.28,7.668,8.323,0.0,31.93,0.0,0.0,5.99
2019-01-31 05:24:00,4.28,7.668,8.323,0.0,31.93,0.0,0.0,5.99
2019-01-31 05:31:12,4.286,7.668,8.323,0.0,31.936,0.0,0.0,5.99
2019-01-31 05:38:24,4.286,7.668,8.323,0.0,31.936,0.0,0.0,5.99
2019-01-31 05:45:36,4.286,7.668,8.323,0.0,31.936,0.0,0.0,5.99
2019-01-31 05:52:48,4.286,7.674,8.323,0.0,31.942,0.0,0.0,5.99
2019-01-31 06:00:00,4.286,7.674,8.323,0.0,31.942,0.0,0.0,5.99
2019-01-31 06:07:12,4.286,7.674,8.323,0.0,31.949,0.0,0.0,5.99
2019-01-31 06:14:24,4.286,7.674,8.323,0.0,31.949,0.0,0.0,5.99
2019-01-31 06:21:36,4.286,7.674,8.323,0.0,31.949,0.0,0.0,5.99
2019-01-31 06:28:48,4.286,7.674,8.323,0.0,31.949,0.0,0.0,5.99
2019-01-31 06:36:00,4.286,7.674,8.329,0.0,31.949,0.0,0.0,5.99
2019-01-31 06:43:12,4.286,7.674,8.329,0.0,31.949,0.0,0.0,5.99
