,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-30 23:45:36,37.5,62.0,84.0,38.9,37.0,40.3
2019-01-30 23:52:48,37.4,62.0,84.0,38.8,37.0,40.3
2019-01-31 00:00:00,37.4,62.0,84.0,38.8,37.0,40.3
2019-01-31 00:07:12,37.4,62.0,84.1,38.8,37.0,40.3
2019-01-31 00:14:24,37.4,62.0,84.1,38.8,37.0,40.3
2019-01-31 00:21:36,37.4,62.0,84.1,38.8,37.0,40.3
2019-01-31 00:28:48,37.4,62.0,84.1,38.8,37.0,40.3
2019-01-31 00:36:00,37.5,62.0,84.1,38.8,37.0,40.3
2019-01-31 00:43:12,37.5,62.0,84.1,38.8,37.0,40.3
2019-01-31 00:50:24,37.5,62.0,84.1,38.8,37.034483,40.3
2019-01-31 00:57:36,37.5,62.0,84.1,38.8,37.034483,40.3
2019-01-31 01:04:48,37.5,61.9,84.1,38.9,37.034483,40.3
2019-01-31 01:12:00,37.5,61.9,84.1,38.9,37.034483,40.3
2019-01-31 01:19:12,37.6,61.9,84.1,38.9,37.0,40.3
2019-01-31 01:26:24,37.6,61.9,84.1,38.9,37.0,40.3
2019-01-31 01:33:36,37.6,61.9,84.1,38.9,37.0,40.3
2019-01-31 01:40:48,37.6,61.9,84.1,38.9,37.0,40.3
2019-01-31 01:48:00,37.5,61.9,84.1,38.9,37.428571,40.3
2019-01-31 01:55:12,37.5,61.9,84.1,38.9,37.428571,40.3
2019-01-31 02:02:24,37.5,61.9,84.1,38.9,37.862069,40.2
2019-01-31 02:09:36,37.5,61.9,84.1,38.9,37.862069,40.2
2019-01-31 02:16:48,37.5,61.9,84.1,38.9,37.965517,40.2
2019-01-31 02:24:00,37.5,61.9,84.1,38.9,37.965517,40.2
2019-01-31 02:31:12,37.5,61.9,84.1,38.8,38.0,40.2
2019-01-31 02:38:24,37.5,61.9,84.1,38.8,38.0,40.2
2019-01-31 02:45:36,37.5,61.9,84.1,38.9,38.0,40.2
2019-01-31 02:52:48,37.5,61.9,84.1,38.9,38.0,40.2
2019-01-31 03:00:00,37.5,61.9,84.1,38.9,38.0,40.2
2019-01-31 03:07:12,37.6,61.9,84.2,38.9,38.0,40.2
2019-01-31 03:14:24,37.6,61.9,84.2,38.9,38.0,40.2
2019-01-31 03:21:36,37.6,61.9,84.2,38.9,38.0,40.2
2019-01-31 03:28:48,37.6,61.9,84.2,38.9,38.0,40.2
2019-01-31 03:36:00,37.5,61.9,84.2,38.9,38.0,40.2
2019-01-31 03:43:12,37.5,61.9,84.2,38.9,38.0,40.2
2019-01-31 03:50:24,37.5,61.9,84.2,38.9,38.0,40.2
2019-01-31 03:57:36,37.5,61.9,84.2,38.9,38.0,40.2
2019-01-31 04:04:48,37.6,61.9,84.2,38.9,38.0,40.2
2019-01-31 04:12:00,37.6,61.9,84.2,38.9,38.0,40.2
2019-01-31 04:19:12,37.6,61.8,84.2,38.9,38.0,40.2
2019-01-31 04:26:24,37.6,61.8,84.2,38.9,38.0,40.2
2019-01-31 04:33:36,37.5,61.8,84.2,38.9,38.0,40.2
2019-01-31 04:40:48,37.5,61.8,84.2,38.9,38.0,40.2
2019-01-31 04:48:00,37.5,61.8,84.2,38.9,38.0,40.2
2019-01-31 04:55:12,37.5,61.8,84.2,38.9,38.0,40.2
2019-01-31 05:02:24,37.5,61.8,84.2,38.8,38.0,40.2
2019-01-31 05:09:36,37.5,61.8,84.2,38.8,38.0,40.2
2019-01-31 05:16:48,37.5,61.8,84.2,38.8,38.0,40.2
