x,APAR_411.11,APAR_412.12,APAR_413.13,APAR_414.14,APAR_415.15,APAR_416.16,APAR_417.17,APAR_418.18,APAR_419.19,APAR_420.20,APAR_421.21,APAR_422.22,APAR_423.23,APAR_424.24,APAR_425.25,FIF_402.2,FIF_403.3,FIF_404.4,FIF_405.5,FIF_406.6
2019-01-12--00:53:48,28.2,30.0,29.6,45.2,53.8,22.8,24.4,27.1,38.8,59.7,18.4,19.2,22.0,48.5,83.4,22.000000,19.000000,23.000000,24.000000,21.000000
2019-01-12--00:57:24,28.2,30.0,29.6,45.2,53.8,22.8,24.3,27.1,38.8,59.7,18.4,19.3,22.1,48.6,83.5,22.000000,19.000000,23.000000,24.000000,22.000000
2019-01-12--01:01:00,28.2,30.0,29.6,45.2,53.8,22.8,24.3,27.1,38.8,59.7,18.4,19.3,22.1,48.6,83.5,22.000000,19.000000,23.000000,24.000000,22.000000
2019-01-12--01:04:36,28.2,30.0,29.6,45.3,53.8,22.8,24.3,27.1,38.9,59.7,18.6,19.4,22.1,48.7,83.5,23.000000,19.000000,23.000000,24.000000,22.000000
2019-01-12--01:08:12,28.2,30.0,29.6,45.3,53.8,22.8,24.3,27.1,38.9,59.7,18.6,19.4,22.1,48.7,83.5,23.000000,19.000000,23.000000,24.000000,22.000000
2019-01-12--01:11:48,28.2,30.0,29.6,45.3,53.8,22.8,24.3,27.1,38.9,59.7,18.6,19.4,22.1,48.7,83.5,23.000000,19.000000,23.000000,24.000000,22.000000
2019-01-12--01:15:24,28.3,30.0,29.6,45.3,53.8,22.8,24.3,27.2,38.9,59.6,18.7,19.6,22.1,48.8,83.6,23.000000,20.000000,23.000000,24.000000,22.000000
2019-01-12--01:19:00,28.3,30.0,29.6,45.3,53.8,22.8,24.3,27.2,38.9,59.6,18.7,19.6,22.1,48.8,83.6,23.000000,20.000000,23.000000,24.000000,22.000000
2019-01-12--01:22:36,28.3,30.0,29.6,45.3,53.8,22.8,24.3,27.2,38.9,59.6,18.7,19.6,22.1,48.8,83.6,23.000000,20.000000,23.000000,24.000000,22.000000
2019-01-12--01:26:12,28.3,30.0,29.6,45.3,53.8,22.8,24.3,27.2,38.9,59.6,18.7,19.6,22.1,48.8,83.6,23.000000,20.000000,23.000000,24.000000,22.000000
2019-01-12--01:29:48,28.3,30.0,29.6,45.3,53.8,22.8,24.3,27.2,38.9,59.6,18.7,19.6,22.1,48.8,83.6,23.000000,20.000000,23.000000,24.000000,22.000000
2019-01-12--01:33:24,28.3,30.1,29.7,45.3,53.8,22.9,24.4,27.2,38.9,59.7,18.9,19.8,22.2,48.9,83.7,23.000000,20.000000,24.000000,24.000000,22.000000
2019-01-12--01:37:00,28.3,30.1,29.7,45.3,53.8,22.9,24.4,27.2,38.9,59.7,18.9,19.8,22.2,48.9,83.7,23.000000,20.000000,24.000000,24.000000,22.000000
2019-01-12--01:40:36,28.3,30.1,29.7,45.3,53.8,22.9,24.4,27.2,38.9,59.7,18.9,19.8,22.2,48.9,83.7,23.000000,20.000000,24.000000,24.000000,22.000000
2019-01-12--01:44:12,28.3,30.1,29.7,45.3,53.8,22.9,24.4,27.2,38.9,59.7,18.9,19.8,22.2,48.9,83.7,23.000000,20.000000,24.000000,24.000000,22.000000
2019-01-12--01:47:48,28.3,30.1,29.7,45.3,53.8,23.0,24.4,27.2,39.0,59.7,18.9,19.9,22.2,49.0,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--01:51:24,28.3,30.1,29.7,45.3,53.8,23.0,24.4,27.2,39.0,59.7,18.9,19.9,22.2,49.0,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--01:55:00,28.3,30.1,29.7,45.3,53.8,23.0,24.4,27.2,39.0,59.7,18.9,19.9,22.2,49.0,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--01:58:36,28.3,30.1,29.7,45.3,53.8,23.0,24.4,27.2,39.0,59.7,18.9,19.9,22.2,49.0,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:02:12,28.3,30.1,29.7,45.4,53.7,23.0,24.5,27.3,39.0,59.7,19.1,20.0,22.3,49.1,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:05:48,28.3,30.1,29.7,45.4,53.7,23.0,24.5,27.3,39.0,59.7,19.1,20.0,22.3,49.1,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:09:24,28.3,30.1,29.7,45.4,53.7,23.0,24.5,27.3,39.0,59.7,19.1,20.0,22.3,49.1,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:13:00,28.3,30.1,29.7,45.4,53.7,23.0,24.5,27.3,39.0,59.7,19.1,20.0,22.3,49.1,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:16:36,28.3,30.1,29.7,45.4,53.7,23.0,24.5,27.3,39.0,59.7,19.2,20.2,22.3,49.3,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:20:12,28.3,30.1,29.7,45.4,53.7,23.0,24.5,27.3,39.0,59.7,19.2,20.2,22.3,49.3,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:23:48,28.3,30.1,29.7,45.4,53.7,23.0,24.5,27.3,39.0,59.7,19.2,20.2,22.3,49.3,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:27:24,28.3,30.1,29.7,45.4,53.7,23.0,24.5,27.3,39.0,59.7,19.2,20.2,22.3,49.3,83.7,23.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:31:00,28.3,30.1,29.8,45.4,53.7,23.0,24.5,27.4,39.1,59.7,19.3,20.2,22.3,49.4,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:34:36,28.3,30.1,29.8,45.4,53.7,23.0,24.5,27.4,39.1,59.7,19.3,20.2,22.3,49.4,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:38:12,28.3,30.1,29.8,45.4,53.7,23.0,24.5,27.4,39.1,59.7,19.3,20.2,22.3,49.4,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:41:48,28.3,30.1,29.8,45.4,53.7,23.0,24.5,27.4,39.1,59.7,19.3,20.2,22.3,49.4,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:45:24,28.4,30.1,29.8,45.4,53.7,23.1,24.5,27.4,39.1,59.7,19.4,20.3,22.4,49.5,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:49:00,28.4,30.1,29.8,45.4,53.7,23.1,24.5,27.4,39.1,59.7,19.4,20.3,22.4,49.5,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:52:36,28.4,30.1,29.8,45.4,53.7,23.1,24.5,27.4,39.1,59.7,19.4,20.3,22.4,49.5,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:56:12,28.4,30.1,29.8,45.4,53.7,23.1,24.5,27.4,39.1,59.7,19.4,20.3,22.4,49.5,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--02:59:48,28.4,30.1,29.8,45.4,53.7,23.1,24.5,27.4,39.1,59.7,19.4,20.3,22.4,49.5,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--03:03:24,28.3,30.1,29.8,45.4,53.7,23.1,24.6,27.4,39.2,59.7,19.4,20.4,22.5,49.6,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--03:07:00,28.3,30.1,29.8,45.4,53.7,23.1,24.6,27.4,39.2,59.7,19.4,20.4,22.5,49.6,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--03:10:36,28.3,30.1,29.8,45.4,53.7,23.1,24.6,27.4,39.2,59.7,19.4,20.4,22.5,49.6,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--03:14:12,28.3,30.1,29.8,45.4,53.7,23.1,24.6,27.4,39.2,59.7,19.4,20.4,22.5,49.6,83.7,24.000000,20.000000,24.000000,25.000000,22.000000
2019-01-12--03:17:48,28.4,30.1,29.8,45.4,53.7,23.1,24.6,27.4,39.2,59.7,19.4,20.4,22.5,49.7,83.7,24.000000,20.000000,24.000000,25.000000,23.000000
2019-01-12--03:21:24,28.4,30.1,29.8,45.4,53.7,23.1,24.6,27.4,39.2,59.7,19.4,20.4,22.5,49.7,83.7,24.000000,20.000000,24.000000,25.000000,23.000000
2019-01-12--03:25:00,28.4,30.1,29.8,45.4,53.7,23.1,24.6,27.4,39.2,59.7,19.4,20.4,22.5,49.7,83.7,24.000000,20.000000,24.000000,25.000000,23.000000
2019-01-12--03:28:36,28.4,30.1,29.8,45.4,53.7,23.1,24.6,27.4,39.2,59.7,19.4,20.4,22.5,49.7,83.7,24.000000,20.000000,24.000000,25.000000,23.000000
2019-01-12--03:32:12,28.4,30.1,29.9,45.5,53.7,23.1,24.6,27.5,39.2,59.6,19.6,20.5,22.6,49.8,83.7,24.000000,21.000000,24.000000,25.000000,23.000000
2019-01-12--03:35:48,28.4,30.1,29.9,45.5,53.7,23.1,24.6,27.5,39.2,59.6,19.6,20.5,22.6,49.8,83.7,24.000000,21.000000,24.000000,25.000000,23.000000
2019-01-12--03:39:24,28.4,30.1,29.9,45.5,53.7,23.1,24.6,27.5,39.2,59.6,19.6,20.5,22.6,49.8,83.7,24.000000,21.000000,24.000000,25.000000,23.000000
2019-01-12--03:43:00,28.4,30.1,29.9,45.5,53.7,23.1,24.6,27.5,39.2,59.6,19.6,20.5,22.6,49.8,83.7,24.000000,21.000000,24.000000,25.000000,23.000000
2019-01-12--03:46:36,28.4,30.2,29.9,45.5,53.7,23.1,24.6,27.5,39.2,59.6,19.6,20.6,22.6,49.9,83.8,24.000000,21.000000,25.000000,25.000000,23.000000
2019-01-12--03:50:12,28.4,30.2,29.9,45.5,53.7,23.1,24.6,27.5,39.2,59.6,19.6,20.6,22.6,49.9,83.8,24.000000,21.000000,25.000000,25.000000,23.000000
2019-01-12--03:53:48,28.4,30.2,29.9,45.5,53.7,23.1,24.6,27.5,39.2,59.6,19.6,20.6,22.6,49.9,83.8,24.000000,21.000000,25.000000,25.000000,23.000000
2019-01-12--03:57:24,28.4,30.2,29.9,45.5,53.7,23.1,24.6,27.5,39.2,59.6,19.6,20.6,22.6,49.9,83.8,24.000000,21.000000,25.000000,25.000000,23.000000
2019-01-12--04:01:00,28.4,30.2,29.9,45.5,53.6,23.1,24.6,27.6,39.3,59.6,19.7,20.6,22.7,50.0,83.8,24.000000,21.000000,25.000000,25.000000,23.000000
2019-01-12--04:04:36,28.4,30.2,29.9,45.5,53.6,23.1,24.6,27.6,39.3,59.6,19.7,20.6,22.7,50.0,83.8,24.000000,21.000000,25.000000,25.000000,23.000000
2019-01-12--04:08:12,28.4,30.2,29.9,45.5,53.6,23.1,24.6,27.6,39.3,59.6,19.7,20.6,22.7,50.0,83.8,24.000000,21.000000,25.000000,25.000000,23.000000
