x,648,APAR_30.1,APAR_31.2,APAR_32.3,APAR_33.4,APAR_34.5
2019-01-12--22:58:36,NaN,12.2,11.6,10.2,3.9,0.3
2019-01-12--23:02:12,NaN,12.2,11.7,10.2,3.9,0.3
2019-01-12--23:05:48,NaN,12.2,11.7,10.2,3.9,0.3
2019-01-12--23:09:24,NaN,12.2,11.7,10.2,3.9,0.3
2019-01-12--23:13:00,NaN,12.2,11.7,10.2,3.9,0.3
2019-01-12--23:16:36,NaN,12.2,11.7,10.2,3.9,0.4
2019-01-12--23:20:12,NaN,12.2,11.7,10.2,3.9,0.4
2019-01-12--23:23:48,NaN,12.2,11.7,10.2,3.9,0.4
2019-01-12--23:27:24,NaN,12.2,11.7,10.2,3.9,0.4
2019-01-12--23:31:00,NaN,12.2,11.7,10.2,3.9,0.4
2019-01-12--23:34:36,NaN,12.2,11.7,10.2,3.9,0.4
2019-01-12--23:38:12,NaN,12.2,11.7,10.2,3.9,0.4
2019-01-12--23:41:48,NaN,12.2,11.7,10.2,3.9,0.4
2019-01-12--23:45:24,NaN,12.3,11.7,10.3,3.9,0.4
2019-01-12--23:49:00,NaN,12.3,11.7,10.3,3.9,0.4
2019-01-12--23:52:36,NaN,12.3,11.7,10.3,3.9,0.4
2019-01-12--23:56:12,NaN,12.3,11.7,10.3,3.9,0.4
2019-01-12--23:59:48,NaN,12.3,11.7,10.3,3.9,0.4
2019-01-13--00:03:24,NaN,12.3,11.7,10.3,4.0,0.4
2019-01-13--00:07:00,NaN,12.3,11.7,10.3,4.0,0.4
2019-01-13--00:10:36,NaN,12.3,11.7,10.3,4.0,0.4
2019-01-13--00:14:12,NaN,12.3,11.7,10.3,4.0,0.4
2019-01-13--00:17:48,NaN,12.3,11.8,10.3,4.0,0.5
2019-01-13--00:21:24,NaN,12.3,11.8,10.3,4.0,0.5
2019-01-13--00:25:00,NaN,12.3,11.8,10.3,4.0,0.5
2019-01-13--00:28:36,NaN,12.3,11.8,10.3,4.0,0.5
2019-01-13--00:32:12,NaN,12.3,11.8,10.3,4.0,0.5
2019-01-13--00:35:48,NaN,12.3,11.8,10.3,4.0,0.5
2019-01-13--00:39:24,NaN,12.3,11.8,10.3,4.0,0.5
2019-01-13--00:43:00,NaN,12.3,11.8,10.3,4.0,0.5
2019-01-13--00:46:36,NaN,12.3,11.8,10.4,4.0,0.5
2019-01-13--00:50:12,NaN,12.3,11.8,10.4,4.0,0.5
2019-01-13--00:53:48,NaN,12.3,11.8,10.4,4.0,0.5
2019-01-13--00:57:24,NaN,12.3,11.8,10.4,4.0,0.5
2019-01-13--01:01:00,NaN,12.3,11.8,10.4,4.0,0.5
2019-01-13--01:04:36,NaN,NaN,NaN,NaN,NaN,NaN
