x,112,116,120,124,128,132,APAR_111.1,APAR_112.2,APAR_113.3,APAR_114.4,APAR_115.5,APAR_116.6,APAR_117.7,APAR_118.8,APAR_119.9,APAR_120.10,APAR_121.11,APAR_122.12,APAR_123.13,APAR_124.14,APAR_125.15,APAR_126.16,APAR_127.17,APAR_128.18,APAR_129.19,FIF_104.4,FIF_105.5,FIF_106.6,APAR_19.19,APAR_20.20
2019-01-12--06:10:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.7,61.0,91.5,42.6,43.1,46.5,61.8,35.1,38.1,38.7,49.2,41.2,51.2,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.1,82.7
2019-01-12--06:14:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.7,61.0,91.5,42.6,43.1,46.5,61.8,35.1,38.1,38.7,49.2,41.2,51.2,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.1,82.7
2019-01-12--06:17:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.7,61.0,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.5,56.8,70.2,24.000000,26.000000,23.000000,57.4,82.8
2019-01-12--06:21:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.7,61.0,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.5,56.8,70.2,24.000000,26.000000,23.000000,57.4,82.8
2019-01-12--06:25:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.7,61.0,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.5,56.8,70.2,24.000000,26.000000,23.000000,57.4,82.8
2019-01-12--06:28:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.7,61.0,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.5,56.8,70.2,24.000000,26.000000,23.000000,57.4,82.8
2019-01-12--06:32:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.9,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.3,24.000000,26.000000,23.000000,57.5,82.8
2019-01-12--06:35:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.9,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.3,24.000000,26.000000,23.000000,57.5,82.8
2019-01-12--06:39:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.9,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.3,24.000000,26.000000,23.000000,57.5,82.8
2019-01-12--06:43:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.9,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.3,24.000000,26.000000,23.000000,57.5,82.8
2019-01-12--06:46:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.9,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.5,82.9
2019-01-12--06:50:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.9,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.5,82.9
2019-01-12--06:53:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.9,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.5,82.9
2019-01-12--06:57:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.9,91.6,42.6,43.1,46.6,61.8,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.5,82.9
2019-01-12--07:01:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.6,42.6,43.1,46.6,61.7,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.5,82.9
2019-01-12--07:04:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.6,42.6,43.1,46.6,61.7,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.5,82.9
2019-01-12--07:08:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.6,42.6,43.1,46.6,61.7,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.5,82.9
2019-01-12--07:11:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.6,42.6,43.1,46.6,61.7,35.1,38.1,38.7,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.5,82.9
2019-01-12--07:15:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.7,42.6,43.1,46.6,61.7,35.1,38.1,38.8,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.5,82.9
2019-01-12--07:19:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.7,42.6,43.1,46.6,61.7,35.1,38.1,38.8,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.6,83.0
2019-01-12--07:22:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.7,42.6,43.1,46.6,61.7,35.1,38.1,38.8,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.6,83.0
2019-01-12--07:26:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.7,42.6,43.1,46.6,61.7,35.1,38.1,38.8,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.6,83.0
2019-01-12--07:29:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.7,42.6,43.1,46.6,61.7,35.1,38.1,38.8,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.6,83.0
2019-01-12--07:33:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.7,42.6,43.1,46.6,61.7,35.1,38.1,38.8,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.6,83.0
2019-01-12--07:37:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.7,42.6,43.1,46.6,61.7,35.1,38.1,38.8,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.6,83.0
2019-01-12--07:40:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.7,42.6,43.1,46.6,61.7,35.1,38.1,38.8,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.6,83.0
2019-01-12--07:44:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.8,60.8,91.7,42.6,43.1,46.6,61.7,35.1,38.1,38.8,49.2,41.2,51.1,63.0,40.6,56.8,70.2,24.000000,26.000000,23.000000,57.6,83.0
2019-01-12--07:47:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.7,42.6,43.1,46.6,61.7,35.2,38.1,38.8,49.2,41.2,51.1,63.0,40.7,56.8,70.2,24.000000,26.000000,23.000000,57.5,83.1
2019-01-12--07:51:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.7,42.6,43.1,46.6,61.7,35.2,38.1,38.8,49.2,41.2,51.1,63.0,40.7,56.8,70.2,24.000000,26.000000,23.000000,57.5,83.1
2019-01-12--07:55:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.7,42.6,43.1,46.6,61.7,35.2,38.1,38.8,49.2,41.2,51.1,63.0,40.7,56.8,70.2,24.000000,26.000000,23.000000,57.5,83.1
2019-01-12--07:58:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.7,42.6,43.1,46.6,61.7,35.2,38.1,38.8,49.2,41.2,51.1,63.0,40.7,56.8,70.2,24.000000,26.000000,23.000000,57.5,83.1
2019-01-12--08:02:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.8,42.6,43.1,46.6,61.6,35.2,38.2,38.8,49.2,41.2,51.1,63.0,40.7,56.9,70.2,24.000000,26.000000,23.000000,57.4,83.2
2019-01-12--08:05:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.8,42.6,43.1,46.6,61.6,35.2,38.2,38.8,49.2,41.2,51.1,63.0,40.7,56.9,70.2,24.000000,26.000000,23.000000,57.4,83.2
2019-01-12--08:09:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.8,42.6,43.1,46.6,61.6,35.2,38.2,38.8,49.2,41.2,51.1,63.0,40.7,56.9,70.2,24.000000,26.000000,23.000000,57.4,83.2
2019-01-12--08:13:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.8,42.6,43.1,46.6,61.6,35.2,38.2,38.8,49.2,41.2,51.1,63.0,40.7,56.9,70.2,24.000000,26.000000,23.000000,57.4,83.2
2019-01-12--08:16:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.8,42.6,43.1,46.7,61.6,35.2,38.2,38.9,49.2,41.2,51.1,63.0,40.6,56.9,70.2,24.000000,26.000000,24.000000,57.2,83.2
2019-01-12--08:20:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.8,42.6,43.1,46.7,61.6,35.2,38.2,38.9,49.2,41.2,51.1,63.0,40.6,56.9,70.2,24.000000,26.000000,24.000000,57.2,83.2
2019-01-12--08:23:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.8,42.6,43.1,46.7,61.6,35.2,38.2,38.9,49.2,41.2,51.1,63.0,40.6,56.9,70.2,24.000000,26.000000,24.000000,57.2,83.2
2019-01-12--08:27:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.8,42.6,43.1,46.7,61.6,35.2,38.2,38.9,49.2,41.2,51.1,63.0,40.6,56.9,70.2,24.000000,26.000000,24.000000,57.2,83.2
2019-01-12--08:31:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.9,42.6,43.1,46.7,61.6,35.2,38.3,38.9,49.2,41.2,51.1,63.0,40.6,56.9,70.2,24.000000,26.000000,24.000000,57.1,83.3
2019-01-12--08:34:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.9,42.6,43.1,46.7,61.6,35.2,38.3,38.9,49.2,41.2,51.1,63.0,40.6,56.9,70.2,24.000000,26.000000,24.000000,57.1,83.3
2019-01-12--08:38:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.9,42.6,43.1,46.7,61.6,35.2,38.3,38.9,49.2,41.2,51.1,63.0,40.6,56.9,70.2,24.000000,26.000000,24.000000,57.1,83.3
2019-01-12--08:41:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.9,42.6,43.1,46.7,61.6,35.2,38.3,38.9,49.2,41.2,51.1,63.0,40.6,56.9,70.2,24.000000,26.000000,24.000000,57.1,83.3
2019-01-12--08:45:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.6,91.9,42.6,43.1,46.7,61.6,35.3,38.3,38.9,49.2,41.2,51.1,63.0,40.7,56.9,70.2,24.000000,26.000000,24.000000,57.1,83.3
2019-01-12--08:49:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.6,91.9,42.6,43.1,46.7,61.6,35.3,38.3,38.9,49.2,41.2,51.1,63.0,40.7,56.9,70.2,24.000000,26.000000,24.000000,57.4,83.3
2019-01-12--08:52:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.6,91.9,42.6,43.1,46.7,61.6,35.3,38.3,38.9,49.2,41.2,51.1,63.0,40.7,56.9,70.2,24.000000,26.000000,24.000000,57.4,83.3
2019-01-12--08:56:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.6,91.9,42.6,43.1,46.7,61.6,35.3,38.3,38.9,49.2,41.2,51.1,63.0,40.7,56.9,70.2,24.000000,26.000000,24.000000,57.4,83.3
2019-01-12--08:59:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.6,91.9,42.6,43.1,46.7,61.6,35.3,38.3,38.9,49.2,41.2,51.1,63.0,40.7,56.9,70.2,24.000000,26.000000,24.000000,57.4,83.3
2019-01-12--09:03:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.9,42.6,43.1,46.7,61.6,35.3,38.3,38.9,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,26.000000,23.000000,57.6,83.4
2019-01-12--09:07:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.9,42.6,43.1,46.7,61.6,35.3,38.3,38.9,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,26.000000,23.000000,57.6,83.4
2019-01-12--09:10:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.9,42.6,43.1,46.7,61.6,35.3,38.3,38.9,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,26.000000,23.000000,57.6,83.4
2019-01-12--09:14:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,34.9,60.7,91.9,42.6,43.1,46.7,61.6,35.3,38.3,38.9,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,26.000000,23.000000,57.6,83.4
2019-01-12--09:17:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,91.9,42.6,43.1,46.7,61.5,35.3,38.3,38.9,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,26.000000,24.000000,57.7,83.4
2019-01-12--09:21:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,91.9,42.6,43.1,46.7,61.5,35.3,38.3,38.9,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,26.000000,24.000000,57.7,83.4
2019-01-12--09:25:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,91.9,42.6,43.1,46.7,61.5,35.3,38.3,38.9,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,26.000000,24.000000,57.7,83.4
2019-01-12--09:28:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,91.9,42.6,43.1,46.7,61.5,35.3,38.3,38.9,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,26.000000,24.000000,57.7,83.4
2019-01-12--09:32:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.5,35.4,38.4,39.0,49.2,41.3,51.0,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,57.8,83.5
2019-01-12--09:35:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.5,35.4,38.4,39.0,49.2,41.3,51.0,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,57.8,83.5
2019-01-12--09:39:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.5,35.4,38.4,39.0,49.2,41.3,51.0,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,57.8,83.5
2019-01-12--09:43:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.5,35.4,38.4,39.0,49.2,41.3,51.0,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,57.8,83.5
2019-01-12--09:46:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.5,35.3,38.4,39.0,49.2,41.3,51.0,63.0,40.6,56.9,70.2,24.000000,27.000000,24.000000,57.9,83.5
2019-01-12--09:50:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.5,35.3,38.4,39.0,49.2,41.3,51.0,63.0,40.6,56.9,70.2,24.000000,27.000000,24.000000,57.9,83.5
2019-01-12--09:53:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.5,35.3,38.4,39.0,49.2,41.3,51.0,63.0,40.6,56.9,70.2,24.000000,27.000000,24.000000,57.9,83.5
2019-01-12--09:57:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.5,35.3,38.4,39.0,49.2,41.3,51.0,63.0,40.6,56.9,70.2,24.000000,27.000000,24.000000,57.9,83.5
2019-01-12--10:01:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.4,35.4,38.4,39.0,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,58.0,83.6
2019-01-12--10:04:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.4,35.4,38.4,39.0,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,58.0,83.6
2019-01-12--10:08:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.4,35.4,38.4,39.0,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,58.0,83.6
2019-01-12--10:11:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.0,42.6,43.1,46.7,61.4,35.4,38.4,39.0,49.2,41.2,51.0,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,58.0,83.6
2019-01-12--10:15:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.1,42.6,43.1,46.8,61.4,35.4,38.4,39.0,49.3,41.2,51.0,63.0,40.8,56.9,70.2,25.000000,27.000000,24.000000,58.0,83.6
2019-01-12--10:19:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.1,42.6,43.1,46.8,61.4,35.4,38.4,39.0,49.3,41.2,51.0,63.0,40.8,56.9,70.2,25.000000,27.000000,24.000000,58.0,83.6
2019-01-12--10:22:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.1,42.6,43.1,46.8,61.4,35.4,38.4,39.0,49.3,41.2,51.0,63.0,40.8,56.9,70.2,25.000000,27.000000,24.000000,58.0,83.6
2019-01-12--10:26:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.1,42.6,43.1,46.8,61.4,35.4,38.4,39.0,49.3,41.2,51.0,63.0,40.8,56.9,70.2,25.000000,27.000000,24.000000,58.0,83.6
2019-01-12--10:29:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.0,60.7,92.1,42.6,43.1,46.8,61.4,35.4,38.4,39.0,49.3,41.2,51.0,63.0,40.8,56.9,70.2,25.000000,27.000000,24.000000,58.0,83.6
2019-01-12--10:33:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.7,43.1,46.8,61.4,35.5,38.5,39.1,49.3,41.3,51.0,63.0,40.8,56.9,70.2,25.000000,27.000000,24.000000,58.2,83.7
2019-01-12--10:37:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.7,43.1,46.8,61.4,35.5,38.5,39.1,49.3,41.3,51.0,63.0,40.8,56.9,70.2,25.000000,27.000000,24.000000,58.2,83.7
2019-01-12--10:40:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.7,43.1,46.8,61.4,35.5,38.5,39.1,49.3,41.3,51.0,63.0,40.8,56.9,70.2,25.000000,27.000000,24.000000,58.2,83.7
2019-01-12--10:44:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.7,43.1,46.8,61.4,35.5,38.5,39.1,49.3,41.3,51.0,63.0,40.8,56.9,70.2,25.000000,27.000000,24.000000,58.2,83.7
2019-01-12--10:47:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.6,43.1,46.8,61.4,35.5,38.6,39.1,49.3,41.3,51.0,63.0,40.7,56.9,70.2,25.000000,27.000000,24.000000,58.2,83.7
2019-01-12--10:51:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.6,43.1,46.8,61.4,35.5,38.6,39.1,49.3,41.3,51.0,63.0,40.7,56.9,70.2,25.000000,27.000000,24.000000,58.2,83.7
2019-01-12--10:55:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.6,43.1,46.8,61.4,35.5,38.6,39.1,49.3,41.3,51.0,63.0,40.7,56.9,70.2,25.000000,27.000000,24.000000,58.2,83.7
2019-01-12--10:58:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.6,43.1,46.8,61.4,35.5,38.6,39.1,49.3,41.3,51.0,63.0,40.7,56.9,70.2,25.000000,27.000000,24.000000,58.2,83.7
2019-01-12--11:02:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.6,43.1,46.8,61.4,35.5,38.6,39.1,49.3,41.3,50.9,63.0,40.7,56.9,70.2,25.000000,27.000000,24.000000,58.3,83.8
2019-01-12--11:05:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.6,43.1,46.8,61.4,35.5,38.6,39.1,49.3,41.3,50.9,63.0,40.7,56.9,70.2,25.000000,27.000000,24.000000,58.3,83.8
2019-01-12--11:09:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.6,43.1,46.8,61.4,35.5,38.6,39.1,49.3,41.3,50.9,63.0,40.7,56.9,70.2,25.000000,27.000000,24.000000,58.3,83.8
2019-01-12--11:13:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.8,92.1,42.6,43.1,46.8,61.4,35.5,38.6,39.1,49.3,41.3,50.9,63.0,40.7,56.9,70.2,25.000000,27.000000,24.000000,58.3,83.8
2019-01-12--11:16:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.6,39.1,49.3,41.3,50.9,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,58.5,83.8
2019-01-12--11:20:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.6,39.1,49.3,41.3,50.9,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,58.5,83.8
2019-01-12--11:23:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.6,39.1,49.3,41.3,50.9,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,58.5,83.8
2019-01-12--11:27:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.1,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.6,39.1,49.3,41.3,50.9,63.0,40.7,56.9,70.2,24.000000,27.000000,24.000000,58.5,83.8
2019-01-12--11:31:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.1,49.3,41.3,50.9,63.0,40.8,56.9,70.2,24.000000,27.000000,24.000000,58.6,83.9
2019-01-12--11:34:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.1,49.3,41.3,50.9,63.0,40.8,56.9,70.2,24.000000,27.000000,24.000000,58.6,83.9
2019-01-12--11:38:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.1,49.3,41.3,50.9,63.0,40.8,56.9,70.2,24.000000,27.000000,24.000000,58.6,83.9
2019-01-12--11:41:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.1,49.3,41.3,50.9,63.0,40.8,56.9,70.2,24.000000,27.000000,24.000000,58.6,83.9
2019-01-12--11:45:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.2,49.3,41.3,50.9,63.0,40.9,56.9,70.2,25.000000,27.000000,24.000000,58.6,83.9
2019-01-12--11:49:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.2,49.3,41.3,50.9,63.0,40.9,56.9,70.2,25.000000,27.000000,24.000000,58.7,83.9
2019-01-12--11:52:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.2,49.3,41.3,50.9,63.0,40.9,56.9,70.2,25.000000,27.000000,24.000000,58.7,83.9
2019-01-12--11:56:12,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.2,49.3,41.3,50.9,63.0,40.9,56.9,70.2,25.000000,27.000000,24.000000,58.7,83.9
2019-01-12--11:59:48,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.2,49.3,41.3,50.9,63.0,40.9,56.9,70.2,25.000000,27.000000,24.000000,58.7,83.9
2019-01-12--12:03:24,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.2,49.3,41.3,50.9,63.0,40.9,56.9,70.2,25.000000,27.000000,24.000000,58.7,84.0
2019-01-12--12:07:00,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.2,49.3,41.3,50.9,63.0,40.9,56.9,70.2,25.000000,27.000000,24.000000,58.7,84.0
2019-01-12--12:10:36,NaN,NaN,NaN,NaN,NaN,NaN,35.7,36.0,35.2,60.9,92.1,42.7,43.1,46.8,61.3,35.5,38.5,39.2,49.3,41.3,50.9,63.0,40.9,56.9,70.2,25.000000,27.000000,24.000000,58.7,84.0
