x,649,APAR_30.1,APAR_31.2,APAR_32.3,APAR_33.4,APAR_34.5
2019-01-12--23:31:00,NaN,36.2,37.8,40.2,63.1,85.1
2019-01-12--23:34:36,NaN,36.2,37.8,40.2,63.1,85.1
2019-01-12--23:38:12,NaN,36.2,37.8,40.2,63.1,85.1
2019-01-12--23:41:48,NaN,36.2,37.8,40.2,63.1,85.1
2019-01-12--23:45:24,NaN,36.3,37.8,40.2,63.1,85.1
2019-01-12--23:49:00,NaN,36.3,37.8,40.2,63.1,85.1
2019-01-12--23:52:36,NaN,36.3,37.8,40.2,63.1,85.1
2019-01-12--23:56:12,NaN,36.3,37.8,40.2,63.1,85.1
2019-01-12--23:59:48,NaN,36.3,37.8,40.2,63.1,85.1
2019-01-13--00:03:24,NaN,36.3,37.9,40.2,63.1,85.1
2019-01-13--00:07:00,NaN,36.3,37.9,40.2,63.1,85.1
2019-01-13--00:10:36,NaN,36.3,37.9,40.2,63.1,85.1
2019-01-13--00:14:12,NaN,36.3,37.9,40.2,63.1,85.1
2019-01-13--00:17:48,NaN,36.3,37.9,40.2,63.1,85.2
2019-01-13--00:21:24,NaN,36.3,37.9,40.2,63.1,85.2
2019-01-13--00:25:00,NaN,36.3,37.9,40.2,63.1,85.2
2019-01-13--00:28:36,NaN,36.3,37.9,40.2,63.1,85.2
2019-01-13--00:32:12,NaN,36.3,37.9,40.2,63.1,85.2
2019-01-13--00:35:48,NaN,36.3,37.9,40.2,63.1,85.2
2019-01-13--00:39:24,NaN,36.3,37.9,40.2,63.1,85.2
2019-01-13--00:43:00,NaN,36.3,37.9,40.2,63.1,85.2
2019-01-13--00:46:36,NaN,36.3,37.9,40.2,63.2,85.2
2019-01-13--00:50:12,NaN,36.3,37.9,40.2,63.2,85.2
2019-01-13--00:53:48,NaN,36.3,37.9,40.2,63.2,85.2
2019-01-13--00:57:24,NaN,36.3,37.9,40.2,63.2,85.2
2019-01-13--01:01:00,NaN,36.3,37.9,40.2,63.2,85.2
2019-01-13--01:04:36,NaN,NaN,NaN,NaN,NaN,NaN
