x,666,668,670,672,674,676,678,APAR_314.14,APAR_315.15,APAR_316.16,APAR_317.17,APAR_318.18,APAR_319.19,APAR_320.20,APAR_321.21,APAR_322.22,APAR_323.23,APAR_324.24,APAR_325.25,APAR_326.26
2019-01-13--00:28:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.8,27.5,28.3,44.4,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--00:32:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.8,27.5,28.3,44.5,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--00:35:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.8,27.5,28.3,44.5,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--00:39:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.8,27.5,28.3,44.5,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--00:43:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.8,27.5,28.3,44.5,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--00:46:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9,27.6,28.4,44.5,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--00:50:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9,27.6,28.4,44.5,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--00:53:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9,27.6,28.4,44.5,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--00:57:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9,27.6,28.4,44.5,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--01:01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9,27.6,28.4,44.5,86.1,37.7,40.0,43.1,53.5,27.7,28.6,34.5,43.4
2019-01-13--01:04:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
