x,666,668,670,672,674,676,678,APAR_314.14,APAR_315.15,APAR_316.16,APAR_317.17,APAR_318.18,APAR_319.19,APAR_320.20,APAR_321.21,APAR_322.22,APAR_323.23,APAR_324.24,APAR_325.25,APAR_326.26
2019-01-12--00:53:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6,25.6,25.1,41.5,87.0,37.6,40.0,42.5,54.1,26.7,27.8,33.3,43.8
2019-01-12--00:57:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6,25.6,25.2,41.6,87.0,37.6,40.0,42.5,54.1,26.7,27.8,33.3,43.8
2019-01-12--01:01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6,25.6,25.2,41.6,87.0,37.6,40.0,42.5,54.1,26.7,27.8,33.3,43.8
2019-01-12--01:04:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6,25.7,25.2,41.7,87.0,37.5,40.0,42.5,54.1,26.7,27.8,33.3,43.7
2019-01-12--01:08:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6,25.7,25.2,41.7,87.0,37.5,40.0,42.5,54.1,26.7,27.8,33.3,43.7
2019-01-12--01:11:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6,25.7,25.2,41.7,87.0,37.5,40.0,42.5,54.1,26.7,27.8,33.3,43.7
2019-01-12--01:15:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.3,41.8,87.1,37.6,40.0,42.5,54.1,26.7,27.8,33.3,43.8
2019-01-12--01:19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.3,41.8,87.1,37.6,40.0,42.5,54.1,26.7,27.8,33.3,43.8
2019-01-12--01:22:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.3,41.8,87.1,37.6,40.0,42.5,54.1,26.7,27.8,33.3,43.8
2019-01-12--01:26:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.3,41.8,87.1,37.6,40.0,42.5,54.1,26.7,27.8,33.3,43.8
2019-01-12--01:29:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.3,41.8,87.1,37.6,40.0,42.5,54.1,26.7,27.8,33.3,43.8
2019-01-12--01:33:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.6,25.3,41.9,87.1,37.5,40.0,42.6,54.1,26.7,27.8,33.3,43.7
2019-01-12--01:37:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.6,25.3,41.9,87.1,37.5,40.0,42.6,54.1,26.7,27.8,33.3,43.7
2019-01-12--01:40:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.6,25.3,41.9,87.1,37.5,40.0,42.6,54.1,26.7,27.8,33.3,43.7
2019-01-12--01:44:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.6,25.3,41.9,87.1,37.5,40.0,42.6,54.1,26.7,27.8,33.3,43.7
2019-01-12--01:47:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.4,42.1,87.1,37.6,40.0,42.6,54.1,26.8,27.8,33.3,43.7
2019-01-12--01:51:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.4,42.1,87.1,37.6,40.0,42.6,54.1,26.8,27.8,33.3,43.7
2019-01-12--01:55:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.4,42.1,87.1,37.6,40.0,42.6,54.1,26.8,27.8,33.3,43.7
2019-01-12--01:58:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.4,42.1,87.1,37.6,40.0,42.6,54.1,26.8,27.8,33.3,43.7
2019-01-12--02:02:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.5,42.2,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.3,43.8
2019-01-12--02:05:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.5,42.2,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.3,43.8
2019-01-12--02:09:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.5,42.2,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.3,43.8
2019-01-12--02:13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7,25.7,25.5,42.2,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.3,43.8
2019-01-12--02:16:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.6,42.3,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.4,43.8
2019-01-12--02:20:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.6,42.3,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.4,43.8
2019-01-12--02:23:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.6,42.3,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.4,43.8
2019-01-12--02:27:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.6,42.3,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.4,43.8
2019-01-12--02:31:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.7,42.4,87.1,37.6,40.0,42.6,54.1,26.7,27.7,33.3,43.8
2019-01-12--02:34:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.7,42.4,87.1,37.6,40.0,42.6,54.1,26.7,27.7,33.3,43.8
2019-01-12--02:38:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.7,42.4,87.1,37.6,40.0,42.6,54.1,26.7,27.7,33.3,43.8
2019-01-12--02:41:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.7,42.4,87.1,37.6,40.0,42.6,54.1,26.7,27.7,33.3,43.8
2019-01-12--02:45:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.7,42.6,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.4,43.7
2019-01-12--02:49:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.7,42.6,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.4,43.7
2019-01-12--02:52:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.7,42.6,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.4,43.7
2019-01-12--02:56:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.7,42.6,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.4,43.7
2019-01-12--02:59:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.8,25.7,42.6,87.1,37.6,40.0,42.6,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:03:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.9,25.8,42.7,87.0,37.7,40.1,42.6,54.1,26.7,27.7,33.4,43.7
2019-01-12--03:07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.9,25.8,42.7,87.0,37.7,40.1,42.6,54.1,26.7,27.7,33.4,43.7
2019-01-12--03:10:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.9,25.8,42.7,87.0,37.7,40.1,42.6,54.1,26.7,27.7,33.4,43.7
2019-01-12--03:14:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.9,25.8,42.7,87.0,37.7,40.1,42.6,54.1,26.7,27.7,33.4,43.7
2019-01-12--03:17:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.9,25.9,42.8,87.0,37.7,40.1,42.6,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:21:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.9,25.9,42.8,87.0,37.7,40.1,42.6,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:25:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.9,25.9,42.8,87.0,37.7,40.1,42.6,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:28:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,25.9,25.9,42.8,87.0,37.7,40.1,42.6,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:32:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.0,26.0,42.9,87.0,37.7,40.1,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:35:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.0,26.0,42.9,87.0,37.7,40.1,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:39:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.0,26.0,42.9,87.0,37.7,40.1,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:43:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.0,26.0,42.9,87.0,37.7,40.1,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:46:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.0,26.1,43.0,87.0,37.7,40.2,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:50:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.0,26.1,43.0,87.0,37.7,40.2,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:53:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.0,26.1,43.0,87.0,37.7,40.2,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--03:57:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.0,26.1,43.0,87.0,37.7,40.2,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--04:01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.1,26.2,43.2,87.0,37.7,40.2,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--04:04:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.1,26.2,43.2,87.0,37.7,40.2,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--04:08:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.1,26.2,43.2,87.0,37.7,40.2,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--04:11:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,26.1,26.2,43.2,87.0,37.7,40.2,42.7,54.1,26.7,27.8,33.4,43.7
2019-01-12--04:15:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.1,26.3,43.2,86.9,37.7,40.2,42.7,54.1,26.8,27.8,33.4,43.7
2019-01-12--04:19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.1,26.3,43.2,86.9,37.7,40.2,42.7,54.1,26.8,27.8,33.4,43.7
2019-01-12--04:22:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.1,26.3,43.2,86.9,37.7,40.2,42.7,54.1,26.8,27.8,33.4,43.7
2019-01-12--04:26:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.1,26.3,43.2,86.9,37.7,40.2,42.7,54.1,26.8,27.8,33.4,43.7
2019-01-12--04:29:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.1,26.3,43.2,86.9,37.7,40.2,42.7,54.1,26.8,27.8,33.4,43.7
2019-01-12--04:33:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.2,26.4,43.3,86.9,37.7,40.2,42.7,54.1,26.8,27.8,33.5,43.7
2019-01-12--04:37:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.2,26.4,43.3,86.9,37.7,40.2,42.7,54.1,26.8,27.8,33.5,43.7
2019-01-12--04:40:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.2,26.4,43.3,86.9,37.7,40.2,42.7,54.1,26.8,27.8,33.5,43.7
2019-01-12--04:44:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.2,26.4,43.3,86.9,37.7,40.2,42.7,54.1,26.8,27.8,33.5,43.7
2019-01-12--04:47:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.2,26.4,43.4,86.8,37.7,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--04:51:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.2,26.4,43.4,86.8,37.7,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--04:55:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.2,26.4,43.4,86.8,37.7,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--04:58:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,26.2,26.4,43.4,86.8,37.7,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--05:02:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.2,26.5,43.4,86.7,37.7,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--05:05:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.2,26.5,43.4,86.7,37.7,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--05:09:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.2,26.5,43.4,86.7,37.7,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--05:13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.2,26.5,43.4,86.7,37.7,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--05:16:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.3,26.6,43.4,86.7,37.8,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--05:20:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.3,26.6,43.4,86.7,37.8,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--05:23:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.3,26.6,43.4,86.7,37.8,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--05:27:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.3,26.6,43.4,86.7,37.8,40.3,42.8,54.1,26.8,27.8,33.5,43.7
2019-01-12--05:31:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.3,26.6,43.5,86.7,37.8,40.3,42.8,54.1,26.8,27.8,33.5,43.6
2019-01-12--05:34:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.3,26.6,43.5,86.7,37.8,40.3,42.8,54.1,26.8,27.8,33.5,43.6
2019-01-12--05:38:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.3,26.6,43.5,86.7,37.8,40.3,42.8,54.1,26.8,27.8,33.5,43.6
2019-01-12--05:41:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,26.3,26.6,43.5,86.7,37.8,40.3,42.8,54.1,26.8,27.8,33.5,43.6
2019-01-12--05:45:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.6,43.5,86.7,37.8,40.3,42.8,54.1,26.8,27.9,33.6,43.7
2019-01-12--05:49:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.6,43.5,86.7,37.8,40.3,42.8,54.1,26.8,27.9,33.6,43.7
2019-01-12--05:52:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.6,43.5,86.7,37.8,40.3,42.8,54.1,26.8,27.9,33.6,43.7
2019-01-12--05:56:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.6,43.5,86.7,37.8,40.3,42.8,54.1,26.8,27.9,33.6,43.7
2019-01-12--05:59:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.6,43.5,86.7,37.8,40.3,42.8,54.1,26.8,27.9,33.6,43.7
2019-01-12--06:03:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.8,27.9,33.6,43.6
2019-01-12--06:07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.8,27.9,33.6,43.6
2019-01-12--06:10:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.8,27.9,33.6,43.6
2019-01-12--06:14:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.8,27.9,33.6,43.6
2019-01-12--06:17:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:21:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:25:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:28:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.4,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:32:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.5,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:35:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.5,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:39:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.5,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:43:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,26.5,26.7,43.5,86.7,37.8,40.3,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:46:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.8,43.5,86.7,37.8,40.4,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:50:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.8,43.5,86.7,37.8,40.4,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:53:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.8,43.5,86.7,37.8,40.4,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--06:57:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.8,43.5,86.7,37.8,40.4,42.9,54.2,26.9,27.9,33.6,43.6
2019-01-12--07:01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.8,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.6,43.6
2019-01-12--07:04:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.8,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.6,43.6
2019-01-12--07:08:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.8,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.6,43.6
2019-01-12--07:11:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.8,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.6,43.6
2019-01-12--07:15:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.9,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.6,43.6
2019-01-12--07:19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.9,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.6,43.6
2019-01-12--07:22:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.9,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.6,43.6
2019-01-12--07:26:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.9,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.6,43.6
2019-01-12--07:29:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.5,26.9,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.6,43.6
2019-01-12--07:33:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.6,26.9,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.7,43.6
2019-01-12--07:37:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.6,26.9,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.7,43.6
2019-01-12--07:40:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.6,26.9,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.7,43.6
2019-01-12--07:44:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,26.6,26.9,43.5,86.7,37.8,40.4,42.9,54.2,26.9,28.0,33.7,43.6
2019-01-12--07:47:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,26.9,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.0,33.7,43.6
2019-01-12--07:51:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,26.9,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.0,33.7,43.6
2019-01-12--07:55:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,26.9,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.0,33.7,43.6
2019-01-12--07:58:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,26.9,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.0,33.7,43.6
2019-01-12--08:02:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.0,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.0,33.7,43.6
2019-01-12--08:05:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.0,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.0,33.7,43.6
2019-01-12--08:09:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.0,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.0,33.7,43.6
2019-01-12--08:13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.0,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.0,33.7,43.6
2019-01-12--08:16:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.0,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.1,33.7,43.6
2019-01-12--08:20:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.0,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.1,33.7,43.6
2019-01-12--08:23:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.0,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.1,33.7,43.6
2019-01-12--08:27:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.0,43.6,86.8,37.8,40.4,43.0,54.2,27.0,28.1,33.7,43.6
2019-01-12--08:31:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.1,43.6,86.8,37.8,40.4,43.0,54.2,27.1,28.1,33.7,43.6
2019-01-12--08:34:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.1,43.6,86.8,37.8,40.4,43.0,54.2,27.1,28.1,33.7,43.6
2019-01-12--08:38:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.1,43.6,86.8,37.8,40.4,43.0,54.2,27.1,28.1,33.7,43.6
2019-01-12--08:41:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,26.6,27.1,43.6,86.8,37.8,40.4,43.0,54.2,27.1,28.1,33.7,43.6
2019-01-12--08:45:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.1,43.7,86.8,37.8,40.4,43.0,54.2,27.1,28.1,33.7,43.6
2019-01-12--08:49:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.1,43.7,86.8,37.8,40.4,43.0,54.2,27.1,28.1,33.7,43.6
2019-01-12--08:52:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.1,43.7,86.8,37.8,40.4,43.0,54.2,27.1,28.1,33.7,43.6
2019-01-12--08:56:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.1,43.7,86.8,37.8,40.4,43.0,54.2,27.1,28.1,33.7,43.6
2019-01-12--08:59:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.1,43.7,86.8,37.8,40.4,43.0,54.2,27.1,28.1,33.7,43.6
2019-01-12--09:03:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.1,43.7,86.8,37.8,40.4,43.0,54.2,27.1,28.2,33.7,43.6
2019-01-12--09:07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.1,43.7,86.8,37.8,40.4,43.0,54.2,27.1,28.2,33.7,43.6
2019-01-12--09:10:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.1,43.7,86.8,37.8,40.4,43.0,54.2,27.1,28.2,33.7,43.6
2019-01-12--09:14:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.1,43.7,86.8,37.8,40.4,43.0,54.2,27.1,28.2,33.7,43.6
2019-01-12--09:17:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.2,43.8,86.9,37.8,40.4,43.0,54.2,27.2,28.2,33.8,43.6
2019-01-12--09:21:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.2,43.8,86.9,37.8,40.4,43.0,54.2,27.2,28.2,33.8,43.6
2019-01-12--09:25:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.2,43.8,86.9,37.8,40.4,43.0,54.2,27.2,28.2,33.8,43.6
2019-01-12--09:28:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.2,43.8,86.9,37.8,40.4,43.0,54.2,27.2,28.2,33.8,43.6
2019-01-12--09:32:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.2,43.8,86.9,37.8,40.4,43.0,54.2,27.2,28.3,33.8,43.6
2019-01-12--09:35:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.2,43.8,86.9,37.8,40.4,43.0,54.2,27.2,28.3,33.8,43.6
2019-01-12--09:39:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.2,43.8,86.9,37.8,40.4,43.0,54.2,27.2,28.3,33.8,43.6
2019-01-12--09:43:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.2,43.8,86.9,37.8,40.4,43.0,54.2,27.2,28.3,33.8,43.6
2019-01-12--09:46:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,26.7,27.3,43.9,86.9,37.8,40.3,43.0,54.2,27.2,28.3,33.8,43.7
