x,APAR_511.11,APAR_512.12,APAR_513.13,APAR_514.14,APAR_515.15,APAR_516.16,APAR_517.17,APAR_518.18,APAR_519.19,APAR_520.20,APAR_521.21,APAR_522.22,APAR_523.23,FIF_504.4,FIF_505.5,FIF_506.6
2019-01-12--10:44:12,21.0,20.8,14.4,9.1,4.4,20.2,20.0,17.6,15.0,22.2,21.8,18.7,15.8,26.6,25.1,27.1
2019-01-12--10:47:48,21.0,20.9,14.4,9.1,4.5,20.3,20.0,17.6,15.0,22.2,21.9,18.8,15.8,26.6,25.1,27.1
2019-01-12--10:51:24,21.0,20.9,14.4,9.1,4.5,20.3,20.0,17.6,15.0,22.2,21.9,18.8,15.8,26.6,25.1,27.1
2019-01-12--10:55:00,21.0,20.9,14.4,9.1,4.5,20.3,20.0,17.6,15.0,22.2,21.9,18.8,15.8,26.6,25.1,27.1
2019-01-12--10:58:36,21.0,20.9,14.4,9.1,4.5,20.3,20.0,17.6,15.0,22.2,21.9,18.8,15.8,26.6,25.1,27.1
2019-01-12--11:02:12,21.1,20.9,14.5,9.2,4.6,20.3,20.0,17.6,15.0,22.3,21.9,18.8,15.9,26.6,25.1,27.1
2019-01-12--11:05:48,21.1,20.9,14.5,9.2,4.6,20.3,20.0,17.6,15.0,22.3,21.9,18.8,15.9,26.6,25.1,27.1
2019-01-12--11:09:24,21.1,20.9,14.5,9.2,4.6,20.3,20.0,17.6,15.0,22.3,21.9,18.8,15.9,26.6,25.1,27.1
2019-01-12--11:13:00,21.1,20.9,14.5,9.2,4.6,20.3,20.0,17.6,15.0,22.3,21.9,18.8,15.9,26.6,25.1,27.1
2019-01-12--11:16:36,21.1,20.9,14.5,9.2,4.7,20.3,20.0,17.7,15.1,22.3,22.0,18.8,15.9,26.7,25.1,27.1
2019-01-12--11:20:12,21.1,20.9,14.5,9.2,4.7,20.3,20.0,17.7,15.1,22.3,22.0,18.8,15.9,26.7,25.1,27.1
2019-01-12--11:23:48,21.1,20.9,14.5,9.2,4.7,20.3,20.0,17.7,15.1,22.3,22.0,18.8,15.9,26.7,25.1,27.1
2019-01-12--11:27:24,21.1,20.9,14.5,9.2,4.7,20.3,20.0,17.7,15.1,22.3,22.0,18.8,15.9,26.7,25.1,27.1
2019-01-12--11:31:00,21.1,20.9,14.6,9.3,4.8,20.3,20.1,17.7,15.1,22.3,22.0,18.8,15.9,26.7,25.1,27.1
2019-01-12--11:34:36,21.1,20.9,14.6,9.3,4.8,20.3,20.1,17.7,15.1,22.3,22.0,18.8,15.9,26.7,25.1,27.1
2019-01-12--11:38:12,21.1,20.9,14.6,9.3,4.8,20.3,20.1,17.7,15.1,22.3,22.0,18.8,15.9,26.7,25.1,27.1
2019-01-12--11:41:48,21.1,20.9,14.6,9.3,4.8,20.3,20.1,17.7,15.1,22.3,22.0,18.8,15.9,26.7,25.1,27.1
2019-01-12--11:45:24,21.1,20.9,14.6,9.4,4.9,20.3,20.1,17.7,15.1,22.4,22.0,18.9,16.0,26.7,25.1,27.2
2019-01-12--11:49:00,21.1,20.9,14.6,9.4,4.9,20.3,20.1,17.7,15.1,22.4,22.0,18.9,16.0,26.7,25.1,27.2
2019-01-12--11:52:36,21.1,20.9,14.6,9.4,4.9,20.3,20.1,17.7,15.1,22.4,22.0,18.9,16.0,26.7,25.1,27.2
2019-01-12--11:56:12,21.1,20.9,14.6,9.4,4.9,20.3,20.1,17.7,15.1,22.4,22.0,18.9,16.0,26.7,25.1,27.2
2019-01-12--11:59:48,21.1,20.9,14.6,9.4,4.9,20.3,20.1,17.7,15.1,22.4,22.0,18.9,16.0,26.7,25.1,27.2
2019-01-12--12:03:24,21.2,21.0,14.7,9.5,4.9,20.4,20.1,17.7,15.2,22.4,22.1,18.9,16.0,26.7,25.1,27.1
2019-01-12--12:07:00,21.2,21.0,14.7,9.5,4.9,20.4,20.1,17.7,15.2,22.4,22.1,18.9,16.0,26.7,25.1,27.1
2019-01-12--12:10:36,21.2,21.0,14.7,9.5,4.9,20.4,20.1,17.7,15.2,22.4,22.1,18.9,16.0,26.7,25.1,27.1
2019-01-12--12:14:12,21.2,21.0,14.7,9.5,4.9,20.4,20.1,17.7,15.2,22.4,22.1,18.9,16.0,26.7,25.1,27.1
2019-01-12--12:17:48,21.2,21.0,14.7,9.5,5.0,20.4,20.1,17.8,15.2,22.4,22.1,18.9,16.0,26.7,25.1,27.1
2019-01-12--12:21:24,21.2,21.0,14.7,9.5,5.0,20.4,20.1,17.8,15.2,22.4,22.1,18.9,16.0,26.7,25.1,27.1
2019-01-12--12:25:00,21.2,21.0,14.7,9.5,5.0,20.4,20.1,17.8,15.2,22.4,22.1,18.9,16.0,26.7,25.1,27.1
2019-01-12--12:28:36,21.2,21.0,14.7,9.5,5.0,20.4,20.1,17.8,15.2,22.4,22.1,18.9,16.0,26.7,25.1,27.1
2019-01-12--12:32:12,21.2,21.0,14.8,9.6,5.1,20.4,20.1,17.8,15.2,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--12:35:48,21.2,21.0,14.8,9.6,5.1,20.4,20.1,17.8,15.2,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--12:39:24,21.2,21.0,14.8,9.6,5.1,20.4,20.1,17.8,15.2,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--12:43:00,21.2,21.0,14.8,9.6,5.1,20.4,20.1,17.8,15.2,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--12:46:36,21.2,21.0,14.8,9.7,5.1,20.4,20.2,17.8,15.3,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--12:50:12,21.2,21.0,14.8,9.7,5.1,20.4,20.2,17.8,15.3,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--12:53:48,21.2,21.0,14.8,9.7,5.1,20.4,20.2,17.8,15.3,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--12:57:24,21.2,21.0,14.8,9.7,5.1,20.4,20.2,17.8,15.3,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--13:01:00,21.2,21.1,14.9,9.7,5.2,20.4,20.2,17.8,15.3,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--13:04:36,21.2,21.1,14.9,9.7,5.2,20.4,20.2,17.8,15.3,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--13:08:12,21.2,21.1,14.9,9.7,5.2,20.4,20.2,17.8,15.3,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--13:11:48,21.2,21.1,14.9,9.7,5.2,20.4,20.2,17.8,15.3,22.4,22.1,19.0,16.1,26.7,25.1,27.0
2019-01-12--13:15:24,21.3,21.1,14.9,9.8,5.2,20.4,20.2,17.8,15.3,22.4,22.1,19.1,16.1,26.7,25.1,27.0
2019-01-12--13:19:00,21.3,21.1,14.9,9.8,5.2,20.4,20.2,17.8,15.3,22.4,22.1,19.1,16.1,26.7,25.1,26.9
2019-01-12--13:22:36,21.3,21.1,14.9,9.8,5.2,20.4,20.2,17.8,15.3,22.4,22.1,19.1,16.1,26.7,25.1,26.9
2019-01-12--13:26:12,21.3,21.1,14.9,9.8,5.2,20.4,20.2,17.8,15.3,22.4,22.1,19.1,16.1,26.7,25.1,26.9
2019-01-12--13:29:48,21.3,21.1,14.9,9.8,5.2,20.4,20.2,17.8,15.3,22.4,22.1,19.1,16.1,26.7,25.1,26.9
2019-01-12--13:33:24,21.3,21.1,14.9,9.8,5.3,20.5,20.2,17.9,15.3,22.4,22.1,19.1,16.2,26.7,25.1,26.8
2019-01-12--13:37:00,21.3,21.1,14.9,9.8,5.3,20.5,20.2,17.9,15.3,22.4,22.1,19.1,16.2,26.7,25.1,26.8
2019-01-12--13:40:36,21.3,21.1,14.9,9.8,5.3,20.5,20.2,17.9,15.3,22.4,22.1,19.1,16.2,26.7,25.1,26.8
2019-01-12--13:44:12,21.3,21.1,14.9,9.8,5.3,20.5,20.2,17.9,15.3,22.4,22.1,19.1,16.2,26.7,25.1,26.8
2019-01-12--13:47:48,21.3,21.1,15.0,9.9,5.3,20.5,20.2,17.9,15.4,22.4,22.1,19.1,16.2,26.7,25.1,26.8
2019-01-12--13:51:24,21.3,21.1,15.0,9.9,5.3,20.5,20.2,17.9,15.4,22.4,22.1,19.1,16.2,26.7,25.1,26.8
2019-01-12--13:55:00,21.3,21.1,15.0,9.9,5.3,20.5,20.2,17.9,15.4,22.4,22.1,19.1,16.2,26.7,25.1,26.8
2019-01-12--13:58:36,21.3,21.1,15.0,9.9,5.3,20.5,20.2,17.9,15.4,22.4,22.1,19.1,16.2,26.7,25.1,26.8
2019-01-12--14:02:12,21.3,21.1,15.0,9.9,5.4,20.5,20.2,17.9,15.4,22.4,22.1,19.2,16.2,26.6,25.1,26.7
2019-01-12--14:05:48,21.3,21.1,15.0,9.9,5.4,20.5,20.2,17.9,15.4,22.4,22.1,19.2,16.2,26.6,25.1,26.7
2019-01-12--14:09:24,21.3,21.1,15.0,9.9,5.4,20.5,20.2,17.9,15.4,22.4,22.1,19.2,16.2,26.6,25.1,26.7
2019-01-12--14:13:00,21.3,21.1,15.0,9.9,5.4,20.5,20.2,17.9,15.4,22.4,22.1,19.2,16.2,26.6,25.1,26.7
2019-01-12--14:16:36,21.3,21.2,15.0,9.9,5.4,20.5,20.3,17.9,15.4,22.4,22.1,19.2,16.3,26.6,25.1,26.7
2019-01-12--14:20:12,21.3,21.2,15.0,9.9,5.4,20.5,20.3,17.9,15.4,22.4,22.1,19.2,16.3,26.6,25.1,26.7
2019-01-12--14:23:48,21.3,21.2,15.0,9.9,5.4,20.5,20.3,17.9,15.4,22.4,22.1,19.2,16.3,26.6,25.1,26.7
2019-01-12--14:27:24,21.3,21.2,15.0,9.9,5.4,20.5,20.3,17.9,15.4,22.4,22.1,19.2,16.3,26.6,25.1,26.7
2019-01-12--14:31:00,21.3,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.4,22.4,22.1,19.2,16.3,26.6,25.1,26.7
2019-01-12--14:34:36,21.3,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.4,22.4,22.1,19.2,16.3,26.6,25.1,26.7
2019-01-12--14:38:12,21.3,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.4,22.4,22.1,19.2,16.3,26.6,25.1,26.7
2019-01-12--14:41:48,21.3,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.4,22.4,22.1,19.2,16.3,26.6,25.1,26.7
2019-01-12--14:45:24,21.4,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.3,26.6,25.1,26.7
2019-01-12--14:49:00,21.4,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.3,26.6,25.1,26.6
2019-01-12--14:52:36,21.4,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.3,26.6,25.1,26.6
2019-01-12--14:56:12,21.4,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.3,26.6,25.1,26.6
2019-01-12--14:59:48,21.4,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.3,26.6,25.1,26.6
2019-01-12--15:03:24,21.4,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.3,26.6,25.1,26.6
2019-01-12--15:07:00,21.4,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.3,26.6,25.1,26.6
2019-01-12--15:10:36,21.4,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.3,26.6,25.1,26.6
2019-01-12--15:14:12,21.4,21.2,15.1,10.0,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.3,26.6,25.1,26.6
2019-01-12--15:17:48,21.4,21.2,15.2,10.1,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.4,26.6,25.0,26.5
2019-01-12--15:21:24,21.4,21.2,15.2,10.1,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.4,26.6,25.0,26.5
2019-01-12--15:25:00,21.4,21.2,15.2,10.1,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.4,26.6,25.0,26.5
2019-01-12--15:28:36,21.4,21.2,15.2,10.1,5.4,20.5,20.3,18.0,15.5,22.4,22.1,19.2,16.4,26.6,25.0,26.5
2019-01-12--15:32:12,21.4,21.2,15.2,10.1,5.4,20.6,20.3,18.0,15.5,22.4,22.1,19.3,16.4,26.5,25.0,26.5
2019-01-12--15:35:48,21.4,21.2,15.2,10.1,5.4,20.6,20.3,18.0,15.5,22.4,22.1,19.3,16.4,26.5,25.0,26.5
2019-01-12--15:39:24,21.4,21.2,15.2,10.1,5.4,20.6,20.3,18.0,15.5,22.4,22.1,19.3,16.4,26.5,25.0,26.5
2019-01-12--15:43:00,21.4,21.2,15.2,10.1,5.4,20.6,20.3,18.0,15.5,22.4,22.1,19.3,16.4,26.5,25.0,26.5
2019-01-12--15:46:36,21.4,21.2,15.2,10.1,5.4,20.6,20.3,18.1,15.6,22.4,22.1,19.3,16.4,26.6,25.0,26.5
2019-01-12--15:50:12,21.4,21.2,15.2,10.1,5.4,20.6,20.3,18.1,15.6,22.4,22.1,19.3,16.4,26.6,25.0,26.5
2019-01-12--15:53:48,21.4,21.2,15.2,10.1,5.4,20.6,20.3,18.1,15.6,22.4,22.1,19.3,16.4,26.6,25.0,26.5
2019-01-12--15:57:24,21.4,21.2,15.2,10.1,5.4,20.6,20.3,18.1,15.6,22.4,22.1,19.3,16.4,26.6,25.0,26.5
2019-01-12--16:01:00,21.4,21.2,15.2,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.4,26.5,25.0,26.4
2019-01-12--16:04:36,21.4,21.2,15.2,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.4,26.5,25.0,26.4
2019-01-12--16:08:12,21.4,21.2,15.2,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.4,26.5,25.0,26.4
2019-01-12--16:11:48,21.4,21.2,15.2,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.4,26.5,25.0,26.4
2019-01-12--16:15:24,21.4,21.2,15.3,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.5,26.5,25.0,26.4
2019-01-12--16:19:00,21.4,21.2,15.3,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.5,26.5,25.0,26.4
2019-01-12--16:22:36,21.4,21.2,15.3,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.5,26.5,25.0,26.4
2019-01-12--16:26:12,21.4,21.2,15.3,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.5,26.5,25.0,26.4
2019-01-12--16:29:48,21.4,21.2,15.3,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.5,26.5,25.0,26.4
2019-01-12--16:33:24,21.4,21.3,15.3,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.5,26.5,25.0,26.4
2019-01-12--16:37:00,21.4,21.3,15.3,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.5,26.5,25.0,26.4
2019-01-12--16:40:36,21.4,21.3,15.3,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.5,26.5,25.0,26.4
2019-01-12--16:44:12,21.4,21.3,15.3,10.1,5.4,20.6,20.4,18.1,15.6,22.3,22.1,19.3,16.5,26.5,25.0,26.4
2019-01-12--16:47:48,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.1,15.7,22.3,22.1,19.3,16.5,26.5,24.9,26.4
2019-01-12--16:51:24,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.1,15.7,22.3,22.1,19.3,16.5,26.5,24.9,26.4
2019-01-12--16:55:00,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.1,15.7,22.3,22.1,19.3,16.5,26.5,24.9,26.4
2019-01-12--16:58:36,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.1,15.7,22.3,22.1,19.3,16.5,26.5,24.9,26.4
2019-01-12--17:02:12,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.1,19.3,16.5,26.5,24.9,26.3
2019-01-12--17:05:48,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.1,19.3,16.5,26.5,24.9,26.3
2019-01-12--17:09:24,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.1,19.3,16.5,26.5,24.9,26.3
2019-01-12--17:13:00,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.1,19.3,16.5,26.5,24.9,26.3
2019-01-12--17:16:36,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.0,19.4,16.5,26.5,24.9,26.3
2019-01-12--17:20:12,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.0,19.4,16.5,26.5,24.9,26.3
2019-01-12--17:23:48,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.0,19.4,16.5,26.5,24.9,26.3
2019-01-12--17:27:24,21.4,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.0,19.4,16.5,26.5,24.9,26.3
2019-01-12--17:31:00,21.5,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.0,19.4,16.5,26.5,24.9,26.3
2019-01-12--17:34:36,21.5,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.0,19.4,16.5,26.5,24.9,26.3
2019-01-12--17:38:12,21.5,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.0,19.4,16.5,26.5,24.9,26.3
2019-01-12--17:41:48,21.5,21.3,15.3,10.2,5.4,20.6,20.4,18.2,15.7,22.3,22.0,19.4,16.5,26.5,24.9,26.3
2019-01-12--17:45:24,21.5,21.3,15.4,10.2,5.4,20.7,20.4,18.2,15.8,22.3,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--17:49:00,21.5,21.3,15.4,10.2,5.4,20.7,20.4,18.2,15.8,22.3,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--17:52:36,21.5,21.3,15.4,10.2,5.4,20.7,20.4,18.2,15.8,22.3,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--17:56:12,21.5,21.3,15.4,10.2,5.4,20.7,20.4,18.2,15.8,22.3,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--17:59:48,21.5,21.3,15.4,10.2,5.4,20.7,20.4,18.2,15.8,22.3,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--18:03:24,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.2,15.8,22.3,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--18:07:00,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.2,15.8,22.3,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--18:10:36,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.2,15.8,22.3,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--18:14:12,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.2,15.8,22.3,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--18:17:48,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.2,15.8,22.3,22.0,19.4,16.6,26.4,24.9,26.3
2019-01-12--18:21:24,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.2,15.8,22.3,22.0,19.4,16.6,26.4,24.9,26.3
2019-01-12--18:25:00,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.2,15.8,22.3,22.0,19.4,16.6,26.4,24.9,26.3
2019-01-12--18:28:36,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.2,15.8,22.3,22.0,19.4,16.6,26.4,24.9,26.3
2019-01-12--18:32:12,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.3,15.8,22.3,22.0,19.4,16.6,26.4,24.9,26.2
2019-01-12--18:35:48,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.3,15.8,22.3,22.0,19.4,16.6,26.4,24.9,26.2
2019-01-12--18:39:24,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.3,15.8,22.3,22.0,19.4,16.6,26.4,24.9,26.2
2019-01-12--18:43:00,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.3,15.8,22.3,22.0,19.4,16.6,26.4,24.9,26.2
2019-01-12--18:46:36,21.5,21.4,15.4,10.2,5.4,20.7,20.5,18.3,15.8,22.2,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--18:50:12,21.5,21.4,15.4,10.2,5.4,20.7,20.5,18.3,15.8,22.2,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--18:53:48,21.5,21.4,15.4,10.2,5.4,20.7,20.5,18.3,15.8,22.2,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--18:57:24,21.5,21.4,15.4,10.2,5.4,20.7,20.5,18.3,15.8,22.2,22.0,19.4,16.6,26.5,24.9,26.3
2019-01-12--19:01:00,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.6,26.4,24.8,26.3
2019-01-12--19:04:36,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.6,26.4,24.8,26.3
2019-01-12--19:08:12,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.6,26.4,24.8,26.3
2019-01-12--19:11:48,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.6,26.4,24.8,26.3
2019-01-12--19:15:24,21.5,21.3,15.4,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.6,26.4,24.8,26.3
2019-01-12--19:19:00,21.5,21.3,15.5,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.6,26.4,24.8,26.2
2019-01-12--19:22:36,21.5,21.3,15.5,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.6,26.4,24.8,26.2
2019-01-12--19:26:12,21.5,21.3,15.5,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.6,26.4,24.8,26.2
2019-01-12--19:29:48,21.5,21.3,15.5,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.6,26.4,24.8,26.2
2019-01-12--19:33:24,21.5,21.3,15.5,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--19:37:00,21.5,21.3,15.5,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--19:40:36,21.5,21.3,15.5,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--19:44:12,21.5,21.3,15.5,10.2,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--19:47:48,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--19:51:24,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--19:55:00,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--19:58:36,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--20:02:12,21.5,21.3,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--20:05:48,21.5,21.3,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--20:09:24,21.5,21.3,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--20:13:00,21.5,21.3,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.8,26.2
2019-01-12--20:16:36,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:20:12,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:23:48,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:27:24,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.3,15.9,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:31:00,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,15.9,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:34:36,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,15.9,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:38:12,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,15.9,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:41:48,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,15.9,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:45:24,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,15.9,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:49:00,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:52:36,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:56:12,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--20:59:48,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--21:03:24,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--21:07:00,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--21:10:36,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--21:14:12,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.4,16.7,26.4,24.7,26.2
2019-01-12--21:17:48,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.5,16.7,26.4,24.7,26.2
2019-01-12--21:21:24,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.5,16.7,26.4,24.7,26.2
2019-01-12--21:25:00,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.5,16.7,26.4,24.7,26.2
2019-01-12--21:28:36,21.5,21.4,15.5,10.3,5.4,20.7,20.5,18.4,16.0,22.2,22.0,19.5,16.7,26.4,24.7,26.2
