x,APAR_611.11,APAR_612.12,APAR_613.13,APAR_614.14,APAR_615.15,APAR_616.16,APAR_617.17,APAR_618.18,APAR_619.19,APAR_620.20,APAR_621.21,APAR_622.22,APAR_623.23,APAR_624.24,APAR_625.25,FIF_602.2,FIF_603.3,FIF_604.4,FIF_605.5,FIF_606.6
2019-01-10--00:52:48,20.8,20.5,19.2,13.8,7.8,21.6,21.0,17.6,14.5,10.8,20.7,19.9,17.8,4.8,-4.2,24.1,26.0,22.5,26.1,26.4
2019-01-10--00:56:24,20.8,20.4,19.2,13.8,7.8,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.7,-4.2,24.0,25.9,22.5,26.1,26.3
2019-01-10--01:00:00,20.8,20.4,19.2,13.8,7.8,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.7,-4.2,24.0,25.9,22.5,26.1,26.3
2019-01-10--01:03:36,20.7,20.4,19.2,13.8,7.7,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.7,-4.3,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:07:12,20.7,20.4,19.2,13.8,7.7,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.7,-4.3,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:10:48,20.7,20.4,19.2,13.8,7.7,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.7,-4.3,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:14:24,20.7,20.4,19.2,13.8,7.7,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.7,-4.3,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:18:00,20.7,20.4,19.2,13.8,7.7,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.6,-4.3,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:21:36,20.7,20.4,19.2,13.8,7.7,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.6,-4.3,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:25:12,20.7,20.4,19.2,13.8,7.7,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.6,-4.3,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:28:48,20.7,20.4,19.2,13.8,7.7,21.6,21.0,17.6,14.5,10.8,20.7,19.8,17.8,4.6,-4.3,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:32:24,20.7,20.4,19.2,13.7,7.7,21.6,21.0,17.6,14.5,10.7,20.7,19.8,17.7,4.6,-4.4,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:36:00,20.7,20.4,19.2,13.7,7.7,21.6,21.0,17.6,14.5,10.7,20.7,19.8,17.7,4.6,-4.4,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:39:36,20.7,20.4,19.2,13.7,7.7,21.6,21.0,17.6,14.5,10.7,20.7,19.8,17.7,4.6,-4.4,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:43:12,20.7,20.4,19.2,13.7,7.7,21.6,21.0,17.6,14.5,10.7,20.7,19.8,17.7,4.6,-4.4,24.0,26.0,22.5,26.1,26.4
2019-01-10--01:46:48,20.7,20.4,19.1,13.7,7.7,21.6,21.0,17.6,14.5,10.7,20.6,19.8,17.7,4.5,-4.4,24.0,26.0,22.4,26.1,26.3
2019-01-10--01:50:24,20.7,20.4,19.1,13.7,7.7,21.6,21.0,17.6,14.5,10.7,20.6,19.8,17.7,4.5,-4.4,24.0,26.0,22.4,26.1,26.3
2019-01-10--01:54:00,20.7,20.4,19.1,13.7,7.7,21.6,21.0,17.6,14.5,10.7,20.6,19.8,17.7,4.5,-4.4,24.0,26.0,22.4,26.1,26.3
2019-01-10--01:57:36,20.7,20.4,19.1,13.7,7.7,21.6,21.0,17.6,14.5,10.7,20.6,19.8,17.7,4.5,-4.4,24.0,26.0,22.4,26.1,26.3
2019-01-10--02:01:12,20.7,20.4,19.2,13.7,7.6,21.6,21.0,17.6,14.5,10.7,20.6,19.8,17.7,4.5,-4.5,23.9,25.9,22.4,26.1,26.3
2019-01-10--02:04:48,20.7,20.4,19.2,13.7,7.6,21.6,21.0,17.6,14.5,10.7,20.6,19.8,17.7,4.5,-4.5,23.9,25.9,22.4,26.1,26.3
2019-01-10--02:08:24,20.7,20.4,19.2,13.7,7.6,21.6,21.0,17.6,14.5,10.7,20.6,19.8,17.7,4.5,-4.5,23.9,25.9,22.4,26.1,26.3
2019-01-10--02:12:00,20.7,20.4,19.2,13.7,7.6,21.6,21.0,17.6,14.5,10.7,20.6,19.8,17.7,4.5,-4.5,23.9,25.9,22.4,26.1,26.3
2019-01-10--02:15:36,20.7,20.4,19.1,13.7,7.6,21.6,21.0,17.6,14.5,10.7,20.6,19.7,17.7,4.4,-4.5,23.9,25.9,22.4,26.1,26.3
2019-01-10--02:19:12,20.7,20.4,19.1,13.7,7.6,21.6,21.0,17.6,14.5,10.7,20.6,19.7,17.7,4.4,-4.5,23.9,25.9,22.4,26.1,26.2
2019-01-10--02:22:48,20.7,20.4,19.1,13.7,7.6,21.6,21.0,17.6,14.5,10.7,20.6,19.7,17.7,4.4,-4.5,23.9,25.9,22.4,26.1,26.2
2019-01-10--02:26:24,20.7,20.4,19.1,13.7,7.6,21.6,21.0,17.6,14.5,10.7,20.6,19.7,17.7,4.4,-4.5,23.9,25.9,22.4,26.1,26.2
2019-01-10--02:30:00,20.7,20.4,19.1,13.7,7.6,21.6,21.0,17.6,14.5,10.7,20.6,19.7,17.7,4.4,-4.5,23.9,25.9,22.4,26.1,26.2
2019-01-10--02:33:36,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.6,14.4,10.7,20.6,19.7,17.6,4.4,-4.6,23.9,25.8,22.3,26.0,26.2
2019-01-10--02:37:12,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.6,14.4,10.7,20.6,19.7,17.6,4.4,-4.6,23.9,25.8,22.3,26.0,26.2
2019-01-10--02:40:48,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.6,14.4,10.7,20.6,19.7,17.6,4.4,-4.6,23.9,25.8,22.3,26.0,26.2
2019-01-10--02:44:24,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.6,14.4,10.7,20.6,19.7,17.6,4.4,-4.6,23.9,25.8,22.3,26.0,26.2
2019-01-10--02:48:00,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.6,14.4,10.6,20.5,19.7,17.6,4.4,-4.6,23.9,25.9,22.3,26.0,26.2
2019-01-10--02:51:36,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.6,14.4,10.6,20.5,19.7,17.6,4.4,-4.6,23.9,25.9,22.3,26.0,26.2
2019-01-10--02:55:12,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.6,14.4,10.6,20.5,19.7,17.6,4.4,-4.6,23.9,25.9,22.3,26.0,26.2
2019-01-10--02:58:48,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.6,14.4,10.6,20.5,19.7,17.6,4.4,-4.6,23.9,25.9,22.3,26.0,26.2
2019-01-10--03:02:24,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.5,14.4,10.6,20.5,19.7,17.6,4.3,-4.7,23.9,25.9,22.3,26.1,26.3
2019-01-10--03:06:00,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.5,14.4,10.6,20.5,19.7,17.6,4.3,-4.7,23.9,25.9,22.3,26.1,26.3
2019-01-10--03:09:36,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.5,14.4,10.6,20.5,19.7,17.6,4.3,-4.7,23.9,25.9,22.3,26.1,26.3
2019-01-10--03:13:12,20.7,20.4,19.1,13.7,7.6,21.5,21.0,17.5,14.4,10.6,20.5,19.7,17.6,4.3,-4.7,23.9,25.9,22.3,26.1,26.3
2019-01-10--03:16:48,20.7,20.3,19.1,13.6,7.5,21.5,20.9,17.5,14.4,10.6,20.5,19.7,17.6,4.3,-4.7,24.0,26.0,22.4,26.1,26.3
