['x', 'APAR_511.11', 'APAR_512.12', 'APAR_513.13', 'APAR_514.14', 'APAR_515.15', 'APAR_516.16', 'APAR_517.17', 'APAR_518.18', 'APAR_519.19', 'APAR_520.20', 'APAR_521.21', 'APAR_522.22', 'APAR_523.23', 'FIF_504.4', 'FIF_505.5', 'FIF_506.6']
[1547157816000, '26.2', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.5', '22.000000', '21.000000', '20.000000']
[1547158032000, '26.2', '26.1', '31.3', '47.2', '68.8', '41.2', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.5', '22.000000', '21.000000', '20.000000']
[1547158248000, '26.2', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547158464000, '26.2', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547158680000, '26.2', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547158896000, '26.2', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547159112000, '26.1', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547159328000, '26.1', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547159544000, '26.1', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.6', '25.6', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547159760000, '26.1', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547159976000, '26.1', '26.1', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547160192000, '26.1', '26.0', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547160408000, '26.1', '26.0', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547160624000, '26.1', '26.0', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547160840000, '26.1', '26.0', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547161056000, '26.1', '26.0', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.6', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547161272000, '26.1', '26.0', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.6', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547161488000, '26.1', '26.0', '31.3', '47.2', '68.8', '41.1', '42.1', '40.3', '47.5', '24.6', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547161704000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.6', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547161920000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547162136000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547162352000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547162568000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547162784000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547163000000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547163216000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547163432000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.6', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547163648000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547163864000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547164080000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547164296000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547164512000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547164728000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547164944000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547165160000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547165376000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '20.000000']
[1547165592000, '26.1', '26.0', '31.3', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '20.000000']
[1547165808000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547166024000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.4', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547166240000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.4', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547166456000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.4', '22.000000', '21.000000', '19.000000']
[1547166672000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547166888000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547167104000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.4', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '20.000000']
[1547167320000, '26.1', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.4', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547167536000, '26.0', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547167752000, '26.0', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.5', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547167968000, '26.0', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.4', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547168184000, '26.0', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.4', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547168400000, '26.0', '26.0', '31.4', '47.3', '68.8', '41.1', '42.1', '40.3', '47.4', '24.5', '25.5', '33.1', '39.3', '22.000000', '21.000000', '19.000000']
[1547168616000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']
