x,APAR_715.15,APAR_716.16,APAR_717.17,APAR_718.18,APAR_719.19,APAR_720.20,APAR_721.21,APAR_722.22,APAR_723.23,APAR_724.24,APAR_725.25,APAR_726.26,APAR_727.27,APAR_728.28,APAR_729.29,APAR_730.30,APAR_731.31,APAR_732.32,APAR_733.1,APAR_734.2,APAR_735.3,APAR_736.4,APAR_737.5,APAR_738.6,APAR_739.7,APAR_740.8,APAR_741.9,APAR_742.10,APAR_743.11,APAR_744.12,APAR_745.13,APAR_746.14,APAR_747.15,APAR_748.16,APAR_749.17,APAR_750.18,APAR_751.19,APAR_752.20,APAR_753.21,APAR_754.22,APAR_755.23,APAR_756.24,APAR_757.25,FIF_703.3,FIF_704.4,FIF_705.5,FIF_706.6,FIF_707.7,FIF_708.8,FIF_709.9,FIF_710.10
2019-01-10--08:48:00,42.0,42.2,39.9,49.2,74.0,39.7,38.7,36.2,53.9,74.6,49.7,50.8,50.9,61.2,36.9,39.5,39.8,50.1,38.1,39.2,35.1,44.2,52.7,42.5,45.3,37.2,47.2,61.1,61.1,48.2,37.0,38.6,64.9,50.1,39.7,29.0,54.4,40.9,32.3,28.5,81.2,54.6,81.5,26.000000,31.000000,26.000000,37.000000,30.000000,30.000000,32.000000,28.000000
2019-01-10--08:51:36,42.0,42.2,39.9,49.2,74.0,39.7,38.7,36.2,53.9,74.6,49.7,50.8,50.9,61.2,36.9,39.5,39.8,50.1,38.1,39.2,35.1,44.2,52.7,42.5,45.3,37.2,47.2,61.1,61.1,48.2,37.0,38.6,64.9,50.1,39.7,29.0,54.4,40.9,32.3,28.5,81.2,54.6,81.5,26.000000,31.000000,26.000000,37.000000,30.000000,30.000000,32.000000,28.000000
2019-01-10--08:55:12,42.0,42.2,39.9,49.2,74.0,39.7,38.7,36.2,53.9,74.6,49.7,50.8,50.9,61.2,36.9,39.5,39.8,50.1,38.1,39.2,35.1,44.2,52.7,42.5,45.3,37.2,47.2,61.1,61.1,48.2,37.0,38.6,64.9,50.1,39.7,29.0,54.4,40.9,32.3,28.5,81.2,54.6,81.5,26.000000,31.000000,26.000000,37.000000,30.000000,30.000000,32.000000,28.000000
2019-01-10--08:58:48,42.0,42.2,39.9,49.2,74.0,39.7,38.7,36.2,53.9,74.6,49.7,50.8,50.9,61.2,36.9,39.5,39.8,50.1,38.1,39.2,35.1,44.2,52.7,42.5,45.3,37.2,47.2,61.1,61.1,48.2,37.0,38.6,64.9,50.1,39.7,29.0,54.4,40.9,32.3,28.5,81.2,54.6,81.5,26.000000,31.000000,26.000000,37.000000,30.000000,30.000000,32.000000,28.000000
2019-01-10--09:02:24,42.1,42.3,39.9,49.3,74.1,39.7,38.6,36.1,53.9,74.6,49.7,50.8,50.8,61.2,36.9,39.6,39.8,50.1,38.1,39.2,35.1,44.2,52.7,42.5,45.4,37.2,47.3,61.1,61.1,48.2,37.1,38.7,64.9,50.1,39.7,29.0,54.5,40.8,32.3,28.4,80.8,54.8,82.2,26.000000,31.000000,26.000000,37.000000,30.000000,30.000000,32.000000,28.000000
2019-01-10--09:06:00,42.1,42.3,39.9,49.3,74.1,39.7,38.6,36.1,53.9,74.6,49.7,50.8,50.8,61.2,36.9,39.6,39.8,50.1,38.1,39.2,35.1,44.2,52.7,42.5,45.4,37.2,47.3,61.1,61.1,48.2,37.1,38.7,64.9,50.1,39.7,29.0,54.5,40.8,32.3,28.4,80.8,54.8,82.2,26.000000,31.000000,26.000000,37.000000,30.000000,30.000000,32.000000,28.000000
2019-01-10--09:09:36,42.1,42.3,39.9,49.3,74.1,39.7,38.6,36.1,53.9,74.6,49.7,50.8,50.8,61.2,36.9,39.6,39.8,50.1,38.1,39.2,35.1,44.2,52.7,42.5,45.4,37.2,47.3,61.1,61.1,48.2,37.1,38.7,64.9,50.1,39.7,29.0,54.5,40.8,32.3,28.4,80.8,54.8,82.2,26.000000,31.000000,26.000000,37.000000,30.000000,30.000000,32.000000,28.000000
2019-01-10--09:13:12,42.1,42.3,39.9,49.3,74.1,39.7,38.6,36.1,53.9,74.6,49.7,50.8,50.8,61.2,36.9,39.6,39.8,50.1,38.1,39.2,35.1,44.2,52.7,42.5,45.4,37.2,47.3,61.1,61.1,48.2,37.1,38.7,64.9,50.1,39.7,29.0,54.5,40.8,32.3,28.4,80.8,54.8,82.2,26.000000,31.000000,26.000000,37.000000,30.000000,30.000000,32.000000,28.000000
2019-01-10--09:16:48,41.9,42.0,39.8,49.3,74.1,39.7,38.7,36.1,53.9,74.7,49.8,50.8,50.9,61.3,36.9,39.6,39.8,50.1,38.1,39.2,35.0,44.2,52.8,42.5,45.4,37.2,47.3,61.2,61.1,48.2,37.0,38.5,64.9,50.1,39.7,28.9,54.5,40.8,32.3,28.5,80.4,54.9,81.7,26.000000,31.000000,26.000000,37.000000,31.000000,30.000000,32.000000,27.000000
2019-01-10--09:20:24,41.9,42.0,39.8,49.3,74.1,39.7,38.7,36.1,53.9,74.7,49.8,50.8,50.9,61.3,36.9,39.6,39.8,50.1,38.1,39.2,35.0,44.2,52.8,42.5,45.4,37.2,47.3,61.2,61.1,48.2,37.0,38.5,64.9,50.1,39.7,28.9,54.5,40.8,32.3,28.5,80.4,54.9,81.7,26.000000,31.000000,26.000000,37.000000,31.000000,30.000000,32.000000,27.000000
2019-01-10--09:24:00,41.9,42.0,39.8,49.3,74.1,39.7,38.7,36.1,53.9,74.7,49.8,50.8,50.9,61.3,36.9,39.6,39.8,50.1,38.1,39.2,35.0,44.2,52.8,42.5,45.4,37.2,47.3,61.2,61.1,48.2,37.0,38.5,64.9,50.1,39.7,28.9,54.5,40.8,32.3,28.5,80.4,54.9,81.7,26.000000,31.000000,26.000000,37.000000,31.000000,30.000000,32.000000,27.000000
2019-01-10--09:27:36,41.9,42.0,39.8,49.3,74.1,39.7,38.7,36.1,53.9,74.7,49.8,50.8,50.9,61.3,36.9,39.6,39.8,50.1,38.1,39.2,35.0,44.2,52.8,42.5,45.4,37.2,47.3,61.2,61.1,48.2,37.0,38.5,64.9,50.1,39.7,28.9,54.5,40.8,32.3,28.5,80.4,54.9,81.7,26.000000,31.000000,26.000000,37.000000,31.000000,30.000000,32.000000,27.000000
2019-01-10--09:31:12,42.0,42.2,39.8,49.3,74.1,39.7,38.6,36.1,53.9,74.7,49.8,50.8,50.9,61.3,36.9,39.6,39.8,50.2,38.1,39.1,35.0,44.2,52.8,42.6,45.4,37.2,47.3,61.3,61.1,48.3,37.1,38.6,65.0,50.1,39.6,28.9,54.5,40.8,32.2,28.4,80.4,55.2,81.9,26.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--09:34:48,42.0,42.2,39.8,49.3,74.1,39.7,38.6,36.1,53.9,74.7,49.8,50.8,50.9,61.3,36.9,39.6,39.8,50.2,38.1,39.1,35.0,44.2,52.8,42.6,45.4,37.2,47.3,61.3,61.1,48.3,37.1,38.6,65.0,50.1,39.6,28.9,54.5,40.8,32.2,28.4,80.4,55.2,81.9,26.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--09:38:24,42.0,42.2,39.8,49.3,74.1,39.7,38.6,36.1,53.9,74.7,49.8,50.8,50.9,61.3,36.9,39.6,39.8,50.2,38.1,39.1,35.0,44.2,52.8,42.6,45.4,37.2,47.3,61.3,61.1,48.3,37.1,38.6,65.0,50.1,39.6,28.9,54.5,40.8,32.2,28.4,80.4,55.2,81.9,26.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--09:42:00,42.0,42.2,39.8,49.3,74.1,39.7,38.6,36.1,53.9,74.7,49.8,50.8,50.9,61.3,36.9,39.6,39.8,50.2,38.1,39.1,35.0,44.2,52.8,42.6,45.4,37.2,47.3,61.3,61.1,48.3,37.1,38.6,65.0,50.1,39.6,28.9,54.5,40.8,32.2,28.4,80.4,55.2,81.9,26.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--09:45:36,42.6,43.2,40.0,49.4,74.2,39.6,38.5,36.0,53.9,74.8,49.6,50.8,50.9,61.4,36.8,39.4,39.7,50.3,38.1,39.2,35.0,44.2,52.9,42.7,45.6,37.2,47.3,61.4,61.2,48.8,37.3,38.7,65.0,50.1,39.6,28.9,54.6,41.2,32.2,28.0,79.8,55.8,81.8,27.000000,30.000000,26.000000,37.000000,29.000000,29.000000,32.000000,27.000000
2019-01-10--09:49:12,42.6,43.2,40.0,49.4,74.2,39.6,38.5,36.0,53.9,74.8,49.6,50.8,50.9,61.4,36.8,39.4,39.7,50.3,38.1,39.2,35.0,44.2,52.9,42.7,45.6,37.2,47.3,61.4,61.2,48.8,37.3,38.7,65.0,50.1,39.6,28.9,54.6,41.2,32.2,28.0,79.8,55.8,81.8,27.000000,30.000000,26.000000,37.000000,29.000000,29.000000,32.000000,27.000000
2019-01-10--09:52:48,42.6,43.2,40.0,49.4,74.2,39.6,38.5,36.0,53.9,74.8,49.6,50.8,50.9,61.4,36.8,39.4,39.7,50.3,38.1,39.2,35.0,44.2,52.9,42.7,45.6,37.2,47.3,61.4,61.2,48.8,37.3,38.7,65.0,50.1,39.6,28.9,54.6,41.2,32.2,28.0,79.8,55.8,81.8,27.000000,30.000000,26.000000,37.000000,29.000000,29.000000,32.000000,27.000000
2019-01-10--09:56:24,42.6,43.2,40.0,49.4,74.2,39.6,38.5,36.0,53.9,74.8,49.6,50.8,50.9,61.4,36.8,39.4,39.7,50.3,38.1,39.2,35.0,44.2,52.9,42.7,45.6,37.2,47.3,61.4,61.2,48.8,37.3,38.7,65.0,50.1,39.6,28.9,54.6,41.2,32.2,28.0,79.8,55.8,81.8,27.000000,30.000000,26.000000,37.000000,29.000000,29.000000,32.000000,27.000000
2019-01-10--10:00:00,42.6,43.2,40.0,49.4,74.2,39.6,38.5,36.0,53.9,74.8,49.6,50.8,50.9,61.4,36.8,39.4,39.7,50.3,38.1,39.2,35.0,44.2,52.9,42.7,45.6,37.2,47.3,61.4,61.2,48.8,37.3,38.7,65.0,50.1,39.6,28.9,54.6,41.2,32.2,28.0,79.8,55.8,81.8,27.000000,30.000000,26.000000,37.000000,29.000000,29.000000,32.000000,27.000000
2019-01-10--10:03:36,41.7,41.8,39.8,49.4,74.2,39.7,38.6,36.0,53.9,74.8,49.7,50.8,50.8,61.4,36.9,39.6,39.7,50.3,38.1,39.2,35.0,44.2,52.9,42.8,45.7,37.2,47.3,61.4,61.2,48.2,36.9,38.6,65.1,50.1,39.6,28.8,54.7,40.8,32.1,28.1,79.5,55.6,81.6,27.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--10:07:12,41.7,41.8,39.8,49.4,74.2,39.7,38.6,36.0,53.9,74.8,49.7,50.8,50.8,61.4,36.9,39.6,39.7,50.3,38.1,39.2,35.0,44.2,52.9,42.8,45.7,37.2,47.3,61.4,61.2,48.2,36.9,38.6,65.1,50.1,39.6,28.8,54.7,40.8,32.1,28.1,79.5,55.6,81.6,27.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--10:10:48,41.7,41.8,39.8,49.4,74.2,39.7,38.6,36.0,53.9,74.8,49.7,50.8,50.8,61.4,36.9,39.6,39.7,50.3,38.1,39.2,35.0,44.2,52.9,42.8,45.7,37.2,47.3,61.4,61.2,48.2,36.9,38.6,65.1,50.1,39.6,28.8,54.7,40.8,32.1,28.1,79.5,55.6,81.6,27.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--10:14:24,41.7,41.8,39.8,49.4,74.2,39.7,38.6,36.0,53.9,74.8,49.7,50.8,50.8,61.4,36.9,39.6,39.7,50.3,38.1,39.2,35.0,44.2,52.9,42.8,45.7,37.2,47.3,61.4,61.2,48.2,36.9,38.6,65.1,50.1,39.6,28.8,54.7,40.8,32.1,28.1,79.5,55.6,81.6,27.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--10:18:00,41.6,41.6,39.7,49.4,74.2,39.7,38.6,36.0,53.9,74.9,49.7,50.8,50.9,61.5,37.0,39.7,39.7,50.3,38.2,39.2,34.9,44.3,53.0,42.8,45.8,37.1,47.3,61.5,61.3,48.2,36.9,38.5,65.1,50.1,39.5,28.8,54.7,40.7,32.1,28.1,79.5,55.6,81.8,27.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--10:21:36,41.6,41.6,39.7,49.4,74.2,39.7,38.6,36.0,53.9,74.9,49.7,50.8,50.9,61.5,37.0,39.7,39.7,50.3,38.2,39.2,34.9,44.3,53.0,42.8,45.8,37.1,47.3,61.5,61.3,48.2,36.9,38.5,65.1,50.1,39.5,28.8,54.7,40.7,32.1,28.1,79.5,55.6,81.8,27.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--10:25:12,41.6,41.6,39.7,49.4,74.2,39.7,38.6,36.0,53.9,74.9,49.7,50.8,50.9,61.5,37.0,39.7,39.7,50.3,38.2,39.2,34.9,44.3,53.0,42.8,45.8,37.1,47.3,61.5,61.3,48.2,36.9,38.5,65.1,50.1,39.5,28.8,54.7,40.7,32.1,28.1,79.5,55.6,81.8,27.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--10:28:48,41.6,41.6,39.7,49.4,74.2,39.7,38.6,36.0,53.9,74.9,49.7,50.8,50.9,61.5,37.0,39.7,39.7,50.3,38.2,39.2,34.9,44.3,53.0,42.8,45.8,37.1,47.3,61.5,61.3,48.2,36.9,38.5,65.1,50.1,39.5,28.8,54.7,40.7,32.1,28.1,79.5,55.6,81.8,27.000000,31.000000,26.000000,37.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--10:32:24,41.1,40.6,39.6,49.4,74.1,39.7,38.5,36.0,53.9,74.9,49.8,50.8,50.8,61.5,37.2,40.0,39.8,50.3,38.2,39.2,34.9,44.3,53.0,42.9,45.9,37.1,47.4,61.6,61.3,48.2,36.9,38.6,65.1,50.0,39.5,28.8,54.7,40.7,32.1,28.1,79.2,55.8,81.7,26.000000,31.000000,26.000000,38.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--10:36:00,41.1,40.6,39.6,49.4,74.1,39.7,38.5,36.0,53.9,74.9,49.8,50.8,50.8,61.5,37.2,40.0,39.8,50.3,38.2,39.2,34.9,44.3,53.0,42.9,45.9,37.1,47.4,61.6,61.3,48.2,36.9,38.6,65.1,50.0,39.5,28.8,54.7,40.7,32.1,28.1,79.2,55.8,81.7,26.000000,31.000000,26.000000,38.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--10:39:36,41.1,40.6,39.6,49.4,74.1,39.7,38.5,36.0,53.9,74.9,49.8,50.8,50.8,61.5,37.2,40.0,39.8,50.3,38.2,39.2,34.9,44.3,53.0,42.9,45.9,37.1,47.4,61.6,61.3,48.2,36.9,38.6,65.1,50.0,39.5,28.8,54.7,40.7,32.1,28.1,79.2,55.8,81.7,26.000000,31.000000,26.000000,38.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--10:43:12,41.1,40.6,39.6,49.4,74.1,39.7,38.5,36.0,53.9,74.9,49.8,50.8,50.8,61.5,37.2,40.0,39.8,50.3,38.2,39.2,34.9,44.3,53.0,42.9,45.9,37.1,47.4,61.6,61.3,48.2,36.9,38.6,65.1,50.0,39.5,28.8,54.7,40.7,32.1,28.1,79.2,55.8,81.7,26.000000,31.000000,26.000000,38.000000,30.000000,29.000000,32.000000,27.000000
2019-01-10--10:46:48,42.4,43.1,39.6,49.4,74.2,39.8,38.6,36.0,53.9,75.0,49.8,50.8,50.9,61.6,37.3,40.1,39.8,50.4,38.2,39.3,34.9,44.3,53.1,42.9,46.0,37.1,47.4,61.7,61.4,48.3,36.9,38.6,65.2,50.0,39.4,28.8,54.7,40.7,32.0,28.1,79.0,56.1,84.3,28.000000,32.000000,27.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--10:50:24,42.4,43.1,39.6,49.4,74.2,39.8,38.6,36.0,53.9,75.0,49.8,50.8,50.9,61.6,37.3,40.1,39.8,50.4,38.2,39.3,34.9,44.3,53.1,42.9,46.0,37.1,47.4,61.7,61.4,48.3,36.9,38.6,65.2,50.0,39.4,28.8,54.7,40.7,32.0,28.1,79.0,56.1,84.3,28.000000,32.000000,27.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--10:54:00,42.4,43.1,39.6,49.4,74.2,39.8,38.6,36.0,53.9,75.0,49.8,50.8,50.9,61.6,37.3,40.1,39.8,50.4,38.2,39.3,34.9,44.3,53.1,42.9,46.0,37.1,47.4,61.7,61.4,48.3,36.9,38.6,65.2,50.0,39.4,28.8,54.7,40.7,32.0,28.1,79.0,56.1,84.3,28.000000,32.000000,27.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--10:57:36,42.4,43.1,39.6,49.4,74.2,39.8,38.6,36.0,53.9,75.0,49.8,50.8,50.9,61.6,37.3,40.1,39.8,50.4,38.2,39.3,34.9,44.3,53.1,42.9,46.0,37.1,47.4,61.7,61.4,48.3,36.9,38.6,65.2,50.0,39.4,28.8,54.7,40.7,32.0,28.1,79.0,56.1,84.3,28.000000,32.000000,27.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--11:01:12,42.6,43.4,39.6,49.4,74.2,39.7,38.5,35.9,53.9,75.0,49.7,50.8,50.9,61.6,37.7,40.6,39.8,50.5,38.1,39.2,34.9,44.3,53.2,42.7,45.9,37.1,47.4,61.8,61.4,48.4,36.9,38.4,65.2,50.0,39.4,28.7,54.8,40.8,31.9,28.0,78.7,56.3,83.7,28.000000,32.000000,27.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--11:04:48,42.6,43.4,39.6,49.4,74.2,39.7,38.5,35.9,53.9,75.0,49.7,50.8,50.9,61.6,37.7,40.6,39.8,50.5,38.1,39.2,34.9,44.3,53.2,42.7,45.9,37.1,47.4,61.8,61.4,48.4,36.9,38.4,65.2,50.0,39.4,28.7,54.8,40.8,31.9,28.0,78.7,56.3,83.7,28.000000,32.000000,27.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--11:08:24,42.6,43.4,39.6,49.4,74.2,39.7,38.5,35.9,53.9,75.0,49.7,50.8,50.9,61.6,37.7,40.6,39.8,50.5,38.1,39.2,34.9,44.3,53.2,42.7,45.9,37.1,47.4,61.8,61.4,48.4,36.9,38.4,65.2,50.0,39.4,28.7,54.8,40.8,31.9,28.0,78.7,56.3,83.7,28.000000,32.000000,27.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--11:12:00,42.6,43.4,39.6,49.4,74.2,39.7,38.5,35.9,53.9,75.0,49.7,50.8,50.9,61.6,37.7,40.6,39.8,50.5,38.1,39.2,34.9,44.3,53.2,42.7,45.9,37.1,47.4,61.8,61.4,48.4,36.9,38.4,65.2,50.0,39.4,28.7,54.8,40.8,31.9,28.0,78.7,56.3,83.7,28.000000,32.000000,27.000000,37.000000,30.000000,29.000000,32.000000,28.000000
2019-01-10--11:15:36,41.8,41.9,39.5,49.4,74.2,39.7,38.5,35.9,53.9,75.0,49.8,50.7,50.9,61.6,38.3,41.5,39.8,50.5,38.1,39.2,34.9,44.3,53.2,42.9,45.9,37.1,47.5,61.8,61.5,48.2,36.7,38.4,65.2,50.0,39.4,28.7,54.9,40.6,31.9,28.2,79.2,56.8,84.0,28.000000,34.000000,26.000000,35.000000,31.000000,29.000000,31.000000,28.000000
2019-01-10--11:19:12,41.8,41.9,39.5,49.4,74.2,39.7,38.5,35.9,53.9,75.0,49.8,50.7,50.9,61.6,38.3,41.5,39.8,50.5,38.1,39.2,34.9,44.3,53.2,42.9,45.9,37.1,47.5,61.8,61.5,48.2,36.7,38.4,65.2,50.0,39.4,28.7,54.9,40.6,31.9,28.2,79.2,56.8,84.0,28.000000,34.000000,26.000000,35.000000,31.000000,29.000000,31.000000,28.000000
2019-01-10--11:22:48,41.8,41.9,39.5,49.4,74.2,39.7,38.5,35.9,53.9,75.0,49.8,50.7,50.9,61.6,38.3,41.5,39.8,50.5,38.1,39.2,34.9,44.3,53.2,42.9,45.9,37.1,47.5,61.8,61.5,48.2,36.7,38.4,65.2,50.0,39.4,28.7,54.9,40.6,31.9,28.2,79.2,56.8,84.0,28.000000,34.000000,26.000000,35.000000,31.000000,29.000000,31.000000,28.000000
2019-01-10--11:26:24,41.8,41.9,39.5,49.4,74.2,39.7,38.5,35.9,53.9,75.0,49.8,50.7,50.9,61.6,38.3,41.5,39.8,50.5,38.1,39.2,34.9,44.3,53.2,42.9,45.9,37.1,47.5,61.8,61.5,48.2,36.7,38.4,65.2,50.0,39.4,28.7,54.9,40.6,31.9,28.2,79.2,56.8,84.0,28.000000,34.000000,26.000000,35.000000,31.000000,29.000000,31.000000,28.000000
2019-01-10--11:30:00,41.8,41.9,39.5,49.4,74.2,39.7,38.5,35.9,53.9,75.0,49.8,50.7,50.9,61.6,38.3,41.5,39.8,50.5,38.1,39.2,34.9,44.3,53.2,42.9,45.9,37.1,47.5,61.8,61.5,48.2,36.7,38.4,65.2,50.0,39.4,28.7,54.9,40.6,31.9,28.2,79.2,56.8,84.0,28.000000,34.000000,26.000000,35.000000,31.000000,29.000000,31.000000,28.000000
2019-01-10--11:33:36,41.9,42.0,39.5,49.4,74.2,39.7,38.5,35.9,53.9,75.1,49.8,50.7,50.9,61.7,38.6,42.0,39.9,50.7,38.2,39.3,34.9,44.4,53.3,43.0,46.1,37.1,47.5,61.9,61.5,48.2,36.7,38.3,65.3,50.0,39.3,28.7,54.9,40.5,31.9,28.3,79.2,57.5,82.7,27.000000,33.000000,26.000000,34.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--11:37:12,41.9,42.0,39.5,49.4,74.2,39.7,38.5,35.9,53.9,75.1,49.8,50.7,50.9,61.7,38.6,42.0,39.9,50.7,38.2,39.3,34.9,44.4,53.3,43.0,46.1,37.1,47.5,61.9,61.5,48.2,36.7,38.3,65.3,50.0,39.3,28.7,54.9,40.5,31.9,28.3,79.2,57.5,82.7,27.000000,33.000000,26.000000,34.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--11:40:48,41.9,42.0,39.5,49.4,74.2,39.7,38.5,35.9,53.9,75.1,49.8,50.7,50.9,61.7,38.6,42.0,39.9,50.7,38.2,39.3,34.9,44.4,53.3,43.0,46.1,37.1,47.5,61.9,61.5,48.2,36.7,38.3,65.3,50.0,39.3,28.7,54.9,40.5,31.9,28.3,79.2,57.5,82.7,27.000000,33.000000,26.000000,34.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--11:44:24,41.9,42.0,39.5,49.4,74.2,39.7,38.5,35.9,53.9,75.1,49.8,50.7,50.9,61.7,38.6,42.0,39.9,50.7,38.2,39.3,34.9,44.4,53.3,43.0,46.1,37.1,47.5,61.9,61.5,48.2,36.7,38.3,65.3,50.0,39.3,28.7,54.9,40.5,31.9,28.3,79.2,57.5,82.7,27.000000,33.000000,26.000000,34.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--11:48:00,42.5,43.2,39.5,49.3,74.2,39.7,38.4,35.8,53.9,75.1,49.8,50.7,50.9,61.7,38.7,42.2,40.0,50.8,38.2,39.4,34.9,44.4,53.3,43.1,46.2,37.1,47.5,62.0,61.6,48.2,36.7,38.3,65.3,50.0,39.3,28.7,54.9,40.5,31.9,28.3,78.8,58.1,86.9,26.000000,31.000000,25.000000,33.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--11:51:36,42.5,43.2,39.5,49.3,74.2,39.7,38.4,35.8,53.9,75.1,49.8,50.7,50.9,61.7,38.7,42.2,40.0,50.8,38.2,39.4,34.9,44.4,53.3,43.1,46.2,37.1,47.5,62.0,61.6,48.2,36.7,38.3,65.3,50.0,39.3,28.7,54.9,40.5,31.9,28.3,78.8,58.1,86.9,26.000000,31.000000,25.000000,33.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--11:55:12,42.5,43.2,39.5,49.3,74.2,39.7,38.4,35.8,53.9,75.1,49.8,50.7,50.9,61.7,38.7,42.2,40.0,50.8,38.2,39.4,34.9,44.4,53.3,43.1,46.2,37.1,47.5,62.0,61.6,48.2,36.7,38.3,65.3,50.0,39.3,28.7,54.9,40.5,31.9,28.3,78.8,58.1,86.9,26.000000,31.000000,25.000000,33.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--11:58:48,42.5,43.2,39.5,49.3,74.2,39.7,38.4,35.8,53.9,75.1,49.8,50.7,50.9,61.7,38.7,42.2,40.0,50.8,38.2,39.4,34.9,44.4,53.3,43.1,46.2,37.1,47.5,62.0,61.6,48.2,36.7,38.3,65.3,50.0,39.3,28.7,54.9,40.5,31.9,28.3,78.8,58.1,86.9,26.000000,31.000000,25.000000,33.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--12:02:24,43.1,44.1,39.4,49.3,74.2,39.7,38.4,35.8,53.9,75.1,49.8,50.8,50.9,61.8,38.8,42.6,40.0,50.9,38.3,39.4,34.8,44.4,53.4,43.1,46.3,37.0,47.6,62.0,61.6,48.1,36.6,38.3,65.4,50.0,39.3,28.7,55.0,40.5,31.8,28.3,77.4,58.5,87.5,26.000000,30.000000,25.000000,32.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--12:06:00,43.1,44.1,39.4,49.3,74.2,39.7,38.4,35.8,53.9,75.1,49.8,50.8,50.9,61.8,38.8,42.6,40.0,50.9,38.3,39.4,34.8,44.4,53.4,43.1,46.3,37.0,47.6,62.0,61.6,48.1,36.6,38.3,65.4,50.0,39.3,28.7,55.0,40.5,31.8,28.3,77.4,58.5,87.5,26.000000,30.000000,25.000000,32.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--12:09:36,43.1,44.1,39.4,49.3,74.2,39.7,38.4,35.8,53.9,75.1,49.8,50.8,50.9,61.8,38.8,42.6,40.0,50.9,38.3,39.4,34.8,44.4,53.4,43.1,46.3,37.0,47.6,62.0,61.6,48.1,36.6,38.3,65.4,50.0,39.3,28.7,55.0,40.5,31.8,28.3,77.4,58.5,87.5,26.000000,30.000000,25.000000,32.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--12:13:12,43.1,44.1,39.4,49.3,74.2,39.7,38.4,35.8,53.9,75.1,49.8,50.8,50.9,61.8,38.8,42.6,40.0,50.9,38.3,39.4,34.8,44.4,53.4,43.1,46.3,37.0,47.6,62.0,61.6,48.1,36.6,38.3,65.4,50.0,39.3,28.7,55.0,40.5,31.8,28.3,77.4,58.5,87.5,26.000000,30.000000,25.000000,32.000000,30.000000,29.000000,31.000000,27.000000
2019-01-10--12:16:48,42.9,44.0,39.5,49.3,74.2,39.7,38.4,35.8,53.9,75.2,49.8,50.8,50.9,61.8,38.8,42.7,40.0,51.1,38.3,39.4,34.8,44.4,53.5,43.1,46.2,37.0,47.6,62.1,61.7,48.1,36.6,38.1,65.4,50.1,39.3,28.7,55.0,40.5,31.8,28.4,77.6,58.6,87.4,26.000000,30.000000,25.000000,32.000000,30.000000,29.000000,31.000000,26.000000
2019-01-10--12:20:24,42.9,44.0,39.5,49.3,74.2,39.7,38.4,35.8,53.9,75.2,49.8,50.8,50.9,61.8,38.8,42.7,40.0,51.1,38.3,39.4,34.8,44.4,53.5,43.1,46.2,37.0,47.6,62.1,61.7,48.1,36.6,38.1,65.4,50.1,39.3,28.7,55.0,40.5,31.8,28.4,77.6,58.6,87.4,26.000000,30.000000,25.000000,32.000000,30.000000,29.000000,31.000000,26.000000
