['x', '667', '669', '671', '673', '675', '677', '679', 'APAR_314.14', 'APAR_315.15', 'APAR_316.16', 'APAR_317.17', 'APAR_318.18', 'APAR_319.19', 'APAR_320.20', 'APAR_321.21', 'APAR_322.22', 'APAR_323.23', 'APAR_324.24', 'APAR_325.25', 'APAR_326.26']
[1547129304000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.2', '19.3', '18.1', '17.0', '12.7', '24.4', '23.8', '22.4', '17.1']
[1547129520000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.2', '19.3', '18.1', '17.0', '12.7', '24.4', '23.8', '22.4', '17.1']
[1547129736000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.2', '19.3', '18.1', '17.0', '12.7', '24.4', '23.7', '22.3', '17.1']
[1547129952000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.2', '19.3', '18.1', '17.0', '12.7', '24.4', '23.7', '22.3', '17.1']
[1547130168000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.2', '19.3', '18.1', '17.0', '12.7', '24.4', '23.7', '22.3', '17.1']
[1547130384000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.2', '19.3', '18.1', '17.0', '12.7', '24.4', '23.7', '22.3', '17.1']
[1547130600000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.2', '19.3', '18.1', '17.0', '12.7', '24.4', '23.7', '22.3', '17.1']
[1547130816000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.2', '19.3', '18.1', '17.0', '12.7', '24.4', '23.7', '22.3', '17.1']
[1547131032000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.2', '19.3', '18.1', '17.0', '12.7', '24.3', '23.7', '22.3', '17.1']
[1547131248000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.3', '23.7', '22.3', '17.1']
[1547131464000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.3', '23.7', '22.3', '17.1']
[1547131680000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.3', '23.7', '22.3', '17.1']
[1547131896000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.3', '23.6', '22.3', '17.1']
[1547132112000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.3', '23.6', '22.3', '17.1']
[1547132328000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.3', '23.6', '22.3', '17.1']
[1547132544000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.6', '22.3', '17.1']
[1547132760000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.6', '22.3', '17.1']
[1547132976000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.4', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.6', '22.3', '17.1']
[1547133192000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.7', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.6', '22.3', '17.1']
[1547133408000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.6', '22.3', '17.1']
[1547133624000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.6', '22.2', '17.1']
[1547133840000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.6', '22.2', '17.1']
[1547134056000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.5', '22.2', '17.1']
[1547134272000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.5', '22.2', '17.1']
[1547134488000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.2', '23.5', '22.2', '17.1']
[1547134704000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547134920000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547135136000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547135352000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547135568000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547135784000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547136000000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547136216000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547136432000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547136648000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547136864000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.1', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547137080000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.1', '23.5', '22.2', '17.1']
[1547137296000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.0', '23.4', '22.2', '17.1']
[1547137512000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.0', '23.4', '22.2', '17.1']
[1547137728000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '17.0', '12.6', '24.0', '23.4', '22.2', '17.1']
[1547137944000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '16.9', '12.6', '24.0', '23.4', '22.1', '17.1']
[1547138160000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '16.9', '12.6', '24.0', '23.4', '22.1', '17.1']
[1547138376000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '16.9', '12.6', '24.0', '23.4', '22.1', '17.1']
[1547138592000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.1', '16.9', '12.6', '24.0', '23.4', '22.1', '17.1']
[1547138808000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '16.9', '12.5', '24.0', '23.4', '22.1', '17.1']
[1547139024000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '16.9', '12.5', '24.0', '23.4', '22.1', '17.1']
[1547139240000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.1', '16.9', '12.5', '24.0', '23.4', '22.1', '17.1']
[1547139456000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.0', '16.9', '12.5', '24.0', '23.4', '22.1', '17.1']
[1547139672000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.0', '16.9', '12.5', '24.0', '23.4', '22.1', '17.1']
[1547139888000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.0', '16.9', '12.5', '24.0', '23.4', '22.1', '17.1']
[1547140104000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.3', '18.0', '16.9', '12.5', '24.0', '23.4', '22.1', '17.1']
[1547140320000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.4', '22.1', '17.1']
[1547140536000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.1', '17.1']
[1547140752000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.1', '17.1']
[1547140968000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.1', '17.1']
[1547141184000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.1', '17.1']
[1547141400000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.1', '17.1']
[1547141616000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.1', '17.1']
[1547141832000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.6', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.0', '17.1']
[1547142048000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.1', '17.1']
[1547142264000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.1', '17.1']
[1547142480000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.0', '17.1']
[1547142696000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.0', '17.1']
[1547142912000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.1', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.0', '17.1']
[1547143128000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.0', '17.1']
[1547143344000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.0', '17.1']
[1547143560000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.0', '17.0']
[1547143776000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.0', '17.0']
[1547143992000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.9', '23.3', '22.0', '17.0']
[1547144208000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.8', '23.3', '22.0', '17.0']
[1547144424000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.8', '23.3', '22.0', '17.0']
[1547144640000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.8', '23.2', '22.0', '17.0']
[1547144856000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.8', '23.2', '22.0', '17.0']
[1547145072000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.8', '23.2', '22.0', '17.0']
[1547145288000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.8', '23.2', '22.0', '17.0']
[1547145504000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-7.0', '19.2', '18.0', '16.9', '12.5', '23.8', '23.2', '22.0', '17.0']
[1547145720000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.5', '23.8', '23.2', '22.0', '17.0']
[1547145936000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.5', '23.8', '23.2', '22.0', '17.0']
[1547146152000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.5', '23.8', '23.2', '22.0', '17.0']
[1547146368000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '22.0', '17.0']
[1547146584000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '22.0', '17.0']
[1547146800000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '22.0', '17.0']
[1547147016000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '22.0', '17.0']
[1547147232000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '22.0', '17.0']
[1547147448000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547147664000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547147880000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547148096000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547148312000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547148528000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547148744000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.9', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547148960000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547149176000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547149392000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547149608000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547149824000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547150040000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.2', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547150256000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.8', '23.2', '21.9', '17.0']
[1547150472000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.2', '21.9', '17.0']
[1547150688000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.2', '21.9', '17.0']
[1547150904000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547151120000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.2', '21.9', '17.0']
[1547151336000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547151552000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547151768000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547151984000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547152200000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547152416000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547152632000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547152848000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547153064000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547153280000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547153496000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547153712000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.8', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547153928000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.7', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547154144000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.7', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547154360000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.7', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547154576000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.7', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
[1547154792000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '19.3', '18.1', '17.0', '7.5', '-6.7', '19.2', '18.0', '16.9', '12.4', '23.7', '23.1', '21.9', '17.0']
