['x', '217', '221', '225', '229', '233', '237', '241', '245', '249', 'APAR_213.1', 'APAR_214.2', 'APAR_215.3', 'APAR_216.4', 'APAR_217.5', 'APAR_218.6', 'APAR_219.7', 'APAR_220.8', 'APAR_221.9', 'APAR_222.10', 'APAR_223.11', 'APAR_224.12', 'APAR_225.13', 'APAR_226.14', 'APAR_227.15', 'APAR_228.16', 'APAR_229.17', 'APAR_230.18', 'APAR_231.19', 'FIF_203.3', 'FIF_204.4', 'FIF_205.5', 'FIF_206.6', 'FIF_207.7', 'APAR_16.16', 'APAR_17.17', 'APAR_18.18']
[1547096256000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.5', '19.3', '13.4', '8.1', '20.0', '19.0', '16.6', '12.1', '6.5', '29.6', '24.8', '21.0', '27.9', '22.5', '18.5', '27.3', '19.7', '11.0', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547096472000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.5', '19.3', '13.4', '8.1', '20.0', '19.0', '16.6', '12.1', '6.5', '29.6', '24.8', '21.0', '27.9', '22.5', '18.5', '27.3', '19.8', '11.0', '23.8', '26.4', '24.1', '25.5', '24.7', 'NaN', 'NaN', 'NaN']
[1547096688000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.5', '19.3', '13.4', '8.1', '20.0', '19.0', '16.6', '12.1', '6.5', '29.6', '24.8', '21.0', '27.9', '22.5', '18.5', '27.3', '19.8', '11.0', '23.8', '26.4', '24.1', '25.5', '24.7', 'NaN', 'NaN', 'NaN']
[1547096904000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.5', '19.3', '13.4', '8.1', '20.0', '19.0', '16.6', '12.1', '6.5', '29.6', '24.8', '21.0', '27.9', '22.4', '18.5', '27.3', '19.8', '11.0', '23.8', '26.4', '24.1', '25.5', '24.7', 'NaN', 'NaN', 'NaN']
[1547097120000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.5', '19.3', '13.4', '8.1', '20.0', '19.0', '16.6', '12.1', '6.5', '29.6', '24.8', '21.0', '27.9', '22.4', '18.5', '27.3', '19.8', '11.0', '23.8', '26.4', '24.1', '25.5', '24.7', 'NaN', 'NaN', 'NaN']
[1547097336000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.5', '19.3', '13.4', '8.1', '20.0', '19.0', '16.5', '12.1', '6.5', '29.6', '24.8', '21.0', '27.9', '22.4', '18.5', '27.3', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.7', 'NaN', 'NaN', 'NaN']
[1547097552000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.5', '19.3', '13.4', '8.1', '20.0', '19.0', '16.5', '12.1', '6.5', '29.6', '24.8', '21.0', '27.9', '22.4', '18.5', '27.3', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547097768000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.5', '19.3', '13.4', '8.1', '19.9', '19.0', '16.5', '12.1', '6.5', '29.6', '24.8', '21.0', '27.9', '22.4', '18.5', '27.3', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547097984000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.4', '8.1', '19.9', '19.0', '16.5', '12.1', '6.5', '29.5', '24.8', '21.0', '27.9', '22.4', '18.5', '27.3', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547098200000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.4', '8.1', '19.9', '19.0', '16.5', '12.1', '6.5', '29.5', '24.8', '21.0', '27.9', '22.4', '18.5', '27.3', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547098416000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.4', '8.1', '19.9', '19.0', '16.5', '12.1', '6.5', '29.6', '24.8', '21.0', '27.9', '22.4', '18.5', '27.3', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547098632000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.4', '8.1', '19.9', '19.0', '16.5', '12.1', '6.5', '29.5', '24.8', '21.0', '27.8', '22.4', '18.5', '27.3', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547098848000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.4', '8.1', '19.9', '19.0', '16.5', '12.1', '6.5', '29.5', '24.8', '21.0', '27.8', '22.4', '18.5', '27.3', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547099064000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.4', '8.1', '19.9', '19.0', '16.5', '12.1', '6.5', '29.5', '24.8', '21.0', '27.8', '22.4', '18.5', '27.3', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547099280000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.3', '8.1', '19.9', '19.0', '16.5', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.2', '19.8', '11.1', '23.8', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547099496000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.3', '8.0', '19.9', '18.9', '16.5', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.2', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547099712000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.3', '8.0', '19.9', '18.9', '16.5', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.2', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547099928000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.9', '20.4', '19.3', '13.3', '8.0', '19.9', '18.9', '16.5', '12.0', '6.4', '29.6', '24.8', '21.0', '27.8', '22.4', '18.4', '27.2', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547100144000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.3', '13.3', '8.0', '19.9', '18.9', '16.5', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.2', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547100360000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.5', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.3', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547100576000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.5', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.3', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547100792000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.5', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.2', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547101008000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.5', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.3', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547101224000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.5', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.3', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547101440000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.4', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.3', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547101656000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.4', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.2', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547101872000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.4', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.3', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547102088000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.4', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.3', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547102304000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.4', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.3', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547102520000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.4', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.4', '18.4', '27.3', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.6', 'NaN', 'NaN', 'NaN']
[1547102736000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.4', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.3', '19.8', '11.1', '23.7', '26.4', '24.0', '25.5', '24.7', 'NaN', 'NaN', 'NaN']
[1547102952000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '8.0', '19.9', '18.9', '16.4', '12.0', '6.4', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.3', '19.8', '11.1', '23.7', '26.4', '24.0', '25.5', '24.7', 'NaN', 'NaN', 'NaN']
[1547103168000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.2', '19.8', '11.1', '23.7', '26.3', '24.1', '25.5', '24.6', '8.8', '11.1', '13.9']
[1547103384000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.3', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.7', '8.8', '11.1', '13.9']
[1547103600000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.3', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.7', '8.8', '11.1', '13.9']
[1547103816000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.3', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.3', '19.8', '11.1', '23.7', '26.4', '24.0', '25.5', '24.7', '8.8', '11.1', '13.9']
[1547104032000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.3', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.6', '8.8', '11.1', '13.9']
[1547104248000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.3', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.7', '8.8', '11.1', '13.9']
[1547104464000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.3', '19.8', '11.1', '23.6', '26.4', '24.1', '25.5', '24.7', '8.8', '11.1', '13.9']
[1547104680000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.8', '22.3', '18.4', '27.3', '19.8', '11.1', '23.7', '26.4', '24.1', '25.5', '24.7', '8.8', '11.1', '13.9']
[1547104896000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.3', '19.8', '11.1', '23.7', '26.3', '24.1', '25.4', '24.7', '8.8', '11.1', '13.9']
[1547105112000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.3', '19.8', '11.1', '23.7', '26.3', '24.1', '25.4', '24.7', '8.8', '11.1', '13.9']
[1547105328000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.2', '19.8', '11.1', '23.8', '26.3', '24.1', '25.4', '24.7', '8.8', '11.1', '13.9']
[1547105544000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.4', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.3', '19.8', '11.1', '23.8', '26.3', '24.1', '25.4', '24.7', '8.7', '11.1', '13.9']
[1547105760000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.3', '19.8', '11.1', '23.8', '26.3', '24.1', '25.3', '24.8', '8.6', '11.1', '13.9']
[1547105976000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.2', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.3', '19.8', '11.1', '23.8', '26.3', '24.1', '25.3', '24.8', '8.6', '11.1', '13.9']
[1547106192000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.3', '19.8', '11.1', '23.8', '26.3', '24.1', '25.3', '24.8', '8.7', '11.1', '13.9']
[1547106408000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.2', '19.8', '11.1', '23.9', '26.4', '24.1', '25.3', '24.8', '8.7', '11.1', '13.9']
[1547106624000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.2', '19.8', '11.1', '23.9', '26.4', '24.1', '25.3', '24.9', '8.7', '11.1', '13.9']
[1547106840000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.4', '27.2', '19.8', '11.1', '23.9', '26.4', '24.1', '25.3', '24.9', '8.7', '11.1', '13.9']
[1547107056000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.9', '19.9', '18.9', '16.4', '11.9', '6.3', '29.6', '24.9', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '23.9', '26.4', '24.1', '25.3', '24.8', '8.7', '11.1', '13.9']
[1547107272000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.4', '11.9', '6.2', '29.6', '24.9', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '23.9', '26.4', '24.1', '25.3', '24.8', '8.7', '11.1', '13.9']
[1547107488000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.4', '11.9', '6.2', '29.6', '24.9', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '23.9', '26.4', '24.1', '25.3', '24.8', '8.7', '11.1', '13.9']
[1547107704000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.4', '11.9', '6.2', '29.6', '25.0', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '23.9', '26.4', '24.1', '25.3', '24.9', '8.7', '11.1', '13.9']
[1547107920000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.3', '11.9', '6.2', '29.6', '25.0', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.0', '26.4', '24.1', '25.3', '24.9', '8.7', '11.1', '13.9']
[1547108136000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.0', '26.4', '24.2', '25.4', '24.9', '8.6', '11.1', '13.9']
[1547108352000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.0', '26.4', '24.2', '25.4', '24.9', '8.6', '11.1', '13.9']
[1547108568000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.0', '26.4', '24.2', '25.4', '24.9', '8.7', '11.1', '13.9']
[1547108784000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.1', '26.4', '24.2', '25.3', '24.9', '8.7', '11.1', '13.9']
[1547109000000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.1', '26.4', '24.2', '25.3', '24.9', '8.7', '11.1', '13.9']
[1547109216000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.2', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.0', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.1', '26.4', '24.2', '25.4', '25.0', '8.7', '11.1', '13.9']
[1547109432000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.1', '26.5', '24.2', '25.4', '25.0', '8.7', '11.1', '13.9']
[1547109648000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.1', '26.5', '24.2', '25.4', '25.0', '8.7', '11.1', '13.9']
[1547109864000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.1', '26.5', '24.2', '25.4', '25.0', '8.7', '11.1', '13.9']
[1547110080000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.1', '26.5', '24.3', '25.4', '25.0', '8.7', '11.1', '13.9']
[1547110296000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.1', '26.5', '24.3', '25.4', '25.0', '8.7', '11.1', '13.9']
[1547110512000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.3', '18.3', '27.2', '19.8', '11.1', '24.1', '26.5', '24.3', '25.4', '25.0', '8.7', '11.1', '13.9']
[1547110728000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.1', '24.1', '26.5', '24.3', '25.4', '25.1', '8.6', '11.1', '13.9']
[1547110944000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.8', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.1', '24.1', '26.4', '24.3', '25.4', '25.1', '8.7', '11.1', '13.9']
