['x', '217', '221', '225', '229', '233', '237', '241', '245', '249', 'APAR_213.1', 'APAR_214.2', 'APAR_215.3', 'APAR_216.4', 'APAR_217.5', 'APAR_218.6', 'APAR_219.7', 'APAR_220.8', 'APAR_221.9', 'APAR_222.10', 'APAR_223.11', 'APAR_224.12', 'APAR_225.13', 'APAR_226.14', 'APAR_227.15', 'APAR_228.16', 'APAR_229.17', 'APAR_230.18', 'APAR_231.19', 'FIF_203.3', 'FIF_204.4', 'FIF_205.5', 'FIF_206.6', 'FIF_207.7', 'APAR_16.16', 'APAR_17.17', 'APAR_18.18']
[1547161920000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.8', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.9', '26.5', '24.3', '24.5', '24.4', '8.9', '11.0', '13.8']
[1547162136000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.8', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.4', '24.5', '24.4', '8.8', '11.0', '13.8']
[1547162352000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.8', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.4', '24.5', '24.4', '8.8', '11.0', '13.8']
[1547162568000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.8', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.7', '22.0', '18.0', '26.9', '19.6', '11.1', '23.8', '26.5', '24.3', '24.5', '24.4', '8.7', '11.0', '13.8']
[1547162784000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.7', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.7', '22.0', '18.0', '26.9', '19.6', '11.1', '23.8', '26.4', '24.3', '24.5', '24.5', '8.8', '11.0', '13.8']
[1547163000000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.7', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.7', '22.0', '18.0', '26.9', '19.6', '11.1', '23.8', '26.4', '24.3', '24.5', '24.5', '8.8', '11.0', '13.8']
[1547163216000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.7', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.7', '22.0', '18.0', '26.9', '19.6', '11.1', '23.8', '26.5', '24.3', '24.5', '24.5', '8.9', '11.0', '13.8']
[1547163432000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.7', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.7', '22.0', '18.0', '26.9', '19.6', '11.1', '23.8', '26.5', '24.3', '24.5', '24.4', '8.9', '11.0', '13.8']
[1547163648000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.7', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.7', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.5', '24.4', '8.9', '11.0', '13.8']
[1547163864000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.7', '12.4', '6.9', '19.6', '18.5', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.7', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.5', '24.4', '8.9', '11.0', '13.8']
[1547164080000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.9', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.5', '8.9', '11.0', '13.8']
[1547164296000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.9', '19.6', '11.1', '23.8', '26.4', '24.3', '24.5', '24.4', '8.9', '11.0', '13.8']
[1547164512000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.9', '19.6', '11.1', '23.8', '26.4', '24.3', '24.5', '24.4', '8.9', '11.0', '13.8']
[1547164728000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.1', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.9', '19.6', '11.1', '23.8', '26.5', '24.3', '24.5', '24.4', '8.9', '11.0', '13.8']
[1547164944000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.1', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.5', '24.5', '8.9', '11.0', '13.8']
[1547165160000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.0', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547165376000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.6', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.0', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547165592000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.0', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.4', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547165808000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.0', '5.3', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.4', '9.0', '11.0', '13.8']
[1547166024000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.0', '5.2', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547166240000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.8', '11.0', '5.2', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547166456000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.3', '6.8', '19.5', '18.4', '15.8', '11.0', '5.2', '29.9', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.4', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547166672000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.3', '6.8', '19.5', '18.4', '15.8', '11.0', '5.2', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547166888000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.3', '6.8', '19.5', '18.4', '15.8', '11.0', '5.2', '29.8', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547167104000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.4', '6.8', '19.5', '18.4', '15.7', '11.0', '5.2', '29.9', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.4', '24.3', '24.5', '24.4', '8.9', '11.0', '13.8']
[1547167320000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.3', '6.8', '19.5', '18.4', '15.7', '11.0', '5.2', '29.9', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.4', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547167536000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.3', '6.8', '19.5', '18.4', '15.7', '11.0', '5.2', '29.9', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.4', '9.0', '11.0', '13.8']
[1547167752000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.3', '6.8', '19.5', '18.4', '15.7', '11.0', '5.2', '29.9', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.8', '26.5', '24.3', '24.4', '24.4', '9.0', '11.0', '13.8']
[1547167968000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.3', '6.8', '19.5', '18.4', '15.7', '11.0', '5.2', '29.9', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.7', '26.5', '24.3', '24.4', '24.4', '9.0', '11.0', '13.8']
[1547168184000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.3', '6.8', '19.5', '18.4', '15.7', '11.0', '5.2', '29.9', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.7', '26.5', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547168400000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.5', '20.0', '18.7', '12.3', '6.8', '19.5', '18.4', '15.7', '11.0', '5.2', '29.9', '25.0', '21.1', '27.6', '22.0', '18.0', '26.8', '19.6', '11.1', '23.7', '26.5', '24.3', '24.4', '24.4', '8.9', '11.0', '13.8']
[1547168616000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']
