,304_APAR_411.11,308_APAR_412.12,312_APAR_413.13,316_APAR_414.14,320_APAR_415.15,324_APAR_416.16,328_APAR_417.17,332_APAR_418.18,336_APAR_419.19,340_APAR_420.20,344_APAR_421.21,348_APAR_422.22,352_APAR_423.23,356_APAR_424.24,360_APAR_425.25,680_FIF_402.2,682_FIF_403.3,684_FIF_404.4,686_FIF_405.5,688_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-17 23:45:36,30.6,32.2,33.4,47.0,52.7,27.6,29.3,32.0,41.5,56.2,27.1,27.8,29.1,52.0,81.2,27.0,24.846154,29.0,30.0,27.0
2019-01-17 23:52:48,30.6,32.2,33.4,47.0,52.7,27.6,29.2,32.0,41.5,56.2,27.1,27.8,29.1,52.0,81.2,27.44,25.0,29.0,30.0,27.0
2019-01-18 00:00:00,30.6,32.2,33.4,47.0,52.7,27.6,29.2,32.0,41.5,56.2,27.1,27.8,29.1,52.0,81.2,27.44,25.0,29.0,30.0,27.0
2019-01-18 00:07:12,30.6,32.1,33.4,47.0,52.7,27.6,29.2,32.0,41.5,56.2,27.1,27.8,29.2,52.0,81.1,27.888889,25.0,29.0,30.0,27.0
2019-01-18 00:14:24,30.6,32.1,33.4,47.0,52.7,27.6,29.2,32.0,41.5,56.2,27.1,27.8,29.2,52.0,81.1,27.888889,25.0,29.0,30.0,27.0
2019-01-18 00:21:36,30.6,32.1,33.4,47.0,52.7,27.6,29.2,32.1,41.5,56.2,27.1,27.8,29.2,52.0,81.1,27.965517,25.0,29.0,30.0,27.0
2019-01-18 00:28:48,30.6,32.1,33.4,47.0,52.7,27.6,29.2,32.1,41.5,56.2,27.1,27.8,29.2,52.0,81.1,27.965517,25.0,29.0,30.0,27.0
2019-01-18 00:36:00,30.6,32.1,33.5,47.0,52.7,27.6,29.2,32.1,41.5,56.2,27.1,27.8,29.2,52.0,81.1,28.0,25.0,29.0,30.0,27.0
2019-01-18 00:43:12,30.6,32.1,33.5,47.0,52.7,27.6,29.2,32.1,41.5,56.2,27.1,27.8,29.2,52.0,81.1,28.0,25.0,29.0,30.0,27.0
2019-01-18 00:50:24,30.6,32.1,33.5,47.0,52.7,27.6,29.2,32.1,41.5,56.2,27.1,27.8,29.2,52.0,81.1,28.0,25.0,29.0,30.0,27.0
