,100_APAR_127.17,104_APAR_128.18,108_APAR_129.19,112_APAR_130.20,116_APAR_131.21,120_APAR_132.22,124_APAR_133.23,128_APAR_134.24,132_APAR_135.25,21_APAR_111.1,25_APAR_112.2,3820_APAR_19.19,3824_APAR_20.20,44_APAR_113.3,48_APAR_114.4,52_APAR_115.5,56_APAR_116.6,60_APAR_117.7,64_APAR_118.8,650_FIF_104.4,652_FIF_105.5,654_FIF_106.6,68_APAR_119.9,72_APAR_120.10,76_APAR_121.11,80_APAR_122.12,84_APAR_123.13,88_APAR_124.14,92_APAR_125.15,96_APAR_126.16
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17 23:45:36,41.5,54.0,63.3,,,,,,,34.3,34.7,,,34.4,57.0,91.9,43.6,43.9,47.1,32.692308,30.846154,30.0,57.6,32.3,35.1,41.7,48.0,39.8,49.3,62.3
2019-01-17 23:52:48,41.5,54.0,63.3,,,,,,,34.3,34.7,53.7,,34.4,57.0,91.9,43.6,43.9,47.1,32.8,30.64,29.96,57.6,32.3,35.1,41.7,48.0,39.8,49.3,62.3
2019-01-18 00:00:00,41.5,54.0,63.3,,,,,,,34.3,34.7,53.7,,34.4,57.0,91.9,43.6,43.9,47.1,32.8,30.64,29.96,57.6,32.3,35.1,41.7,48.0,39.8,49.3,62.3
2019-01-18 00:07:12,41.5,54.0,63.3,,,,,,,34.3,34.7,53.7,,34.4,57.0,91.9,43.7,43.9,47.1,33.0,30.777778,30.0,57.6,32.3,35.2,41.7,48.0,39.8,49.3,62.3
2019-01-18 00:14:24,41.5,54.0,63.3,,,,,,,34.3,34.7,53.7,,34.4,57.0,91.9,43.7,43.9,47.1,33.0,30.777778,30.0,57.6,32.3,35.2,41.7,48.0,39.8,49.3,62.3
2019-01-18 00:21:36,41.5,54.0,63.3,,,,,,,34.3,34.7,53.7,,34.4,57.0,91.8,43.7,43.9,47.1,33.0,31.034483,30.0,57.6,32.3,35.2,41.7,48.0,39.9,49.3,62.3
2019-01-18 00:28:48,41.5,54.0,63.3,,,,,,,34.3,34.7,53.7,,34.4,57.0,91.8,43.7,43.9,47.1,33.0,31.034483,30.0,57.6,32.3,35.2,41.7,48.0,39.9,49.3,62.3
2019-01-18 00:36:00,41.5,54.0,63.3,,,,,,,34.3,34.7,53.6,,34.4,56.9,91.8,43.7,43.9,47.1,32.870968,30.935484,30.0,57.6,32.4,35.2,41.7,48.0,39.9,49.3,62.3
2019-01-18 00:43:12,41.5,54.0,63.3,,,,,,,34.3,34.7,53.6,,34.4,56.9,91.8,43.7,43.9,47.1,32.870968,30.935484,30.0,57.6,32.4,35.2,41.7,48.0,39.9,49.3,62.3
2019-01-18 00:50:24,41.5,54.0,63.2,,,,,,,34.3,34.7,53.6,,34.4,56.9,91.7,43.7,43.9,47.1,32.870968,31.0,30.0,57.6,32.4,35.2,41.7,48.0,39.9,49.3,62.3
2019-01-18 00:57:36,41.5,54.0,63.2,,,,,,,34.3,34.7,53.6,,34.4,56.9,91.7,43.7,43.9,47.1,32.870968,31.0,30.0,57.6,32.4,35.2,41.7,48.0,39.9,49.3,62.3
2019-01-18 01:04:48,41.5,54.0,63.2,,,,,,,34.3,34.7,53.7,,34.4,56.9,91.7,43.7,43.9,47.1,32.931034,30.896552,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.3
2019-01-18 01:12:00,41.5,54.0,63.2,,,,,,,34.3,34.7,53.7,,34.4,56.9,91.7,43.7,43.9,47.1,32.931034,30.896552,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.3
2019-01-18 01:19:12,41.5,53.9,63.2,,,,,,,34.3,34.7,53.7,,34.4,56.9,91.6,43.7,43.9,47.1,32.76,30.92,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.3
2019-01-18 01:26:24,41.5,53.9,63.2,,,,,,,34.3,34.7,53.7,,34.4,56.9,91.6,43.7,43.9,47.1,32.76,30.92,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.3
2019-01-18 01:33:36,41.5,53.9,63.2,,,,,,,34.3,34.7,53.7,,34.4,56.8,91.6,43.7,43.9,47.1,32.884615,30.884615,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.3
2019-01-18 01:40:48,41.5,53.9,63.2,,,,,,,34.3,34.7,53.7,,34.4,56.8,91.6,43.7,43.9,47.1,32.884615,30.884615,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.3
2019-01-18 01:48:00,41.5,53.9,63.2,,,,,,,34.3,34.7,53.8,,34.4,56.8,91.7,43.7,43.9,47.1,32.538462,30.807692,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.4
2019-01-18 01:55:12,41.5,53.9,63.2,,,,,,,34.3,34.7,53.8,,34.4,56.8,91.7,43.7,43.9,47.1,32.538462,30.807692,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.4
2019-01-18 02:02:24,41.5,53.9,63.2,,,,,,,34.3,34.7,53.9,,34.4,56.7,91.7,43.7,43.9,47.1,32.074074,31.037037,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.4
2019-01-18 02:09:36,41.5,53.9,63.2,,,,,,,34.3,34.7,53.9,,34.4,56.7,91.7,43.7,43.9,47.1,32.074074,31.037037,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.3,62.4
2019-01-18 02:16:48,41.5,53.9,63.2,,,,,,,34.3,34.7,53.9,,34.4,56.7,91.7,43.7,43.9,47.1,32.59375,31.03125,30.0,57.6,32.4,35.2,41.7,48.0,39.8,49.4,62.4
