,2243_LE03_02.2,2310_LE03_03.3,2377_LE03_04.4,2444_LE03_05.5,2511_LE03_06.6,2578_LE03_07.7,2645_LE03_08.8,2712_LE03_09.9,3861_LE01_26.10,4078_LE03_27.26,4446_LE03_SUM
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,
2019-01-17 23:45:36,,,26.2,33.3,27.6,,,,,,
2019-01-17 23:52:48,,,26.2,33.3,27.6,30.9,29.3,,,47.1,
2019-01-18 00:00:00,,,26.2,33.3,27.6,30.9,29.3,,,47.1,
2019-01-18 00:07:12,,,26.2,33.3,27.6,30.9,29.3,,,47.1,
2019-01-18 00:14:24,,,26.2,33.3,27.6,30.9,29.3,,,47.1,
2019-01-18 00:21:36,,,26.2,33.4,27.6,30.9,29.3,,,47.1,
2019-01-18 00:28:48,,,26.2,33.4,27.6,30.9,29.3,,,47.1,
2019-01-18 00:36:00,,,26.2,33.4,27.6,30.9,29.3,,,47.1,
2019-01-18 00:43:12,,,26.2,33.4,27.6,30.9,29.3,,,47.1,
2019-01-18 00:50:24,,,26.2,33.4,27.6,30.9,29.3,,,47.1,
2019-01-18 00:57:36,,,26.2,33.4,27.6,30.9,29.3,,,47.1,
2019-01-18 01:04:48,,,26.2,33.4,27.6,30.9,29.3,,,47.1,
2019-01-18 01:12:00,,,26.2,33.4,27.6,30.9,29.3,,,47.1,
2019-01-18 01:19:12,,,26.2,33.4,27.6,30.9,29.3,,,47.2,
2019-01-18 01:26:24,,,26.2,33.4,27.6,30.9,29.3,,,47.2,
2019-01-18 01:33:36,,,26.2,33.4,27.6,30.9,29.3,,,47.2,
2019-01-18 01:40:48,,,26.2,33.4,27.6,30.9,29.3,,,47.2,
2019-01-18 01:48:00,,,26.2,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 01:55:12,,,26.2,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 02:02:24,,,26.2,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 02:09:36,,,26.2,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 02:16:48,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 02:24:00,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 02:31:12,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 02:38:24,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 02:45:36,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 02:52:48,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 03:00:00,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 03:07:12,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 03:14:24,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 03:21:36,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 03:28:48,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 03:36:00,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 03:43:12,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 03:50:24,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 03:57:36,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 04:04:48,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
2019-01-18 04:12:00,,,26.3,33.4,27.6,31.0,29.3,,,47.2,
