,416_APAR_611.11,420_APAR_612.12,424_APAR_613.13,428_APAR_614.14,432_APAR_615.15,436_APAR_616.16,440_APAR_617.17,444_APAR_618.18,448_APAR_619.19,452_APAR_620.20,456_APAR_621.21,460_APAR_622.22,464_APAR_623.23,468_APAR_624.24,472_APAR_625.25,696_FIF_602.2,698_FIF_603.3,700_FIF_604.4,702_FIF_605.5,704_FIF_606.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-17 23:45:36,25.7,26.0,29.1,37.0,47.8,28.0,28.4,35.0,39.6,45.7,25.8,26.1,28.1,51.3,76.1,26.961538,29.0,29.0,31.346154,25.0
2019-01-17 23:52:48,25.7,26.0,29.1,37.0,47.8,28.0,28.4,35.0,39.6,45.7,25.8,26.1,28.1,51.3,76.1,27.0,29.0,29.0,31.8,25.0
2019-01-18 00:00:00,25.7,26.0,29.1,37.0,47.8,28.0,28.4,35.0,39.6,45.7,25.8,26.1,28.1,51.3,76.1,27.0,29.0,29.0,31.8,25.0
2019-01-18 00:07:12,25.7,26.0,29.1,37.0,47.8,28.0,28.3,35.0,39.6,45.7,25.8,26.1,28.1,51.3,76.1,27.0,29.0,29.0,32.0,25.0
2019-01-18 00:14:24,25.7,26.0,29.1,37.0,47.8,28.0,28.3,35.0,39.6,45.7,25.8,26.1,28.1,51.3,76.1,27.0,29.0,29.0,32.0,25.0
2019-01-18 00:21:36,25.7,26.0,29.1,37.0,47.8,28.0,28.3,35.0,39.6,45.7,25.7,26.1,28.1,51.3,76.1,27.0,29.0,29.0,32.0,25.0
2019-01-18 00:28:48,25.7,26.0,29.1,37.0,47.8,28.0,28.3,35.0,39.6,45.7,25.7,26.1,28.1,51.3,76.1,27.0,29.0,29.0,32.0,25.0
2019-01-18 00:36:00,25.7,26.0,29.1,37.0,47.8,28.0,28.3,35.0,39.6,45.7,25.7,26.1,28.0,51.3,76.1,27.0,29.0,29.0,32.0,25.0
2019-01-18 00:43:12,25.7,26.0,29.1,37.0,47.8,28.0,28.3,35.0,39.6,45.7,25.7,26.1,28.0,51.3,76.1,27.0,29.0,29.0,32.0,25.0
2019-01-18 00:50:24,25.7,26.0,29.1,37.0,47.8,28.0,28.3,35.0,39.6,45.7,25.7,26.1,28.0,51.3,76.1,27.0,29.0,29.0,32.0,25.0
