,253_APAR_314.14,257_APAR_315.15,261_APAR_316.16,265_APAR_317.17,269_APAR_318.18,273_APAR_319.19,277_APAR_320.20,281_APAR_321.21,285_APAR_322.22,289_APAR_323.23,293_APAR_324.24,297_APAR_325.25,301_APAR_326.26,667_FIF_304.4,669_FIF_305.5,671_FIF_306.6,673_FIF_310.10,675_FIF_311.11,677_FIF_312.12,679_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-17 23:45:36,20.5,20.0,19.4,13.2,4.3,20.1,19.4,18.6,15.9,22.5,22.3,21.7,19.1,,,,,,,
2019-01-17 23:52:48,20.5,20.0,19.4,13.2,4.3,20.1,19.4,18.7,16.0,22.5,22.3,21.7,19.1,,,,,,,
2019-01-18 00:00:00,20.5,20.0,19.4,13.2,4.3,20.1,19.4,18.7,16.0,22.5,22.3,21.7,19.1,,,,,,,
2019-01-18 00:07:12,20.5,20.0,19.4,13.2,4.3,20.1,19.4,18.7,16.0,22.5,22.3,21.7,19.1,,,,,,,
2019-01-18 00:14:24,20.5,20.0,19.4,13.2,4.3,20.1,19.4,18.7,16.0,22.5,22.3,21.7,19.1,,,,,,,
2019-01-18 00:21:36,20.5,20.0,19.4,13.2,4.3,20.1,19.4,18.7,16.0,22.5,22.2,21.7,19.1,,,,,,,
2019-01-18 00:28:48,20.5,20.0,19.4,13.2,4.3,20.1,19.4,18.7,16.0,22.5,22.2,21.7,19.1,,,,,,,
2019-01-18 00:36:00,20.5,20.0,19.4,13.1,4.2,20.1,19.4,18.7,16.0,22.5,22.2,21.6,19.1,,,,,,,
2019-01-18 00:43:12,20.5,20.0,19.4,13.1,4.2,20.1,19.4,18.7,16.0,22.5,22.2,21.6,19.1,,,,,,,
2019-01-18 00:50:24,20.5,20.0,19.4,13.1,4.1,20.1,19.4,18.7,16.0,22.5,22.2,21.6,19.1,,,,,,,
2019-01-18 00:57:36,20.5,20.0,19.4,13.1,4.1,20.1,19.4,18.7,16.0,22.5,22.2,21.6,19.1,,,,,,,
2019-01-18 01:04:48,20.5,20.0,19.4,13.1,4.1,20.1,19.4,18.7,16.0,22.4,22.2,21.6,19.1,,,,,,,
2019-01-18 01:12:00,20.5,20.0,19.4,13.1,4.1,20.1,19.4,18.7,16.0,22.4,22.2,21.6,19.1,,,,,,,
