,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-17 23:45:36,,0.0,,0.0,0.0,
2019-01-17 23:52:48,,0.0,,0.0,0.0,
2019-01-18 00:00:00,,0.0,,0.0,0.0,
2019-01-18 00:07:12,,0.0,,0.0,0.0,
2019-01-18 00:14:24,,0.0,,0.0,0.0,
2019-01-18 00:21:36,,0.0,,0.0,0.0,
2019-01-18 00:28:48,,0.0,,0.0,0.0,
2019-01-18 00:36:00,,0.0,,0.0,0.0,
2019-01-18 00:43:12,,0.0,,0.0,0.0,
2019-01-18 00:50:24,,0.0,,0.0,0.0,
2019-01-18 00:57:36,,0.0,,0.0,0.0,
2019-01-18 01:04:48,,0.0,,0.0,0.0,
2019-01-18 01:12:00,,0.0,,0.0,0.0,
2019-01-18 01:19:12,,0.0,,0.0,0.0,
2019-01-18 01:26:24,,0.0,,0.0,0.0,
2019-01-18 01:33:36,,0.0,,0.0,0.0,
2019-01-18 01:40:48,,0.0,,0.0,0.0,
2019-01-18 01:48:00,,0.0,,0.0,0.0,
2019-01-18 01:55:12,,0.0,,0.0,0.0,
2019-01-18 02:02:24,,0.0,,0.0,0.0,
2019-01-18 02:09:36,,0.0,,0.0,0.0,
2019-01-18 02:16:48,,0.0,,0.0,0.0,
2019-01-18 02:24:00,,0.0,,0.0,0.0,
2019-01-18 02:31:12,,0.0,,0.0,0.0,
2019-01-18 02:38:24,,0.0,,0.0,0.0,
2019-01-18 02:45:36,,0.0,,0.0,0.0,
2019-01-18 02:52:48,,0.0,,0.0,0.0,
2019-01-18 03:00:00,,0.0,,0.0,0.0,
2019-01-18 03:07:12,,0.0,,0.0,0.0,
2019-01-18 03:14:24,,0.0,,0.0,0.0,
2019-01-18 03:21:36,,0.0,,0.0,0.0,
2019-01-18 03:28:48,,0.0,,0.0,0.0,
2019-01-18 03:36:00,,0.0,,0.0,0.0,
2019-01-18 03:43:12,,0.0,,0.0,0.0,
2019-01-18 03:50:24,,0.0,,0.0,0.0,
2019-01-18 03:57:36,,0.0,,0.0,0.0,
2019-01-18 04:04:48,,0.0,,0.0,0.0,
2019-01-18 04:12:00,,0.0,,0.0,0.0,
2019-01-18 04:19:12,,0.0,,0.0,0.0,
2019-01-18 04:26:24,,0.0,,0.0,0.0,
2019-01-18 04:33:36,,0.0,,0.0,0.0,
2019-01-18 04:40:48,,0.0,,0.0,0.0,
2019-01-18 04:48:00,,0.0,,0.0,0.0,
2019-01-18 04:55:12,,0.0,,0.0,0.0,
2019-01-18 05:02:24,,0.0,,0.0,0.0,
2019-01-18 05:09:36,,0.0,,0.0,0.0,
2019-01-18 05:16:48,,0.0,,0.0,0.0,
2019-01-18 05:24:00,,0.0,,0.0,0.0,
2019-01-18 05:31:12,,0.0,,0.0,0.0,
2019-01-18 05:38:24,,0.0,,0.0,0.0,
2019-01-18 05:45:36,,0.0,,0.0,0.5,
2019-01-18 05:52:48,,0.0,,0.0,0.5,
2019-01-18 06:00:00,,0.0,,0.0,0.5,
2019-01-18 06:07:12,,0.0,,0.0,15.5,
2019-01-18 06:14:24,,0.0,,0.0,15.5,
2019-01-18 06:21:36,,0.0,,0.0,15.5,
2019-01-18 06:28:48,,0.0,,0.0,15.5,
2019-01-18 06:36:00,,0.0,,0.0,15.6,
2019-01-18 06:43:12,,0.0,,0.0,15.6,
2019-01-18 06:50:24,,6.3,,13.5,13.0,
2019-01-18 06:57:36,11.8,6.3,2.5,13.5,13.0,
2019-01-18 07:04:48,14.2,7.5,3.0,16.3,15.7,
2019-01-18 07:12:00,14.2,7.5,3.0,16.3,15.7,
