,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-05 23:45:36,25.4,26.0,26.5,41.4,81.5,36.0,37.8,40.0,49.1,26.7,27.3,32.6,39.5,29.0,25.0,25.0,,,42.555556,24.0
2019-02-05 23:52:48,25.4,26.0,26.5,41.4,81.5,36.0,37.8,40.0,49.1,26.7,27.3,32.6,39.5,29.0,25.0,25.0,,,42.758621,24.034483
2019-02-06 00:00:00,25.4,26.0,26.5,41.4,81.5,36.0,37.8,40.0,49.1,26.7,27.3,32.6,39.5,29.0,25.0,25.0,,,42.758621,24.034483
2019-02-06 00:07:12,25.4,26.0,26.5,41.4,81.6,36.0,37.8,40.0,49.1,26.7,27.4,32.6,39.5,29.0,25.0,25.0,,,42.535714,24.035714
2019-02-06 00:14:24,25.4,26.0,26.5,41.4,81.6,36.0,37.8,40.0,49.1,26.7,27.4,32.6,39.5,29.0,25.0,25.0,,,42.535714,24.035714
2019-02-06 00:21:36,25.3,25.9,26.5,41.4,81.6,36.0,37.8,40.0,49.1,26.7,27.3,32.6,39.5,29.0,25.0,25.045455,,,42.772727,24.136364
2019-02-06 00:28:48,25.3,25.9,26.5,41.4,81.6,36.0,37.8,40.0,49.1,26.7,27.3,32.6,39.5,29.0,25.0,25.045455,,,42.772727,24.136364
2019-02-06 00:36:00,25.3,25.9,26.5,41.4,81.6,36.0,37.8,40.0,49.1,26.7,27.4,32.5,39.5,29.0,25.0,25.045455,,,42.545455,24.181818
2019-02-06 00:43:12,25.3,25.9,26.5,41.4,81.6,36.0,37.8,40.0,49.1,26.7,27.4,32.5,39.5,29.0,25.0,25.045455,,,42.545455,24.181818
2019-02-06 00:50:24,25.3,25.9,26.5,41.4,81.6,36.0,37.8,40.0,49.1,26.7,27.4,32.5,39.5,29.0,25.0,25.307692,,,42.692308,24.384615
2019-02-06 00:57:36,25.3,25.9,26.5,41.4,81.6,36.0,37.8,40.0,49.1,26.7,27.4,32.5,39.5,29.0,25.0,25.307692,,,42.692308,24.384615
