,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-05 23:45:36,38.6,61.9,82.0,39.8,36.407407,40.8
2019-02-05 23:52:48,38.5,61.9,82.0,39.8,36.896552,40.8
2019-02-06 00:00:00,38.5,61.9,82.0,39.8,36.896552,40.8
2019-02-06 00:07:12,38.5,61.9,82.0,39.8,37.0,40.8
2019-02-06 00:14:24,38.5,61.9,82.0,39.8,37.0,40.8
2019-02-06 00:21:36,38.5,61.9,82.0,39.8,37.0,40.8
2019-02-06 00:28:48,38.5,61.9,82.0,39.8,37.0,40.8
2019-02-06 00:36:00,38.5,61.9,82.0,39.8,37.0,40.8
2019-02-06 00:43:12,38.5,61.9,82.0,39.8,37.0,40.8
2019-02-06 00:50:24,38.6,61.8,82.0,39.8,37.0,40.8
2019-02-06 00:57:36,38.6,61.8,82.0,39.8,37.0,40.8
2019-02-06 01:04:48,38.6,61.8,82.1,39.8,37.0,40.8
2019-02-06 01:12:00,38.6,61.8,82.1,39.8,37.0,40.8
2019-02-06 01:19:12,38.6,61.8,82.1,39.8,37.0,40.8
2019-02-06 01:26:24,38.6,61.8,82.1,39.8,37.0,40.8
2019-02-06 01:33:36,38.5,61.8,82.1,39.8,37.0,40.8
2019-02-06 01:40:48,38.5,61.8,82.1,39.8,37.0,40.8
2019-02-06 01:48:00,38.5,61.8,82.1,39.8,37.0,40.8
2019-02-06 01:55:12,38.5,61.8,82.1,39.8,37.0,40.8
2019-02-06 02:02:24,38.5,61.8,82.1,39.8,37.0,40.8
2019-02-06 02:09:36,38.5,61.8,82.1,39.8,37.0,40.8
2019-02-06 02:16:48,38.6,61.8,82.2,39.8,37.0,40.8
2019-02-06 02:24:00,38.6,61.8,82.2,39.8,37.0,40.8
2019-02-06 02:31:12,38.6,61.8,82.2,39.8,37.035714,40.8
2019-02-06 02:38:24,38.6,61.8,82.2,39.8,37.035714,40.8
2019-02-06 02:45:36,38.5,61.8,82.2,39.8,37.333333,40.8
2019-02-06 02:52:48,38.5,61.8,82.2,39.8,37.333333,40.8
2019-02-06 03:00:00,38.5,61.8,82.2,39.8,37.333333,40.8
2019-02-06 03:07:12,38.4,61.8,82.3,39.7,38.0,40.8
2019-02-06 03:14:24,38.4,61.8,82.3,39.7,38.0,40.8
2019-02-06 03:21:36,38.5,61.8,82.3,39.7,38.0,40.8
2019-02-06 03:28:48,38.5,61.8,82.3,39.7,38.0,40.8
2019-02-06 03:36:00,38.5,61.8,82.3,39.7,38.0,40.8
2019-02-06 03:43:12,38.5,61.8,82.3,39.7,38.0,40.8
2019-02-06 03:50:24,38.5,61.8,82.3,39.7,38.0,40.8
2019-02-06 03:57:36,38.5,61.8,82.3,39.7,38.0,40.8
2019-02-06 04:04:48,38.6,61.8,82.4,39.8,38.0,40.8
2019-02-06 04:12:00,38.6,61.8,82.4,39.8,38.0,40.8
2019-02-06 04:19:12,38.6,61.8,82.4,39.8,38.0,40.8
2019-02-06 04:26:24,38.6,61.8,82.4,39.8,38.0,40.8
2019-02-06 04:33:36,38.6,61.8,82.4,39.8,38.0,40.8
2019-02-06 04:40:48,38.6,61.8,82.4,39.8,38.0,40.8
2019-02-06 04:48:00,38.5,61.8,82.5,39.7,38.0,40.8
2019-02-06 04:55:12,38.5,61.8,82.5,39.7,38.0,40.8
2019-02-06 05:02:24,38.5,61.8,82.5,39.7,38.0,40.8
2019-02-06 05:09:36,38.5,61.8,82.5,39.7,38.0,40.8
2019-02-06 05:16:48,38.5,61.8,82.5,39.7,38.0,40.8
2019-02-06 05:24:00,38.5,61.8,82.5,39.7,38.0,40.8
