,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-05 23:45:36,11.7,5.2,0.7,13.4,13.0,15.7
2019-02-05 23:52:48,11.7,5.2,0.7,13.4,13.0,15.6
2019-02-06 00:00:00,11.7,5.2,0.7,13.4,13.0,15.6
2019-02-06 00:07:12,11.7,5.2,0.7,13.4,13.0,15.6
2019-02-06 00:14:24,11.7,5.2,0.7,13.4,13.0,15.6
2019-02-06 00:21:36,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 00:28:48,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 00:36:00,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 00:43:12,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 00:50:24,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 00:57:36,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 01:04:48,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 01:12:00,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 01:19:12,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 01:26:24,11.7,5.2,0.7,13.4,12.9,15.5
2019-02-06 01:33:36,11.7,5.2,0.7,13.4,12.9,15.4
2019-02-06 01:40:48,11.7,5.2,0.7,13.4,12.9,15.4
2019-02-06 01:48:00,11.7,5.2,0.7,13.4,12.9,15.4
2019-02-06 01:55:12,11.7,5.2,0.7,13.4,12.9,15.4
2019-02-06 02:02:24,11.7,5.2,0.7,13.3,12.9,15.4
2019-02-06 02:09:36,11.7,5.2,0.7,13.3,12.9,15.4
2019-02-06 02:16:48,11.6,5.2,0.7,13.3,12.9,15.4
2019-02-06 02:24:00,11.6,5.2,0.7,13.3,12.9,15.4
2019-02-06 02:31:12,11.6,5.2,0.7,13.4,12.9,15.4
2019-02-06 02:38:24,11.6,5.2,0.7,13.4,12.9,15.4
2019-02-06 02:45:36,11.6,5.2,0.7,13.3,12.9,15.3
2019-02-06 02:52:48,11.6,5.2,0.7,13.3,12.9,15.3
2019-02-06 03:00:00,11.6,5.2,0.7,13.3,12.9,15.3
2019-02-06 03:07:12,11.6,5.2,0.7,13.3,12.8,15.2
2019-02-06 03:14:24,11.6,5.2,0.7,13.3,12.8,15.2
2019-02-06 03:21:36,11.6,5.2,0.7,13.2,12.8,15.2
2019-02-06 03:28:48,11.6,5.2,0.7,13.2,12.8,15.2
2019-02-06 03:36:00,11.6,5.2,0.7,13.2,12.8,15.2
2019-02-06 03:43:12,11.6,5.2,0.7,13.2,12.8,15.2
2019-02-06 03:50:24,11.6,5.2,0.7,13.2,12.8,15.3
2019-02-06 03:57:36,11.6,5.2,0.7,13.2,12.8,15.3
2019-02-06 04:04:48,11.6,5.2,0.7,13.3,12.8,15.3
2019-02-06 04:12:00,11.6,5.2,0.7,13.3,12.8,15.3
2019-02-06 04:19:12,11.6,5.2,0.7,13.3,12.8,15.3
2019-02-06 04:26:24,11.6,5.2,0.7,13.3,12.8,15.3
2019-02-06 04:33:36,11.6,5.2,0.7,13.3,12.8,15.3
2019-02-06 04:40:48,11.6,5.2,0.7,13.3,12.8,15.3
2019-02-06 04:48:00,11.6,5.2,0.8,13.3,12.8,15.3
2019-02-06 04:55:12,11.6,5.2,0.8,13.3,12.8,15.3
2019-02-06 05:02:24,11.6,5.1,0.8,13.2,12.8,15.4
2019-02-06 05:09:36,11.6,5.1,0.8,13.2,12.8,15.4
2019-02-06 05:16:48,11.6,5.1,0.8,13.2,12.8,15.5
2019-02-06 05:24:00,11.6,5.1,0.8,13.2,12.8,15.5
