,2202_LE03_02.2,2269_LE03_03.3,2336_LE03_04.4,2403_LE03_05.5,2470_LE03_06.6,2537_LE03_07.7,2604_LE03_08.8,2671_LE03_09.9,3851_LE01_26.10,4037_LE03_27.26,4405_LE03_SUM
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,
2019-02-05 23:45:36,884.6,167.3,649.8,77.0,681.2,163.0,349.9,2127.8,14.9,80.3,4772.6
2019-02-05 23:52:48,1452.6,307.5,782.5,38.1,568.1,73.6,230.5,3068.7,14.8,80.1,5618.7
2019-02-06 00:00:00,1452.6,307.5,782.5,38.1,568.1,73.6,230.5,3068.7,14.5,80.2,6616.4
2019-02-06 00:07:12,170.1,110.0,507.0,57.1,628.2,94.1,353.0,2802.4,14.5,80.3,4816.6
2019-02-06 00:14:24,170.1,110.0,507.0,57.1,628.2,94.1,353.0,2802.4,14.5,80.3,4816.6
2019-02-06 00:21:36,485.1,194.3,642.6,38.1,575.3,133.6,446.0,3108.4,14.7,80.1,5714.6
2019-02-06 00:28:48,485.1,194.3,642.6,38.1,575.3,133.6,446.0,3108.4,14.7,80.1,5714.6
2019-02-06 00:36:00,2054.8,291.2,428.0,69.0,840.2,178.2,131.9,3190.8,14.7,80.3,7279.1
2019-02-06 00:43:12,2054.8,291.2,428.0,69.0,840.2,178.2,131.9,3190.8,14.7,80.3,7279.1
2019-02-06 00:50:24,368.4,198.6,691.4,39.6,623.1,154.7,285.2,3253.5,14.6,80.6,5709.8
2019-02-06 00:57:36,368.4,198.6,691.4,39.6,623.1,154.7,285.2,3253.5,14.6,80.6,5709.8
2019-02-06 01:04:48,401.3,160.0,531.3,58.5,735.8,97.4,330.3,2111.0,14.9,81.0,4521.6
2019-02-06 01:12:00,401.3,160.0,531.3,58.5,735.8,97.4,330.3,2111.0,14.9,81.0,4521.6
2019-02-06 01:19:12,431.4,320.9,769.5,60.8,518.6,157.1,397.1,1899.6,14.7,81.0,4650.8
2019-02-06 01:26:24,431.4,320.9,769.5,60.8,518.6,157.1,397.1,1899.6,14.7,81.0,4650.8
2019-02-06 01:33:36,817.3,190.0,498.5,110.9,766.8,73.1,390.0,3003.1,15.2,80.9,5944.4
2019-02-06 01:40:48,817.3,190.0,498.5,110.9,766.8,73.1,390.0,3003.1,15.2,80.9,5944.4
2019-02-06 01:48:00,1934.6,183.9,735.9,58.2,446.1,131.1,300.2,3130.6,14.7,80.5,7015.9
2019-02-06 01:55:12,1934.6,183.9,735.9,58.2,446.1,131.1,300.2,3130.6,14.7,80.5,7015.9
2019-02-06 02:02:24,725.9,225.1,561.0,38.0,828.1,130.4,233.2,2875.0,14.6,80.3,5711.7
2019-02-06 02:09:36,725.9,225.1,561.0,38.0,828.1,130.4,233.2,2875.0,14.6,80.3,5711.7
2019-02-06 02:16:48,246.5,213.0,601.0,38.1,505.5,242.0,173.5,1869.4,14.6,80.4,3984.0
2019-02-06 02:24:00,246.5,213.0,601.0,38.1,505.5,242.0,173.5,1869.4,14.6,80.4,3984.0
2019-02-06 02:31:12,1500.3,158.5,523.7,50.4,793.2,118.8,395.2,2460.5,14.4,80.3,6095.3
2019-02-06 02:38:24,1500.3,158.5,523.7,50.4,793.2,118.8,395.2,2460.5,14.4,80.3,6095.3
2019-02-06 02:45:36,915.8,279.3,597.9,56.0,536.1,152.8,291.3,2895.3,14.7,80.1,5819.2
