,101_APAR_127.17,105_APAR_128.18,109_APAR_129.19,113_APAR_130.20,117_APAR_131.21,121_APAR_132.22,125_APAR_133.23,129_APAR_134.24,133_APAR_135.25,22_APAR_111.1,26_APAR_112.2,3821_APAR_19.19,3825_APAR_20.20,45_APAR_113.3,49_APAR_114.4,53_APAR_115.5,57_APAR_116.6,61_APAR_117.7,65_APAR_118.8,651_FIF_104.4,653_FIF_105.5,655_FIF_106.6,69_APAR_119.9,73_APAR_120.10,77_APAR_121.11,81_APAR_122.12,85_APAR_123.13,89_APAR_124.14,93_APAR_125.15,97_APAR_126.16
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-09 23:45:36,24.8,19.0,15.6,,,,,,,23.4,22.9,9.6,9.5,21.6,12.0,3.6,23.9,23.6,22.4,23.2,26.7,22.9,18.6,22.9,22.4,21.4,18.1,27.0,21.0,16.8
2019-02-09 23:52:48,24.7,19.0,15.6,,,,,,,23.4,22.9,9.6,9.5,21.6,12.0,3.6,23.9,23.6,22.4,23.2,26.7,23.0,18.6,22.9,22.4,21.4,18.1,27.0,21.0,16.8
2019-02-10 00:00:00,24.7,19.0,15.6,,,,,,,23.4,22.9,9.6,9.5,21.6,12.0,3.6,23.9,23.6,22.4,23.2,26.7,23.0,18.6,22.9,22.4,21.4,18.1,27.0,21.0,16.8
2019-02-10 00:07:12,24.7,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.6,12.0,3.5,23.9,23.6,22.4,23.3,26.7,23.2,18.6,22.9,22.4,21.4,18.1,27.0,21.0,16.8
2019-02-10 00:14:24,24.7,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.6,12.0,3.5,23.9,23.6,22.4,23.3,26.7,23.2,18.6,22.9,22.4,21.4,18.1,27.0,21.0,16.8
2019-02-10 00:21:36,24.8,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.6,12.0,3.5,23.9,23.6,22.4,23.3,26.7,23.1,18.6,23.0,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 00:28:48,24.8,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.6,12.0,3.5,23.9,23.6,22.4,23.3,26.7,23.1,18.6,23.0,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 00:36:00,24.9,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.4,23.9,23.6,22.4,23.3,26.7,23.0,18.6,23.0,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 00:43:12,24.9,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.4,23.9,23.6,22.4,23.3,26.7,23.0,18.6,23.0,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 00:50:24,24.9,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.4,23.9,23.6,22.4,23.3,26.7,22.9,18.6,23.0,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 00:57:36,24.9,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.4,23.9,23.6,22.4,23.3,26.7,22.9,18.6,23.0,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 01:04:48,24.9,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.3,23.9,23.6,22.4,23.2,26.7,22.8,18.6,23.0,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 01:12:00,24.9,19.1,15.6,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.3,23.9,23.6,22.4,23.2,26.7,22.8,18.6,23.0,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 01:19:12,24.9,19.1,15.7,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.3,23.9,23.6,22.4,23.2,26.7,22.9,18.6,22.9,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 01:26:24,24.9,19.1,15.7,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.3,23.9,23.6,22.4,23.2,26.7,22.9,18.6,22.9,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 01:33:36,24.9,19.1,15.7,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.2,23.9,23.6,22.4,23.2,26.7,22.9,18.6,22.9,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 01:40:48,24.9,19.1,15.7,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.2,23.9,23.6,22.4,23.2,26.7,22.9,18.6,22.9,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 01:48:00,24.9,19.1,15.7,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.2,23.9,23.6,22.4,23.2,26.7,22.9,18.6,22.9,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 01:55:12,24.9,19.1,15.7,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.2,23.9,23.6,22.4,23.2,26.7,22.9,18.6,22.9,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 02:02:24,24.8,19.1,15.7,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.3,23.9,23.6,22.4,23.2,26.7,23.0,18.6,22.9,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 02:09:36,24.8,19.1,15.7,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.3,23.9,23.6,22.4,23.2,26.7,23.0,18.6,22.9,22.4,21.4,18.1,26.9,21.0,16.8
2019-02-10 02:16:48,24.8,19.1,15.7,,,,,,,23.4,22.9,9.6,9.5,21.7,12.0,3.2,23.9,23.6,22.4,23.3,26.7,23.2,18.6,22.9,22.4,21.4,18.1,26.9,21.0,16.8
