,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-09 23:45:36,38.9,63.0,81.7,40.2,37.0,42.2
2019-02-09 23:52:48,38.9,63.0,81.7,40.2,37.0,42.2
2019-02-10 00:00:00,38.9,63.0,81.7,40.2,37.0,42.2
2019-02-10 00:07:12,39.0,63.0,81.7,40.2,37.0,42.2
2019-02-10 00:14:24,39.0,63.0,81.7,40.2,37.0,42.2
2019-02-10 00:21:36,39.0,63.0,81.7,40.3,37.0,42.2
2019-02-10 00:28:48,39.0,63.0,81.7,40.3,37.0,42.2
2019-02-10 00:36:00,39.0,63.0,81.7,40.3,37.0,42.3
2019-02-10 00:43:12,39.0,63.0,81.7,40.3,37.0,42.3
2019-02-10 00:50:24,39.0,62.9,81.7,40.3,37.0,42.3
2019-02-10 00:57:36,39.0,62.9,81.7,40.3,37.0,42.3
2019-02-10 01:04:48,39.0,62.9,81.7,40.3,37.0,42.3
2019-02-10 01:12:00,39.0,62.9,81.7,40.3,37.0,42.3
2019-02-10 01:19:12,39.0,62.9,81.7,40.2,37.241379,42.3
2019-02-10 01:26:24,39.0,62.9,81.7,40.2,37.241379,42.3
2019-02-10 01:33:36,39.0,62.9,81.7,40.3,37.758621,42.3
2019-02-10 01:40:48,39.0,62.9,81.7,40.3,37.758621,42.3
2019-02-10 01:48:00,39.0,62.8,81.8,40.3,38.0,42.3
2019-02-10 01:55:12,39.0,62.8,81.8,40.3,38.0,42.3
2019-02-10 02:02:24,39.0,62.8,81.8,40.2,38.0,42.3
2019-02-10 02:09:36,39.0,62.8,81.8,40.2,38.0,42.3
2019-02-10 02:16:48,38.9,62.8,81.8,40.2,38.0,42.2
2019-02-10 02:24:00,38.9,62.8,81.8,40.2,38.0,42.2
2019-02-10 02:31:12,39.0,62.8,81.8,40.2,38.0,42.2
2019-02-10 02:38:24,39.0,62.8,81.8,40.2,38.0,42.2
2019-02-10 02:45:36,39.0,62.7,81.8,40.2,38.0,42.2
2019-02-10 02:52:48,39.0,62.7,81.8,40.2,38.0,42.2
2019-02-10 03:00:00,39.0,62.7,81.8,40.2,38.0,42.2
2019-02-10 03:07:12,39.0,62.7,81.8,40.2,38.0,42.2
2019-02-10 03:14:24,39.0,62.7,81.8,40.2,38.0,42.2
2019-02-10 03:21:36,39.0,62.7,81.9,40.2,38.0,42.2
2019-02-10 03:28:48,39.0,62.7,81.9,40.2,38.0,42.2
2019-02-10 03:36:00,39.1,62.7,81.9,40.3,38.0,42.2
2019-02-10 03:43:12,39.1,62.7,81.9,40.3,38.0,42.2
2019-02-10 03:50:24,39.1,62.7,81.9,40.3,38.0,42.2
2019-02-10 03:57:36,39.1,62.7,81.9,40.3,38.0,42.2
2019-02-10 04:04:48,39.1,62.6,81.9,40.3,38.0,42.2
2019-02-10 04:12:00,39.1,62.6,81.9,40.3,38.0,42.2
2019-02-10 04:19:12,39.0,62.6,81.9,40.3,38.0,42.2
2019-02-10 04:26:24,39.0,62.6,81.9,40.3,38.0,42.2
2019-02-10 04:33:36,39.0,62.6,81.9,40.3,38.0,42.2
2019-02-10 04:40:48,39.0,62.6,81.9,40.3,38.0,42.2
2019-02-10 04:48:00,39.0,62.6,82.0,40.3,38.0,42.2
2019-02-10 04:55:12,39.0,62.6,82.0,40.3,38.0,42.2
2019-02-10 05:02:24,39.1,62.6,82.0,40.3,38.0,42.2
2019-02-10 05:09:36,39.1,62.6,82.0,40.3,38.0,42.2
2019-02-10 05:16:48,39.1,62.5,82.0,40.3,38.0,42.2
2019-02-10 05:24:00,39.1,62.5,82.0,40.3,38.0,42.2
