,4243_Mbus Apators,4265_Mbus Apators,4276_Mbus Apators,4287_Mbus Apators,4298_Mbus Apators,4309_Mbus Apators,4320_Mbus Apators,4481_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-02-09 23:45:36,,,,,,,,
2019-02-09 23:52:48,5.315,8.31,8.952,0.0,35.882,0.0,0.0,6.849
2019-02-10 00:00:00,5.316,8.31,8.952,0.0,35.889,0.0,0.0,6.849
2019-02-10 00:07:12,5.322,8.31,8.952,0.0,35.895,0.0,0.0,6.849
2019-02-10 00:14:24,5.322,8.31,8.952,0.0,35.895,0.0,0.0,6.849
2019-02-10 00:21:36,5.322,8.31,8.952,0.0,35.901,0.0,0.0,6.849
2019-02-10 00:28:48,5.322,8.31,8.952,0.0,35.901,0.0,0.0,6.849
2019-02-10 00:36:00,5.322,8.31,8.952,0.0,35.901,0.0,0.0,6.849
2019-02-10 00:43:12,5.322,8.31,8.952,0.0,35.901,0.0,0.0,6.849
2019-02-10 00:50:24,5.322,8.31,8.952,0.0,35.901,0.0,0.0,6.855
2019-02-10 00:57:36,5.322,8.31,8.952,0.0,35.901,0.0,0.0,6.855
2019-02-10 01:04:48,5.322,8.31,8.952,0.0,35.908,0.0,0.0,6.855
2019-02-10 01:12:00,5.322,8.31,8.952,0.0,35.908,0.0,0.0,6.855
2019-02-10 01:19:12,5.322,8.31,8.953,0.0,35.914,0.0,0.0,6.855
2019-02-10 01:26:24,5.322,8.31,8.953,0.0,35.914,0.0,0.0,6.855
2019-02-10 01:33:36,5.328,8.317,8.959,0.0,35.92,0.0,0.0,6.855
2019-02-10 01:40:48,5.328,8.317,8.959,0.0,35.92,0.0,0.0,6.855
2019-02-10 01:48:00,5.328,8.317,8.959,0.0,35.92,0.0,0.0,6.855
2019-02-10 01:55:12,5.328,8.317,8.959,0.0,35.92,0.0,0.0,6.855
2019-02-10 02:02:24,5.328,8.317,8.959,0.0,35.92,0.0,0.0,6.855
2019-02-10 02:09:36,5.328,8.317,8.959,0.0,35.92,0.0,0.0,6.855
2019-02-10 02:16:48,5.328,8.317,8.959,0.0,35.927,0.0,0.0,6.855
2019-02-10 02:24:00,5.328,8.317,8.959,0.0,35.927,0.0,0.0,6.855
2019-02-10 02:31:12,5.328,8.317,8.959,0.0,35.933,0.0,0.0,6.855
2019-02-10 02:38:24,5.328,8.317,8.959,0.0,35.933,0.0,0.0,6.855
2019-02-10 02:45:36,5.328,8.317,8.959,0.0,35.94,0.0,0.0,6.855
2019-02-10 02:52:48,5.328,8.317,8.959,0.0,35.94,0.0,0.0,6.855
2019-02-10 03:00:00,5.328,8.317,8.959,0.0,35.94,0.0,0.0,6.855
2019-02-10 03:07:12,5.334,8.317,8.965,0.0,35.946,0.0,0.0,6.861
2019-02-10 03:14:24,5.334,8.317,8.965,0.0,35.946,0.0,0.0,6.861
2019-02-10 03:21:36,5.335,8.317,8.965,0.0,35.953,0.0,0.0,6.862
2019-02-10 03:28:48,5.335,8.317,8.965,0.0,35.953,0.0,0.0,6.862
2019-02-10 03:36:00,5.335,8.322,8.965,0.0,35.959,0.0,0.0,6.862
2019-02-10 03:43:12,5.335,8.322,8.965,0.0,35.959,0.0,0.0,6.862
2019-02-10 03:50:24,5.335,8.323,8.965,0.0,35.96,0.0,0.0,6.862
2019-02-10 03:57:36,5.335,8.323,8.965,0.0,35.96,0.0,0.0,6.862
2019-02-10 04:04:48,5.335,8.323,8.965,0.0,35.96,0.0,0.0,6.862
2019-02-10 04:12:00,5.335,8.323,8.965,0.0,35.96,0.0,0.0,6.862
2019-02-10 04:19:12,5.34,8.323,8.965,0.0,35.965,0.0,0.0,6.862
2019-02-10 04:26:24,5.34,8.323,8.965,0.0,35.965,0.0,0.0,6.862
2019-02-10 04:33:36,5.341,8.323,8.965,0.0,35.972,0.0,0.0,6.862
2019-02-10 04:40:48,5.341,8.323,8.965,0.0,35.972,0.0,0.0,6.862
2019-02-10 04:48:00,5.341,8.323,8.965,0.0,35.978,0.0,0.0,6.867
2019-02-10 04:55:12,5.341,8.323,8.965,0.0,35.978,0.0,0.0,6.867
2019-02-10 05:02:24,5.341,8.323,8.965,0.0,35.979,0.0,0.0,6.868
2019-02-10 05:09:36,5.341,8.323,8.965,0.0,35.979,0.0,0.0,6.868
2019-02-10 05:16:48,5.341,8.323,8.965,0.0,35.979,0.0,0.0,6.868
2019-02-10 05:24:00,5.341,8.323,8.965,0.0,35.979,0.0,0.0,6.868
2019-02-10 05:31:12,5.341,8.328,8.97,0.0,35.984,0.0,0.0,6.868
2019-02-10 05:38:24,5.341,8.328,8.97,0.0,35.984,0.0,0.0,6.868
2019-02-10 05:45:36,5.341,8.328,8.97,0.0,35.984,0.0,0.0,6.868
2019-02-10 05:52:48,5.341,8.33,8.972,0.0,35.99,0.0,0.0,6.868
2019-02-10 06:00:00,5.341,8.33,8.972,0.0,35.99,0.0,0.0,6.868
2019-02-10 06:07:12,5.346,8.33,8.972,0.0,35.997,0.0,0.0,6.868
2019-02-10 06:14:24,5.346,8.33,8.972,0.0,35.997,0.0,0.0,6.868
2019-02-10 06:21:36,5.348,8.33,8.972,0.0,36.003,0.0,0.0,6.868
2019-02-10 06:28:48,5.348,8.33,8.972,0.0,36.003,0.0,0.0,6.868
2019-02-10 06:36:00,5.348,8.33,8.972,0.0,36.01,0.0,0.0,6.872
2019-02-10 06:43:12,5.348,8.33,8.972,0.0,36.01,0.0,0.0,6.872
2019-02-10 06:50:24,5.348,8.33,8.972,0.0,36.016,0.0,0.0,6.875
