,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-09 23:45:36,25.4,26.1,27.1,42.2,81.2,35.6,37.5,39.8,48.7,27.0,27.6,32.4,39.2,31.0,27.275862,27.0,,,47.034483,26.931034
2019-02-09 23:52:48,25.4,26.1,27.0,42.1,81.2,35.6,37.5,39.8,48.7,27.0,27.6,32.4,39.2,31.0,27.366667,27.0,,,47.2,26.733333
2019-02-10 00:00:00,25.4,26.1,27.0,42.1,81.2,35.6,37.5,39.8,48.7,27.0,27.6,32.4,39.2,31.0,27.366667,27.0,,,47.2,26.733333
2019-02-10 00:07:12,25.4,26.1,27.0,42.1,81.2,35.6,37.5,39.7,48.7,27.0,27.6,32.4,39.2,31.0,27.129032,27.0,,,47.806452,26.677419
2019-02-10 00:14:24,25.4,26.1,27.0,42.1,81.2,35.6,37.5,39.7,48.7,27.0,27.6,32.4,39.2,31.0,27.129032,27.0,,,47.806452,26.677419
2019-02-10 00:21:36,25.4,26.1,27.0,42.0,81.2,35.6,37.5,39.8,48.7,27.0,27.6,32.4,39.2,31.0,27.166667,27.0,,,47.875,26.666667
2019-02-10 00:28:48,25.4,26.1,27.0,42.0,81.2,35.6,37.5,39.8,48.7,27.0,27.6,32.4,39.2,31.0,27.166667,27.0,,,47.875,26.666667
2019-02-10 00:36:00,25.4,26.1,27.0,42.0,81.2,35.6,37.5,39.8,48.7,27.0,27.6,32.4,39.2,31.0,27.166667,27.0,,,47.125,26.791667
2019-02-10 00:43:12,25.4,26.1,27.0,42.0,81.2,35.6,37.5,39.8,48.7,27.0,27.6,32.4,39.2,31.0,27.166667,27.0,,,47.125,26.791667
2019-02-10 00:50:24,25.4,26.1,27.0,41.9,81.2,35.6,37.5,39.7,48.7,27.1,27.6,32.4,39.2,31.0,27.12,27.0,,,46.96,26.72
2019-02-10 00:57:36,25.4,26.1,27.0,41.9,81.2,35.6,37.5,39.7,48.7,27.1,27.6,32.4,39.2,31.0,27.12,27.0,,,46.96,26.72
