,4246_Mbus Apators,4257_Mbus Apators,4268_Mbus Apators,4279_Mbus Apators,4290_Mbus Apators,4301_Mbus Apators,4312_Mbus Apators,4323_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-02-09 23:45:36,,,,,,,,
2019-02-09 23:52:48,2.57,1.87,1.63,0.92,0.0,8.17,0.0,0.0
2019-02-10 00:00:00,1.0,1.06,1.06,0.48,0.0,6.92,0.0,0.0
2019-02-10 00:07:12,1.17,1.36,1.36,0.0,0.0,5.87,0.0,0.0
2019-02-10 00:14:24,1.17,1.36,1.36,0.0,0.0,5.87,0.0,0.0
2019-02-10 00:21:36,0.0,1.55,1.55,0.0,0.0,0.0,0.0,0.0
2019-02-10 00:28:48,0.0,1.55,1.55,0.0,0.0,0.0,0.0,0.0
2019-02-10 00:36:00,0.0,0.49,0.49,0.0,0.0,0.0,0.0,0.0
2019-02-10 00:43:12,0.0,0.49,0.49,0.0,0.0,0.0,0.0,0.0
2019-02-10 00:50:24,0.0,0.39,0.39,0.0,0.0,0.84,0.0,0.0
2019-02-10 00:57:36,0.0,0.39,0.39,0.0,0.0,0.84,0.0,0.0
2019-02-10 01:04:48,0.04,0.35,0.35,0.19,0.0,7.01,0.0,0.0
2019-02-10 01:12:00,0.04,0.35,0.35,0.19,0.0,7.01,0.0,0.0
2019-02-10 01:19:12,0.58,0.99,0.99,2.6,0.0,7.09,0.0,0.0
2019-02-10 01:26:24,0.58,0.99,0.99,2.6,0.0,7.09,0.0,0.0
2019-02-10 01:33:36,1.69,0.8,0.81,2.58,0.0,6.76,0.0,0.0
2019-02-10 01:40:48,1.69,0.8,0.81,2.58,0.0,6.76,0.0,0.0
2019-02-10 01:48:00,1.45,0.88,0.97,1.97,0.0,0.1,0.0,0.0
2019-02-10 01:55:12,1.45,0.88,0.97,1.97,0.0,0.1,0.0,0.0
2019-02-10 02:02:24,0.0,0.1,0.2,1.1,0.0,0.0,0.0,0.0
2019-02-10 02:09:36,0.0,0.1,0.2,1.1,0.0,0.0,0.0,0.0
2019-02-10 02:16:48,0.6,0.9,0.8,0.0,0.0,6.6,0.0,0.0
2019-02-10 02:24:00,0.6,0.9,0.8,0.0,0.0,6.6,0.0,0.0
2019-02-10 02:31:12,1.86,0.8,0.9,1.74,0.0,6.7,0.0,0.0
2019-02-10 02:38:24,1.86,0.8,0.9,1.74,0.0,6.7,0.0,0.0
2019-02-10 02:45:36,0.07,1.19,1.0,0.06,0.0,7.86,0.0,0.0
2019-02-10 02:52:48,0.07,1.19,1.0,0.06,0.0,7.86,0.0,0.0
2019-02-10 03:00:00,0.07,1.19,1.0,0.06,0.0,7.86,0.0,0.0
2019-02-10 03:07:12,1.31,1.11,1.0,1.22,0.0,7.15,0.0,0.0
2019-02-10 03:14:24,1.31,1.11,1.0,1.22,0.0,7.15,0.0,0.0
2019-02-10 03:21:36,1.12,1.38,1.28,0.09,0.0,7.1,0.0,0.0
2019-02-10 03:28:48,1.12,1.38,1.28,0.09,0.0,7.1,0.0,0.0
2019-02-10 03:36:00,2.27,1.22,1.3,0.0,0.0,6.92,0.0,0.0
2019-02-10 03:43:12,2.27,1.22,1.3,0.0,0.0,6.92,0.0,0.0
2019-02-10 03:50:24,1.35,1.2,0.16,0.26,0.0,0.95,0.0,0.0
2019-02-10 03:57:36,1.35,1.2,0.16,0.26,0.0,0.95,0.0,0.0
2019-02-10 04:04:48,0.17,0.43,0.34,0.04,0.0,0.02,0.0,0.0
2019-02-10 04:12:00,0.17,0.43,0.34,0.04,0.0,0.02,0.0,0.0
2019-02-10 04:19:12,1.9,0.71,0.9,1.32,0.0,6.03,0.0,0.0
2019-02-10 04:26:24,1.9,0.71,0.9,1.32,0.0,6.03,0.0,0.0
2019-02-10 04:33:36,3.37,1.05,1.08,0.86,0.0,7.13,0.0,0.0
2019-02-10 04:40:48,3.37,1.05,1.08,0.86,0.0,7.13,0.0,0.0
2019-02-10 04:48:00,3.11,1.18,1.18,1.44,0.0,7.1,0.0,0.0
2019-02-10 04:55:12,3.11,1.18,1.18,1.44,0.0,7.1,0.0,0.0
2019-02-10 05:02:24,2.52,0.49,0.49,1.6,0.0,7.1,0.0,0.0
2019-02-10 05:09:36,2.52,0.49,0.49,1.6,0.0,7.1,0.0,0.0
2019-02-10 05:16:48,1.39,0.3,0.3,1.06,0.0,1.6,0.0,0.0
2019-02-10 05:24:00,1.39,0.3,0.3,1.06,0.0,1.6,0.0,0.0
2019-02-10 05:31:12,0.28,0.38,0.38,1.73,0.0,5.1,0.0,0.0
2019-02-10 05:38:24,0.28,0.38,0.38,1.73,0.0,5.1,0.0,0.0
2019-02-10 05:45:36,3.26,0.38,0.38,1.73,0.0,5.1,0.0,0.0
2019-02-10 05:52:48,3.26,0.97,0.9,2.0,0.0,6.87,0.0,0.0
2019-02-10 06:00:00,3.26,0.97,0.9,2.0,0.0,6.87,0.0,0.0
2019-02-10 06:07:12,3.6,1.13,1.1,2.2,0.0,7.17,0.0,0.0
2019-02-10 06:14:24,3.6,1.13,1.1,2.2,0.0,7.17,0.0,0.0
2019-02-10 06:21:36,1.0,1.17,1.17,0.88,0.0,7.03,0.0,0.0
2019-02-10 06:28:48,1.0,1.17,1.17,0.88,0.0,7.03,0.0,0.0
2019-02-10 06:36:00,0.0,1.0,1.0,1.25,0.0,6.9,0.0,0.0
2019-02-10 06:43:12,0.0,1.0,1.0,1.25,0.0,6.9,0.0,0.0
2019-02-10 06:50:24,0.0,1.27,1.21,0.68,0.0,6.96,0.0,0.0
