,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-09 23:45:36,13.2,7.2,3.2,14.9,14.4,17.0
2019-02-09 23:52:48,13.2,7.2,3.2,14.8,14.4,17.0
2019-02-10 00:00:00,13.2,7.2,3.2,14.8,14.4,17.0
2019-02-10 00:07:12,13.2,7.2,3.1,14.9,14.4,17.0
2019-02-10 00:14:24,13.2,7.2,3.1,14.9,14.4,17.0
2019-02-10 00:21:36,13.2,7.2,3.1,14.9,14.4,17.0
2019-02-10 00:28:48,13.2,7.2,3.1,14.9,14.4,17.0
2019-02-10 00:36:00,13.2,7.2,3.1,14.9,14.4,17.0
2019-02-10 00:43:12,13.2,7.2,3.1,14.9,14.4,17.0
2019-02-10 00:50:24,13.2,7.2,3.0,14.9,14.4,16.8
2019-02-10 00:57:36,13.2,7.2,3.0,14.9,14.4,16.8
2019-02-10 01:04:48,13.2,7.2,3.0,14.9,14.4,16.8
2019-02-10 01:12:00,13.2,7.2,3.0,14.9,14.4,16.8
2019-02-10 01:19:12,13.2,7.2,2.9,14.9,14.4,16.8
2019-02-10 01:26:24,13.2,7.2,2.9,14.9,14.4,16.8
2019-02-10 01:33:36,13.2,7.2,2.9,14.8,14.4,16.8
2019-02-10 01:40:48,13.2,7.2,2.9,14.8,14.4,16.8
2019-02-10 01:48:00,13.2,7.2,2.9,14.8,14.4,16.8
2019-02-10 01:55:12,13.2,7.2,2.9,14.8,14.4,16.8
2019-02-10 02:02:24,13.2,7.2,2.9,14.8,14.4,16.7
2019-02-10 02:09:36,13.2,7.2,2.9,14.8,14.4,16.7
2019-02-10 02:16:48,13.2,7.2,2.9,14.8,14.4,16.7
2019-02-10 02:24:00,13.2,7.2,2.9,14.8,14.4,16.7
2019-02-10 02:31:12,13.2,7.2,2.8,14.8,14.3,16.6
2019-02-10 02:38:24,13.2,7.2,2.8,14.8,14.3,16.6
2019-02-10 02:45:36,13.2,7.2,2.8,14.8,14.3,16.6
2019-02-10 02:52:48,13.2,7.2,2.8,14.8,14.3,16.6
2019-02-10 03:00:00,13.2,7.2,2.8,14.8,14.3,16.6
2019-02-10 03:07:12,13.2,7.2,2.8,14.8,14.3,16.6
2019-02-10 03:14:24,13.2,7.2,2.8,14.8,14.3,16.6
2019-02-10 03:21:36,13.2,7.2,2.7,14.7,14.3,16.6
2019-02-10 03:28:48,13.2,7.2,2.7,14.7,14.3,16.6
2019-02-10 03:36:00,13.2,7.2,2.7,14.8,14.3,16.7
2019-02-10 03:43:12,13.2,7.2,2.7,14.8,14.3,16.7
2019-02-10 03:50:24,13.2,7.1,2.7,14.8,14.4,16.7
2019-02-10 03:57:36,13.2,7.1,2.7,14.8,14.4,16.7
2019-02-10 04:04:48,13.2,7.1,2.7,14.8,14.4,16.6
2019-02-10 04:12:00,13.2,7.1,2.7,14.8,14.4,16.6
2019-02-10 04:19:12,13.2,7.1,2.6,14.8,14.4,16.6
2019-02-10 04:26:24,13.2,7.1,2.6,14.8,14.4,16.6
2019-02-10 04:33:36,13.2,7.1,2.6,14.8,14.3,16.6
2019-02-10 04:40:48,13.2,7.1,2.6,14.8,14.3,16.6
2019-02-10 04:48:00,13.2,7.1,2.6,14.8,14.3,16.7
2019-02-10 04:55:12,13.2,7.1,2.6,14.8,14.3,16.7
2019-02-10 05:02:24,13.2,7.1,2.5,14.8,14.3,16.8
2019-02-10 05:09:36,13.2,7.1,2.5,14.8,14.3,16.8
2019-02-10 05:16:48,13.2,7.1,2.5,14.8,14.3,16.8
2019-02-10 05:24:00,13.2,7.1,2.5,14.8,14.3,16.8
