,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
2019-01-14 06:00:00,12.6,6.1,1.9,14.2,13.8,
2019-01-14 06:07:12,12.6,6.1,2.0,14.2,13.8,
2019-01-14 06:14:24,12.6,6.1,2.0,14.2,13.8,
2019-01-14 06:21:36,12.6,6.2,2.0,14.2,13.8,
2019-01-14 06:28:48,12.6,6.2,2.0,14.2,13.8,
2019-01-14 06:36:00,12.6,6.2,2.1,14.3,13.8,
2019-01-14 06:43:12,12.6,6.2,2.1,14.3,13.8,
2019-01-14 06:50:24,12.6,6.2,2.1,14.2,13.8,
2019-01-14 06:57:36,12.6,6.2,2.1,14.2,13.8,
2019-01-14 07:04:48,12.6,6.2,2.2,14.2,13.8,
2019-01-14 07:12:00,12.6,6.2,2.2,14.2,13.8,
2019-01-14 07:19:12,12.6,6.2,2.3,14.2,13.8,
2019-01-14 07:26:24,12.6,6.2,2.3,14.2,13.8,
2019-01-14 07:33:36,12.6,6.2,2.3,14.2,13.8,
2019-01-14 07:40:48,12.6,6.2,2.3,14.2,13.8,
2019-01-14 07:48:00,12.6,6.2,2.4,14.2,13.8,
2019-01-14 07:55:12,12.6,6.2,2.4,14.2,13.8,
2019-01-14 08:02:24,12.5,6.2,2.4,14.2,13.8,
2019-01-14 08:09:36,12.5,6.2,2.4,14.2,13.8,
2019-01-14 08:16:48,12.5,6.2,2.4,14.3,13.8,
2019-01-14 08:24:00,12.5,6.2,2.4,14.3,13.8,
2019-01-14 08:31:12,12.5,6.3,2.4,14.3,13.8,
2019-01-14 08:38:24,12.5,6.3,2.4,14.3,13.8,
2019-01-14 08:45:36,12.5,6.3,2.4,14.4,13.8,
2019-01-14 08:52:48,12.5,6.3,2.4,14.4,13.8,
2019-01-14 09:00:00,12.5,6.3,2.4,14.4,13.8,
2019-01-14 09:07:12,12.4,6.3,2.4,14.3,13.8,
2019-01-14 09:14:24,12.4,6.3,2.4,14.3,13.8,
2019-01-14 09:21:36,12.3,6.3,2.3,14.2,13.7,
2019-01-14 09:28:48,12.3,6.3,2.3,14.2,13.7,
2019-01-14 09:36:00,12.2,6.3,2.3,14.2,13.7,
2019-01-14 09:43:12,12.2,6.3,2.3,14.2,13.7,
2019-01-14 09:50:24,12.2,6.3,2.3,14.1,13.6,
2019-01-14 09:57:36,12.2,6.3,2.3,14.1,13.6,
2019-01-14 10:04:48,12.1,6.3,2.3,14.1,13.6,
2019-01-14 10:12:00,12.1,6.3,2.3,14.1,13.6,
2019-01-14 10:19:12,12.0,6.3,2.2,14.0,13.5,
2019-01-14 10:26:24,12.0,6.3,2.2,14.0,13.5,
2019-01-14 10:33:36,12.0,6.3,2.2,13.9,13.4,
2019-01-14 10:40:48,12.0,6.3,2.2,13.9,13.4,
2019-01-14 10:48:00,12.0,6.3,2.1,13.8,13.4,
2019-01-14 10:55:12,12.0,6.3,2.1,13.8,13.4,
2019-01-14 11:02:24,11.9,6.3,2.1,13.8,13.3,
2019-01-14 11:09:36,11.9,6.3,2.1,13.8,13.3,
2019-01-14 11:16:48,11.9,6.2,2.0,13.7,13.3,
2019-01-14 11:24:00,11.9,6.2,2.0,13.7,13.3,
2019-01-14 11:31:12,11.8,6.2,1.9,13.7,13.2,
2019-01-14 11:38:24,11.8,6.2,1.9,13.7,13.2,
2019-01-14 11:45:36,11.6,6.2,1.8,13.6,13.2,
2019-01-14 11:52:48,11.6,6.2,1.8,13.6,13.2,
2019-01-14 12:00:00,11.6,6.2,1.8,13.6,13.2,
2019-01-14 12:07:12,11.6,6.2,1.7,13.5,13.1,
2019-01-14 12:14:24,11.6,6.2,1.7,13.5,13.1,
2019-01-14 12:21:36,11.6,6.1,1.6,13.5,13.1,
2019-01-14 12:28:48,11.6,6.1,1.6,13.5,13.1,
2019-01-14 12:36:00,11.6,6.1,1.5,13.4,13.0,
2019-01-14 12:43:12,11.6,6.1,1.5,13.4,13.0,
2019-01-14 12:50:24,11.6,6.1,1.4,13.3,12.9,
2019-01-14 12:57:36,11.6,6.1,1.4,13.3,12.9,
2019-01-14 13:04:48,11.5,6.0,1.3,13.2,12.9,
2019-01-14 13:12:00,11.5,6.0,1.3,13.2,12.9,
2019-01-14 13:19:12,11.5,6.0,1.2,13.2,12.8,
2019-01-14 13:26:24,11.5,6.0,1.2,13.2,12.8,
2019-01-14 13:33:36,11.4,5.9,1.1,13.1,12.8,
2019-01-14 13:40:48,11.4,5.9,1.1,13.1,12.8,
2019-01-14 13:48:00,11.4,5.9,1.0,13.1,12.7,
2019-01-14 13:55:12,11.4,5.9,1.0,13.1,12.7,
2019-01-14 14:02:24,11.4,5.8,0.8,13.1,12.7,
2019-01-14 14:09:36,11.4,5.8,0.8,13.1,12.7,
2019-01-14 14:16:48,11.4,5.8,0.7,13.0,12.6,
2019-01-14 14:24:00,11.4,5.8,0.7,13.0,12.6,
2019-01-14 14:31:12,11.3,5.7,0.6,13.0,12.6,
2019-01-14 14:38:24,11.3,5.7,0.6,13.0,12.6,
2019-01-14 14:45:36,11.2,5.7,0.4,12.9,12.5,
2019-01-14 14:52:48,11.2,5.7,0.4,12.9,12.5,
2019-01-14 15:00:00,11.2,5.7,0.4,12.9,12.5,
2019-01-14 15:07:12,11.2,5.6,0.3,12.9,12.5,
2019-01-14 15:14:24,11.2,5.6,0.3,12.9,12.5,
2019-01-14 15:21:36,11.2,5.5,0.2,12.8,12.4,
2019-01-14 15:28:48,11.2,5.5,0.2,12.8,12.4,
2019-01-14 15:36:00,11.2,5.5,0.1,12.7,12.4,
2019-01-14 15:43:12,11.2,5.5,0.1,12.7,12.4,
2019-01-14 15:50:24,11.2,5.4,-0.0,12.7,12.3,
2019-01-14 15:57:36,11.2,5.4,-0.0,12.7,12.3,
2019-01-14 16:04:48,11.2,5.3,-0.2,12.7,12.3,
2019-01-14 16:12:00,11.2,5.3,-0.2,12.7,12.3,
2019-01-14 16:19:12,11.1,5.3,-0.3,12.6,12.3,
2019-01-14 16:26:24,11.1,5.3,-0.3,12.6,12.3,
2019-01-14 16:33:36,11.1,5.2,-0.4,12.6,12.2,
2019-01-14 16:40:48,11.1,5.2,-0.4,12.6,12.2,
2019-01-14 16:48:00,11.1,5.1,-0.6,12.5,12.2,
2019-01-14 16:55:12,11.1,5.1,-0.6,12.5,12.2,
2019-01-14 17:02:24,11.0,5.1,-0.6,12.5,12.2,
2019-01-14 17:09:36,11.0,5.1,-0.6,12.5,12.2,
2019-01-14 17:16:48,10.9,5.0,-0.7,12.7,12.2,
2019-01-14 17:24:00,10.9,5.0,-0.7,12.7,12.2,
2019-01-14 17:31:12,10.9,4.9,-0.8,12.8,12.3,
2019-01-14 17:38:24,10.9,4.9,-0.8,12.8,12.3,
2019-01-14 17:45:36,10.9,4.9,-0.8,12.8,12.3,
2019-01-14 17:52:48,10.9,4.9,-0.8,12.8,12.3,
2019-01-14 18:00:00,10.9,4.9,-0.8,12.8,12.3,
2019-01-14 18:07:12,10.9,4.8,-0.8,12.7,12.2,
2019-01-14 18:14:24,10.9,4.8,-0.8,12.7,12.2,
2019-01-14 18:21:36,10.8,4.7,-0.8,12.6,12.1,
2019-01-14 18:28:48,10.8,4.7,-0.8,12.6,12.1,
2019-01-14 18:36:00,10.8,4.6,-0.8,12.5,12.1,
2019-01-14 18:43:12,10.8,4.6,-0.8,12.5,12.1,
2019-01-14 18:50:24,10.8,4.6,-0.9,12.5,12.0,
2019-01-14 18:57:36,10.8,4.6,-0.9,12.5,12.0,
2019-01-14 19:04:48,10.7,4.5,-0.9,12.4,12.0,
2019-01-14 19:12:00,10.7,4.5,-0.9,12.4,12.0,
2019-01-14 19:19:12,10.7,4.5,-0.9,12.3,12.0,
2019-01-14 19:26:24,10.7,4.5,-0.9,12.3,12.0,
2019-01-14 19:33:36,10.7,4.4,-1.0,12.3,11.9,
2019-01-14 19:40:48,10.7,4.4,-1.0,12.3,11.9,
2019-01-14 19:48:00,10.6,4.3,-1.0,12.2,11.8,
2019-01-14 19:55:12,10.6,4.3,-1.0,12.2,11.8,
2019-01-14 20:02:24,10.5,4.3,-1.1,12.1,11.8,
2019-01-14 20:09:36,10.5,4.3,-1.1,12.1,11.8,
2019-01-14 20:16:48,10.5,4.2,-1.2,12.1,11.7,
2019-01-14 20:24:00,10.5,4.2,-1.2,12.1,11.7,
2019-01-14 20:31:12,10.5,4.2,-1.2,12.0,11.7,
2019-01-14 20:38:24,10.5,4.2,-1.2,12.0,11.7,
2019-01-14 20:45:36,10.5,4.1,-1.3,12.0,11.7,
2019-01-14 20:52:48,10.5,4.1,-1.3,12.0,11.7,
2019-01-14 21:00:00,10.5,4.1,-1.3,12.0,11.7,
2019-01-14 21:07:12,10.5,4.1,-1.3,12.0,11.6,
2019-01-14 21:14:24,10.5,4.1,-1.3,12.0,11.6,
2019-01-14 21:21:36,10.5,4.0,-1.4,12.0,11.6,
2019-01-14 21:28:48,10.5,4.0,-1.4,12.0,11.6,
2019-01-14 21:36:00,10.5,4.0,-1.5,12.0,11.7,
2019-01-14 21:43:12,10.5,4.0,-1.5,12.0,11.7,
2019-01-14 21:50:24,10.5,4.0,-1.5,12.0,11.7,
2019-01-14 21:57:36,10.5,4.0,-1.5,12.0,11.7,
2019-01-14 22:04:48,10.5,3.9,-1.6,12.0,11.6,
2019-01-14 22:12:00,10.5,3.9,-1.6,12.0,11.6,
2019-01-14 22:19:12,10.5,3.9,-1.6,12.0,11.6,
2019-01-14 22:26:24,10.5,3.9,-1.6,12.0,11.6,
2019-01-14 22:33:36,10.4,3.9,-1.6,12.0,11.6,
2019-01-14 22:40:48,10.4,3.9,-1.6,12.0,11.6,
2019-01-14 22:48:00,10.4,3.8,-1.6,12.0,11.6,
2019-01-14 22:55:12,10.4,3.8,-1.6,12.0,11.6,
2019-01-14 23:02:24,10.4,3.8,-1.6,11.9,11.5,
2019-01-14 23:09:36,10.4,3.8,-1.6,11.9,11.5,
2019-01-14 23:16:48,10.4,3.7,-1.6,12.0,11.6,
2019-01-14 23:24:00,10.4,3.7,-1.6,12.0,11.6,
2019-01-14 23:31:12,10.4,3.7,-1.7,12.0,11.6,
2019-01-14 23:38:24,10.4,3.7,-1.7,12.0,11.6,
2019-01-14 23:45:36,10.4,3.7,-1.7,12.0,11.6,
2019-01-14 23:52:48,10.4,3.7,-1.7,12.0,11.6,
2019-01-15 00:00:00,10.4,3.7,-1.7,12.0,11.6,
2019-01-15 00:07:12,,,,,,
