,4243_Mbus Apators,4265_Mbus Apators,4276_Mbus Apators,4287_Mbus Apators,4298_Mbus Apators,4309_Mbus Apators,4320_Mbus Apators,4481_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-13 23:45:36,,,,,,,,
2019-01-13 23:52:48,,,,,,,,
2019-01-14 00:00:00,,,,,,,,
2019-01-14 00:07:12,,,,,,,,
2019-01-14 00:14:24,,,,,,,,
2019-01-14 00:21:36,,,,,,,,
2019-01-14 00:28:48,,,,,,,,
2019-01-14 00:36:00,,,,,,,,
2019-01-14 00:43:12,,,,,,,,
2019-01-14 00:50:24,,,,,,,,
2019-01-14 00:57:36,,,,,,,,
2019-01-14 01:04:48,,,,,,,,
2019-01-14 01:12:00,,,,,,,,
2019-01-14 01:19:12,,,,,,,,
2019-01-14 01:26:24,,,,,,,,
2019-01-14 01:33:36,,,,,,,,
2019-01-14 01:40:48,,,,,,,,
2019-01-14 01:48:00,,,,,,,,
2019-01-14 01:55:12,,,,,,,,
2019-01-14 02:02:24,,,,,,,,
2019-01-14 02:09:36,,,,,,,,
2019-01-14 02:16:48,,,,,,,,
2019-01-14 02:24:00,,,,,,,,
2019-01-14 02:31:12,,,,,,,,
2019-01-14 02:38:24,,,,,,,,
2019-01-14 02:45:36,,,,,,,,
2019-01-14 02:52:48,,,,,,,,
2019-01-14 03:00:00,,,,,,,,
2019-01-14 03:07:12,,,,,,,,
2019-01-14 03:14:24,,,,,,,,
2019-01-14 03:21:36,,,,,,,,
2019-01-14 03:28:48,,,,,,,,
2019-01-14 03:36:00,,,,,,,,
2019-01-14 03:43:12,,,,,,,,
2019-01-14 03:50:24,,,,,,,,
2019-01-14 03:57:36,,,,,,,,
2019-01-14 04:04:48,,,,,,,,
2019-01-14 04:12:00,,,,,,,,
2019-01-14 04:19:12,,,,,,,,
2019-01-14 04:26:24,,,,,,,,
2019-01-14 04:33:36,,,,,,,,
2019-01-14 04:40:48,,,,,,,,
2019-01-14 04:48:00,,,,,,,,
2019-01-14 04:55:12,,,,,,,,
2019-01-14 05:02:24,,,,,,,,
2019-01-14 05:09:36,,,,,,,,
2019-01-14 05:16:48,,,,,,,,
2019-01-14 05:24:00,,,,,,,,
2019-01-14 05:31:12,,,,,,,,
2019-01-14 05:38:24,,,,,,,,
2019-01-14 05:45:36,,,,,,,,
2019-01-14 05:52:48,,,,,,,,
2019-01-14 06:00:00,,,,,,,,
2019-01-14 06:07:12,,,,,,,,
2019-01-14 06:14:24,,,,,,,,
2019-01-14 06:21:36,,,,,,,,
2019-01-14 06:28:48,,,,,,,,
2019-01-14 06:36:00,,,,,,,,
2019-01-14 06:43:12,,,,,,,,
2019-01-14 06:50:24,,,,,,,,
2019-01-14 06:57:36,,,,,,,,
2019-01-14 07:04:48,,,,,,,,
2019-01-14 07:12:00,,,,,,,,
2019-01-14 07:19:12,,,,,,,,
2019-01-14 07:26:24,,,,,,,,
2019-01-14 07:33:36,,,,,,,,
2019-01-14 07:40:48,,,,,,,,
2019-01-14 07:48:00,,,,,,,,
2019-01-14 07:55:12,,,,,,,,
2019-01-14 08:02:24,,,,,,,,
2019-01-14 08:09:36,,,,,,,,
2019-01-14 08:16:48,,,,,,,,
2019-01-14 08:24:00,,,,,,,,
2019-01-14 08:31:12,,,,,,,,
2019-01-14 08:38:24,,,,,,,,
2019-01-14 08:45:36,,,,,,,,
2019-01-14 08:52:48,,,,,,,,
2019-01-14 09:00:00,,,,,,,,
2019-01-14 09:07:12,,,,,,,,
2019-01-14 09:14:24,,,,,,,,
2019-01-14 09:21:36,,,,,,,,
2019-01-14 09:28:48,,,,,,,,
2019-01-14 09:36:00,,,,,,,,
2019-01-14 09:43:12,,,,,,,,
2019-01-14 09:50:24,,,,,,,,
2019-01-14 09:57:36,,,,,,,,
2019-01-14 10:04:48,,,,,,,,
2019-01-14 10:12:00,,,,,,,,
2019-01-14 10:19:12,,,,,,,,
2019-01-14 10:26:24,,,,,,,,
2019-01-14 10:33:36,,,,,,,,
2019-01-14 10:40:48,,,,,,,,
2019-01-14 10:48:00,,,,,,,,
2019-01-14 10:55:12,,,,,,,,
2019-01-14 11:02:24,,,,,,,,
2019-01-14 11:09:36,,,,,,,,
2019-01-14 11:16:48,,,,,,,,
2019-01-14 11:24:00,,,,,,,,
2019-01-14 11:31:12,,,,,,,,
2019-01-14 11:38:24,,,,,,,,
2019-01-14 11:45:36,,,,,,,,
2019-01-14 11:52:48,,,,,,,,
2019-01-14 12:00:00,,,,,,,,
2019-01-14 12:07:12,,,,,,,,
2019-01-14 12:14:24,,,,,,,,
2019-01-14 12:21:36,,,,,,,,
2019-01-14 12:28:48,,,,,,,,
2019-01-14 12:36:00,,,,,,,,
2019-01-14 12:43:12,,,,,,,,
2019-01-14 12:50:24,,,,,,,,
2019-01-14 12:57:36,,,,,,,,
2019-01-14 13:04:48,,,,,,,,
2019-01-14 13:12:00,,,,,,,,
2019-01-14 13:19:12,,,,,,,,
2019-01-14 13:26:24,,,,,,,,
2019-01-14 13:33:36,,,,,,,,
2019-01-14 13:40:48,,,,,,,,
2019-01-14 13:48:00,,,,,,,,
2019-01-14 13:55:12,,,,,,,,
2019-01-14 14:02:24,,,,,,,,
2019-01-14 14:09:36,,,,,,,,
2019-01-14 14:16:48,,,,,,,,
2019-01-14 14:24:00,,,,,,,,
2019-01-14 14:31:12,,,,,,,,
2019-01-14 14:38:24,,,,,,,,
2019-01-14 14:45:36,,,,,,,,
2019-01-14 14:52:48,,,,,,,,
2019-01-14 15:00:00,,,,,,,,
