,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-13 23:45:36,38.6,64.5,86.5,40.0,,42.1
2019-01-13 23:52:48,38.5,64.5,86.5,40.0,,42.1
2019-01-14 00:00:00,38.5,64.5,86.5,40.0,,42.1
2019-01-14 00:07:12,38.5,64.5,86.5,40.0,,42.1
2019-01-14 00:14:24,38.5,64.5,86.5,40.0,,42.1
2019-01-14 00:21:36,38.5,64.5,86.6,40.0,,42.1
2019-01-14 00:28:48,38.5,64.5,86.6,40.0,,42.1
2019-01-14 00:36:00,38.5,64.5,86.6,40.0,,42.1
2019-01-14 00:43:12,38.5,64.5,86.6,40.0,,42.1
2019-01-14 00:50:24,38.5,64.4,86.6,40.0,,42.1
2019-01-14 00:57:36,38.5,64.4,86.6,40.0,,42.1
2019-01-14 01:04:48,38.5,64.4,86.6,40.0,,42.1
2019-01-14 01:12:00,38.5,64.4,86.6,40.0,,42.1
2019-01-14 01:19:12,38.6,64.4,86.6,40.0,,42.1
2019-01-14 01:26:24,38.6,64.4,86.6,40.0,,42.1
2019-01-14 01:33:36,38.6,64.4,86.6,40.1,,42.1
2019-01-14 01:40:48,38.6,64.4,86.6,40.1,,42.1
2019-01-14 01:48:00,38.7,64.4,86.6,40.1,,42.1
2019-01-14 01:55:12,38.7,64.4,86.6,40.1,,42.1
2019-01-14 02:02:24,38.7,64.4,86.7,40.1,,42.1
2019-01-14 02:09:36,38.7,64.4,86.7,40.1,,42.1
2019-01-14 02:16:48,38.7,64.4,86.7,40.2,,42.1
2019-01-14 02:24:00,38.7,64.4,86.7,40.2,,42.1
2019-01-14 02:31:12,38.7,64.4,86.7,40.1,,42.1
2019-01-14 02:38:24,38.7,64.4,86.7,40.1,,42.1
2019-01-14 02:45:36,38.7,64.4,86.7,40.2,,42.1
2019-01-14 02:52:48,38.7,64.4,86.7,40.2,,42.1
2019-01-14 03:00:00,38.7,64.4,86.7,40.2,,42.1
2019-01-14 03:07:12,38.7,64.4,86.7,40.2,,42.1
2019-01-14 03:14:24,38.7,64.4,86.7,40.2,,42.1
2019-01-14 03:21:36,38.7,64.4,86.7,40.1,,42.1
2019-01-14 03:28:48,38.7,64.4,86.7,40.1,,42.1
2019-01-14 03:36:00,38.7,64.4,86.7,40.1,,42.1
2019-01-14 03:43:12,38.7,64.4,86.7,40.1,,42.1
2019-01-14 03:50:24,38.7,64.4,86.7,40.1,,42.1
2019-01-14 03:57:36,38.7,64.4,86.7,40.1,,42.1
2019-01-14 04:04:48,38.7,64.4,86.7,40.2,,42.1
2019-01-14 04:12:00,38.7,64.4,86.7,40.2,,42.1
2019-01-14 04:19:12,38.7,64.4,86.7,40.2,,42.1
2019-01-14 04:26:24,38.7,64.4,86.7,40.2,,42.1
2019-01-14 04:33:36,38.7,64.4,86.7,40.1,,42.1
2019-01-14 04:40:48,38.7,64.4,86.7,40.1,,42.1
2019-01-14 04:48:00,38.7,64.4,86.7,40.1,,42.1
2019-01-14 04:55:12,38.7,64.4,86.7,40.1,,42.1
2019-01-14 05:02:24,38.7,64.4,86.8,40.1,,42.2
2019-01-14 05:09:36,38.7,64.4,86.8,40.1,,42.2
2019-01-14 05:16:48,38.8,64.4,86.8,40.2,,42.2
2019-01-14 05:24:00,38.8,64.4,86.8,40.2,,42.2
2019-01-14 05:31:12,38.8,64.4,86.9,40.2,,42.2
2019-01-14 05:38:24,38.8,64.4,86.9,40.2,,42.2
2019-01-14 05:45:36,38.8,64.4,86.9,40.2,,42.2
2019-01-14 05:52:48,38.8,64.4,86.9,40.2,,42.2
