,136_APAR_213.1,144_APAR_214.2,148_APAR_215.3,152_APAR_216.4,156_APAR_217.5,160_APAR_218.6,164_APAR_219.7,168_APAR_220.8,172_APAR_221.9,176_APAR_222.10,180_APAR_223.11,184_APAR_224.12,188_APAR_225.13,192_APAR_226.14,196_APAR_227.15,200_APAR_228.16,204_APAR_229.17,208_APAR_230.18,212_APAR_231.19,216_APAR_232.20,220_APAR_233.21,224_APAR_234.22,228_APAR_235.23,232_APAR_236.24,236_APAR_237.25,240_APAR_238.26,244_APAR_239.27,248_APAR_240.28,3808_APAR_16.16,3812_APAR_17.17,3816_APAR_18.18,656_FIF_203.3,658_FIF_204.4,660_FIF_205.5,662_FIF_206.6,664_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-13 23:45:36,27.7,28.0,30.7,42.3,53.8,27.3,29.8,33.2,42.6,53.8,30.6,33.6,42.8,33.1,45.7,55.4,28.2,39.2,60.5,,,,,,,,,,58.3,100.0,49.0,28.0,31.0,28.0,29.0,27.0
2019-01-13 23:52:48,27.8,28.1,30.7,42.3,53.8,27.3,29.8,33.2,42.6,53.9,30.7,33.7,42.9,33.1,45.7,55.4,28.2,39.2,60.5,,,,,,,,,,58.2,100.0,48.9,28.0,31.0,28.0,29.0,27.0
2019-01-14 00:00:00,27.8,28.1,30.7,42.3,53.8,27.3,29.8,33.2,42.6,53.9,30.7,33.7,42.9,33.1,45.7,55.4,28.2,39.2,60.5,,,,,,,,,,58.2,100.0,48.9,28.0,31.0,28.0,29.0,27.0
2019-01-14 00:07:12,27.8,28.1,30.7,42.3,53.8,27.3,29.8,33.2,42.6,53.9,30.6,33.8,42.9,33.0,45.7,55.4,28.1,39.2,60.5,,,,,,,,,,58.2,100.0,48.9,28.0,31.0,28.0,29.0,27.0
2019-01-14 00:14:24,27.8,28.1,30.7,42.3,53.8,27.3,29.8,33.2,42.6,53.9,30.6,33.8,42.9,33.0,45.7,55.4,28.1,39.2,60.5,,,,,,,,,,58.2,100.0,48.9,28.0,31.0,28.0,29.0,27.0
2019-01-14 00:21:36,27.8,28.1,30.7,42.3,53.8,27.3,29.8,33.2,42.6,53.9,30.6,33.8,43.0,33.0,45.7,55.4,28.1,39.2,60.5,,,,,,,,,,58.3,100.0,48.9,28.0,31.0,28.0,29.0,27.0
2019-01-14 00:28:48,27.8,28.1,30.7,42.3,53.8,27.3,29.8,33.2,42.6,53.9,30.6,33.8,43.0,33.0,45.7,55.4,28.1,39.2,60.5,,,,,,,,,,58.3,100.0,48.9,28.0,31.0,28.0,29.0,27.0
2019-01-14 00:36:00,27.8,28.1,30.8,42.3,53.8,27.3,29.8,33.2,42.6,53.9,30.5,33.8,43.0,33.0,45.7,55.4,28.1,39.2,60.6,,,,,,,,,,58.6,100.0,48.9,28.0,31.0,28.0,29.0,27.0
