,304_APAR_411.11,308_APAR_412.12,312_APAR_413.13,316_APAR_414.14,320_APAR_415.15,324_APAR_416.16,328_APAR_417.17,332_APAR_418.18,336_APAR_419.19,340_APAR_420.20,344_APAR_421.21,348_APAR_422.22,352_APAR_423.23,356_APAR_424.24,360_APAR_425.25,680_FIF_402.2,682_FIF_403.3,684_FIF_404.4,686_FIF_405.5,688_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-23 23:45:36,27.1,28.6,29.5,44.5,52.3,22.7,24.4,27.1,38.0,57.3,18.7,19.3,22.9,46.9,79.7,19.705357,18.0,20.129464,22.0,20.0
2019-01-23 23:52:48,27.1,28.6,29.4,44.5,52.3,22.7,24.4,27.1,38.0,57.3,18.7,19.3,22.9,46.9,79.7,19.846154,18.0,20.076923,22.0,20.0
2019-01-24 00:00:00,27.1,28.6,29.4,44.5,52.3,22.7,24.4,27.1,38.0,57.3,18.7,19.3,22.9,46.9,79.7,19.846154,18.0,20.076923,22.0,20.0
2019-01-24 00:07:12,27.1,28.6,29.5,44.5,52.3,22.7,24.4,27.1,38.0,57.3,18.6,19.2,22.9,46.9,79.7,19.928571,18.0,20.5,22.0,20.0
2019-01-24 00:14:24,27.1,28.6,29.5,44.5,52.3,22.7,24.4,27.1,38.0,57.3,18.6,19.2,22.9,46.9,79.7,19.928571,18.0,20.5,22.0,20.0
2019-01-24 00:21:36,27.1,28.6,29.4,44.5,52.3,22.7,24.3,27.1,38.0,57.3,18.6,19.3,22.9,46.9,79.7,20.0,18.0,20.285714,22.0,20.0
2019-01-24 00:28:48,27.1,28.6,29.4,44.5,52.3,22.7,24.3,27.1,38.0,57.3,18.6,19.3,22.9,46.9,79.7,20.0,18.0,20.285714,22.0,20.0
2019-01-24 00:36:00,27.0,28.6,29.4,44.5,52.3,22.7,24.3,27.1,38.0,57.2,18.6,19.2,22.8,46.9,79.7,19.75,18.0,20.125,22.0,20.0
2019-01-24 00:43:12,27.0,28.6,29.4,44.5,52.3,22.7,24.3,27.1,38.0,57.2,18.6,19.2,22.8,46.9,79.7,19.75,18.0,20.125,22.0,20.0
2019-01-24 00:50:24,27.0,28.6,29.4,44.5,52.3,22.7,24.3,27.1,38.0,57.2,18.6,19.2,22.8,46.9,79.7,19.4375,18.0,20.0,22.0,20.0
