,136_APAR_213.1,144_APAR_214.2,148_APAR_215.3,152_APAR_216.4,156_APAR_217.5,160_APAR_218.6,164_APAR_219.7,168_APAR_220.8,172_APAR_221.9,176_APAR_222.10,180_APAR_223.11,184_APAR_224.12,188_APAR_225.13,192_APAR_226.14,196_APAR_227.15,200_APAR_228.16,204_APAR_229.17,208_APAR_230.18,212_APAR_231.19,216_APAR_232.20,220_APAR_233.21,224_APAR_234.22,228_APAR_235.23,232_APAR_236.24,236_APAR_237.25,240_APAR_238.26,244_APAR_239.27,248_APAR_240.28,3808_APAR_16.16,3812_APAR_17.17,3816_APAR_18.18,656_FIF_203.3,658_FIF_204.4,660_FIF_205.5,662_FIF_206.6,664_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23 23:45:36,26.3,26.5,28.2,40.0,53.4,25.1,27.4,30.5,40.5,53.6,26.7,29.3,37.9,30.4,42.0,50.7,26.4,36.7,53.6,,,,,,,,,,,,35.8,23.0,26.0,20.0,22.066964,21.0
2019-01-23 23:52:48,26.3,26.5,28.2,40.0,53.4,25.1,27.4,30.5,40.5,53.6,26.6,29.2,37.9,30.4,42.0,50.7,26.4,36.7,53.6,,,,,,,,,,,,35.8,23.0,26.0,20.0,22.0,21.0
2019-01-24 00:00:00,26.3,26.5,28.2,40.0,53.4,25.1,27.4,30.5,40.5,53.6,26.6,29.2,37.9,30.4,42.0,50.7,26.4,36.7,53.6,,,,,,,,,,,,35.8,23.0,26.0,20.0,22.0,21.0
2019-01-24 00:07:12,26.3,26.5,28.2,40.0,53.4,25.1,27.3,30.5,40.5,53.6,26.5,29.2,37.9,30.5,42.0,50.6,26.4,36.7,53.6,,,,,,,,,,,,35.7,23.0,26.0,20.0,22.0,21.0
2019-01-24 00:14:24,26.3,26.5,28.2,40.0,53.4,25.1,27.3,30.5,40.5,53.6,26.5,29.2,37.9,30.5,42.0,50.6,26.4,36.7,53.6,,,,,,,,,,,,35.7,23.0,26.0,20.0,22.0,21.0
2019-01-24 00:21:36,26.3,26.5,28.1,40.0,53.3,25.1,27.3,30.6,40.5,53.6,26.5,29.1,37.9,30.5,42.0,50.6,26.4,36.7,53.6,,,,,,,,,,,,35.6,23.0,26.0,20.0,22.0,21.0
2019-01-24 00:28:48,26.3,26.5,28.1,40.0,53.3,25.1,27.3,30.6,40.5,53.6,26.5,29.1,37.9,30.5,42.0,50.6,26.4,36.7,53.6,,,,,,,,,,,,35.6,23.0,26.0,20.0,22.0,21.0
2019-01-24 00:36:00,26.3,26.5,28.2,40.0,53.3,25.1,27.4,30.5,40.5,53.6,26.5,29.1,37.8,30.5,42.0,50.6,26.3,36.7,53.6,,,,,,,,,,,,35.6,23.0,26.0,20.0,22.0,21.0
