,137_APAR_213.1,145_APAR_214.2,149_APAR_215.3,153_APAR_216.4,157_APAR_217.5,161_APAR_218.6,165_APAR_219.7,169_APAR_220.8,173_APAR_221.9,177_APAR_222.10,181_APAR_223.11,185_APAR_224.12,189_APAR_225.13,193_APAR_226.14,197_APAR_227.15,201_APAR_228.16,205_APAR_229.17,209_APAR_230.18,213_APAR_231.19,217_APAR_232.20,221_APAR_233.21,225_APAR_234.22,229_APAR_235.23,233_APAR_236.24,237_APAR_237.25,241_APAR_238.26,245_APAR_239.27,249_APAR_240.28,3809_APAR_16.16,3813_APAR_17.17,3817_APAR_18.18,657_FIF_203.3,659_FIF_204.4,661_FIF_205.5,663_FIF_206.6,665_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23 23:45:36,21.2,20.7,19.6,13.6,8.5,20.2,19.2,16.7,12.0,6.5,26.4,22.7,19.5,28.7,22.7,18.3,25.8,18.9,11.1,,,,,,,,,,,,13.2,23.8,25.8,24.6,24.9,25.0
2019-01-23 23:52:48,21.2,20.7,19.6,13.6,8.5,20.2,19.2,16.7,12.0,6.5,26.4,22.8,19.5,28.6,22.6,18.3,25.9,18.9,11.0,,,,,,,,,,,,13.2,23.8,25.8,24.6,24.9,25.0
2019-01-24 00:00:00,21.2,20.7,19.6,13.6,8.5,20.2,19.2,16.7,12.0,6.5,26.4,22.8,19.5,28.6,22.6,18.3,25.9,18.9,11.0,,,,,,,,,,,,13.2,23.8,25.8,24.6,24.9,25.0
2019-01-24 00:07:12,21.2,20.7,19.5,13.6,8.5,20.2,19.2,16.7,12.0,6.5,26.3,22.8,19.5,28.7,22.6,18.3,25.9,18.9,11.0,,,,,,,,,,,,13.2,23.8,25.7,24.6,24.9,24.9
2019-01-24 00:14:24,21.2,20.7,19.5,13.6,8.5,20.2,19.2,16.7,12.0,6.5,26.3,22.8,19.5,28.7,22.6,18.3,25.9,18.9,11.0,,,,,,,,,,,,13.2,23.8,25.7,24.6,24.9,24.9
2019-01-24 00:21:36,21.2,20.7,19.5,13.6,8.5,20.1,19.1,16.7,12.0,6.5,26.2,22.8,19.5,28.7,22.6,18.3,25.8,18.9,11.1,,,,,,,,,,,,13.2,23.8,25.7,24.5,24.9,24.9
2019-01-24 00:28:48,21.2,20.7,19.5,13.6,8.5,20.1,19.1,16.7,12.0,6.5,26.2,22.8,19.5,28.7,22.6,18.3,25.8,18.9,11.1,,,,,,,,,,,,13.2,23.8,25.7,24.5,24.9,24.9
2019-01-24 00:36:00,21.2,20.7,19.5,13.6,8.5,20.1,19.1,16.7,12.0,6.5,26.2,22.8,19.5,28.7,22.6,18.3,25.8,19.0,11.1,,,,,,,,,,,,13.2,23.8,25.7,24.5,24.9,24.9
