,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-23 23:45:36,0.0,0.0,0.0,,0.0,
2019-01-23 23:52:48,0.0,0.0,0.0,,0.0,
2019-01-24 00:00:00,0.0,0.0,0.0,,0.0,
2019-01-24 00:07:12,0.0,0.0,0.0,,0.0,
2019-01-24 00:14:24,0.0,0.0,0.0,,0.0,
2019-01-24 00:21:36,0.0,0.0,0.0,,0.0,
2019-01-24 00:28:48,0.0,0.0,0.0,,0.0,
2019-01-24 00:36:00,0.0,0.0,0.0,,0.0,
2019-01-24 00:43:12,0.0,0.0,0.0,,0.0,
2019-01-24 00:50:24,0.0,0.0,0.0,,0.0,
2019-01-24 00:57:36,0.0,0.0,0.0,,0.0,
2019-01-24 01:04:48,0.0,0.0,0.0,,0.0,
2019-01-24 01:12:00,0.0,0.0,0.0,,0.0,
2019-01-24 01:19:12,0.0,0.0,0.0,,0.0,
2019-01-24 01:26:24,0.0,0.0,0.0,,0.0,
2019-01-24 01:33:36,0.0,0.0,0.0,,0.0,
2019-01-24 01:40:48,0.0,0.0,0.0,,0.0,
2019-01-24 01:48:00,0.0,0.0,0.0,,0.0,
2019-01-24 01:55:12,0.0,0.0,0.0,,0.0,
2019-01-24 02:02:24,0.0,0.0,-2.5,,0.0,
2019-01-24 02:09:36,0.0,0.0,-2.5,,0.0,
2019-01-24 02:16:48,0.0,0.0,-5.2,,0.0,
2019-01-24 02:24:00,0.0,0.0,-5.2,,0.0,
2019-01-24 02:31:12,0.0,0.0,-5.2,,0.0,
2019-01-24 02:38:24,0.0,0.0,-5.2,,0.0,
2019-01-24 02:45:36,0.0,0.0,-5.2,,0.0,
2019-01-24 02:52:48,0.0,0.0,-5.2,,0.0,
2019-01-24 03:00:00,0.0,0.0,-5.2,,0.0,
2019-01-24 03:07:12,0.0,0.0,-5.2,,0.0,
2019-01-24 03:14:24,0.0,0.0,-5.2,,0.0,
2019-01-24 03:21:36,0.0,0.0,-5.2,,0.0,
2019-01-24 03:28:48,0.0,0.0,-5.2,,0.0,
2019-01-24 03:36:00,0.0,0.0,-5.2,,0.0,
2019-01-24 03:43:12,0.0,0.0,-5.2,,0.0,
2019-01-24 03:50:24,0.0,0.0,-5.3,,0.0,
2019-01-24 03:57:36,0.0,0.0,-5.3,,0.0,
2019-01-24 04:04:48,0.0,0.0,-5.3,,0.0,
2019-01-24 04:12:00,0.0,0.0,-5.3,,0.0,
2019-01-24 04:19:12,0.0,0.0,-5.3,,0.0,
2019-01-24 04:26:24,0.0,0.0,-5.3,,0.0,
2019-01-24 04:33:36,0.0,0.0,-5.3,,0.0,
2019-01-24 04:40:48,0.0,0.0,-5.3,,0.0,
2019-01-24 04:48:00,0.0,0.0,-5.3,,0.0,
2019-01-24 04:55:12,0.0,0.0,-5.3,,0.0,
2019-01-24 05:02:24,0.0,0.0,-5.4,,0.0,
2019-01-24 05:09:36,0.0,0.0,-5.4,,0.0,
2019-01-24 05:16:48,0.0,0.0,-5.4,,0.0,
2019-01-24 05:24:00,0.0,0.0,-5.4,,0.0,
2019-01-24 05:31:12,0.0,0.0,-5.5,,0.0,
2019-01-24 05:38:24,0.0,0.0,-5.5,,0.0,
2019-01-24 05:45:36,0.0,0.0,-5.5,,0.0,
2019-01-24 05:52:48,0.0,0.0,-5.5,,0.0,
2019-01-24 06:00:00,0.0,0.0,-5.5,,0.0,
2019-01-24 06:07:12,7.0,-0.3,-5.6,,8.7,
2019-01-24 06:14:24,7.0,-0.3,-5.6,9.3,8.7,
2019-01-24 06:21:36,7.0,-0.3,-5.6,9.3,8.7,
