,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-22 23:45:36,8.9,1.6,-4.5,10.8,10.3,
2019-01-22 23:52:48,8.9,1.5,-4.5,10.8,10.3,
2019-01-23 00:00:00,8.9,1.5,-4.5,10.8,10.3,
2019-01-23 00:07:12,8.8,1.5,-4.6,10.7,10.2,
2019-01-23 00:14:24,8.8,1.5,-4.6,10.7,10.2,
2019-01-23 00:21:36,8.8,1.4,-4.6,10.7,10.2,
2019-01-23 00:28:48,8.8,1.4,-4.6,10.7,10.2,
2019-01-23 00:36:00,8.8,1.4,-4.7,10.7,10.2,
2019-01-23 00:43:12,8.8,1.4,-4.7,10.7,10.2,
2019-01-23 00:50:24,8.7,1.4,-4.7,10.6,10.1,
2019-01-23 00:57:36,8.7,1.4,-4.7,10.6,10.1,
2019-01-23 01:04:48,8.7,1.3,-4.7,10.6,10.1,
2019-01-23 01:12:00,8.7,1.3,-4.7,10.6,10.1,
2019-01-23 01:19:12,8.7,1.3,-4.8,10.5,10.1,
2019-01-23 01:26:24,8.7,1.3,-4.8,10.5,10.1,
2019-01-23 01:33:36,8.6,1.2,-4.9,10.5,10.0,
2019-01-23 01:40:48,8.6,1.2,-4.9,10.5,10.0,
2019-01-23 01:48:00,8.6,1.2,-4.9,10.5,10.0,
2019-01-23 01:55:12,8.6,1.2,-4.9,10.5,10.0,
2019-01-23 02:02:24,8.6,1.2,-5.0,10.4,10.0,
2019-01-23 02:09:36,8.6,1.2,-5.0,10.4,10.0,
2019-01-23 02:16:48,8.5,1.1,-5.0,10.4,9.9,
2019-01-23 02:24:00,8.5,1.1,-5.0,10.4,9.9,
2019-01-23 02:31:12,8.5,1.1,-5.0,10.3,9.9,
2019-01-23 02:38:24,8.5,1.1,-5.0,10.3,9.9,
2019-01-23 02:45:36,8.5,1.0,-5.1,10.3,9.9,
2019-01-23 02:52:48,8.5,1.0,-5.1,10.3,9.9,
2019-01-23 03:00:00,8.5,1.0,-5.1,10.3,9.9,
2019-01-23 03:07:12,8.4,1.0,-5.1,10.3,9.8,
2019-01-23 03:14:24,8.4,1.0,-5.1,10.3,9.8,
2019-01-23 03:21:36,8.4,0.9,-5.2,10.3,9.8,
2019-01-23 03:28:48,8.4,0.9,-5.2,10.3,9.8,
2019-01-23 03:36:00,8.4,0.9,-5.2,10.3,9.8,
2019-01-23 03:43:12,8.4,0.9,-5.2,10.3,9.8,
2019-01-23 03:50:24,8.3,0.9,-5.3,10.2,9.8,
2019-01-23 03:57:36,8.3,0.9,-5.3,10.2,9.8,
2019-01-23 04:04:48,8.3,0.8,-5.3,10.2,9.7,
2019-01-23 04:12:00,8.3,0.8,-5.3,10.2,9.7,
2019-01-23 04:19:12,8.3,0.8,-5.4,10.2,9.7,
2019-01-23 04:26:24,8.3,0.8,-5.4,10.2,9.7,
2019-01-23 04:33:36,8.2,0.7,-5.4,10.1,9.6,
2019-01-23 04:40:48,8.2,0.7,-5.4,10.1,9.6,
2019-01-23 04:48:00,8.2,0.7,-5.5,10.1,9.6,
2019-01-23 04:55:12,8.2,0.7,-5.5,10.1,9.6,
2019-01-23 05:02:24,8.1,0.6,-5.6,10.0,9.6,
2019-01-23 05:09:36,8.1,0.6,-5.6,10.0,9.6,
2019-01-23 05:16:48,8.1,0.6,-5.6,10.0,9.5,
2019-01-23 05:24:00,8.1,0.6,-5.6,10.0,9.5,
2019-01-23 05:31:12,8.0,0.5,-5.7,9.9,9.5,
2019-01-23 05:38:24,8.0,0.5,-5.7,9.9,9.5,
